站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404134417,23.6,1007.3,38,176,6.4,0.9,10123.7
58102,20230404134417,18.3,1013.5,15,323,12.7,1.5,10321.9
58118,20230404134417,26.9,1020.6,12,46,1.5,1.2,10104.3
58122,20230404134417,31.4,1017.6,2,219,10.1,1.4,10110.3
58203,20230404134417,8.9,1016.0,16,152,3.5,0.8,10119.9
58215,20230404134417,9.7,1017.8,44,305,7.3,0.1,10351.8
58221,20230404134417,11.7,1005.6,82,333,3.9,0.4,10065.8
58225,20230404134417,30.9,1015.2,11,326,0.8,1.1,10347.6
58236,20230404134417,0.4,1006.2,11,217,7.0,0.1,10044.2
58311,20230404134417,9.0,1025.1,2,257,0.4,0.8,10351.8
58314,20230404134417,22.9,1007.5,96,22,1.3,0.9,10332.5
58319,20230404134417,32.2,1004.4,68,98,5.6,0.9,10191.0
58321,20230404134417,9.2,1008.0,63,346,12.8,0.5,10352.5
58326,20230404134417,12.3,1025.5,78,85,8.2,1.5,10475.3
58336,20230404134417,33.9,1025.7,59,298,3.3,0.9,10374.2
58338,20230404134417,31.7,1005.5,89,53,10.0,0.3,10438.4
58414,20230404134417,28.0,1014.9,9,235,2.5,1.1,10364.5
58419,20230404134417,12.1,1007.6,39,305,4.6,1.5,10476.4
58424,20230404134417,22.2,1020.1,26,281,2.6,0.7,10244.9
58429,20230404134417,5.3,1003.7,45,89,6.7,0.1,10372.1
58436,20230404134417,21.9,1004.2,75,210,7.9,1.4,10031.3
58437,20230404134417,34.5,1016.5,60,241,0.1,1.3,10416.7
58520,20230404134417,17.5,1015.2,29,62,6.5,0.6,10249.4
58531,20230404134417,28.9,1020.4,48,232,12.6,0.7,10127.0
54406,20230404134417,6.3,1010.0,77,37,12.5,0.6,10412.0
54416,20230404134417,20.7,1007.5,6,120,14.2,0.8,10438.7
54511,20230404134417,16.3,1016.6,40,176,8.5,0.3,10287.3
58725,20230404134417,27.3,1006.0,87,32,1.5,0.9,10405.1
58730,20230404134417,14.5,1022.6,11,199,5.9,0.3,10004.5
58731,20230404134417,9.1,1012.4,57,28,7.4,0.1,10496.6
58734,20230404134417,35.0,1005.0,22,45,14.8,0.8,10175.4
58737,20230404134417,29.6,1025.6,92,353,0.9,0.1,10199.1
58744,20230404134417,5.7,1006.7,27,337,9.1,1.2,10275.2
58754,20230404134417,9.9,1007.8,67,154,6.3,1.0,10400.8
58818,20230404134417,16.5,1026.3,23,308,1.8,0.7,10154.7
58820,20230404134417,34.0,1004.4,35,121,4.0,0.2,10421.6
58834,20230404134417,31.0,1026.2,65,275,7.0,0.6,10381.4
58837,20230404134417,32.4,1021.8,3,333,5.2,1.2,10382.1
58843,20230404134417,12.1,1002.4,74,34,8.4,0.7,10060.7
58846,20230404134417,12.7,1007.2,37,222,5.1,0.7,10481.6
58847,20230404134417,8.3,1000.3,11,95,1.0,1.4,10204.1
58911,20230404134417,20.4,1026.3,16,195,9.6,0.5,10316.0
58918,20230404134417,8.8,1020.1,60,315,13.8,1.2,10267.0
58921,20230404134417,30.3,1017.9,86,107,7.3,1.3,10273.6
58926,20230404134417,2.9,1022.6,26,102,10.1,1.1,10253.4
