站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404133717,25.2,1000.8,6,288,2.4,0.0,10216.1
58102,20230404133717,32.0,1004.5,3,269,3.8,1.3,10499.1
58118,20230404133717,2.9,1008.8,3,221,5.4,1.2,10458.4
58122,20230404133717,0.7,1019.8,19,14,9.2,1.4,10063.5
58203,20230404133717,27.1,1008.9,17,64,11.0,1.4,10083.9
58215,20230404133717,17.4,1000.0,11,269,12.2,0.4,10464.6
58221,20230404133717,16.3,1024.6,49,291,10.9,1.4,10413.4
58225,20230404133717,26.9,1009.3,35,112,1.6,0.0,10132.9
58236,20230404133717,20.1,1008.3,24,184,5.2,0.0,10149.4
58311,20230404133717,19.3,1007.1,46,340,7.8,0.7,10434.1
58314,20230404133717,16.1,1000.9,32,180,14.5,0.3,10031.3
58319,20230404133717,21.0,1019.7,68,11,14.5,0.9,10498.7
58321,20230404133717,12.0,1004.0,63,193,0.3,0.9,10069.9
58326,20230404133717,20.7,1025.9,62,202,4.7,1.0,10153.9
58336,20230404133717,25.7,1000.3,5,85,13.5,1.2,10382.7
58338,20230404133717,7.3,1018.7,93,129,14.9,0.8,10358.8
58414,20230404133717,16.3,1014.3,49,11,11.9,0.2,10373.5
58419,20230404133717,2.4,1020.9,26,42,2.9,1.5,10138.0
58424,20230404133717,17.5,1026.0,33,352,0.9,0.4,10237.3
58429,20230404133717,12.4,1012.9,68,258,14.4,0.7,10300.0
58436,20230404133717,19.7,1001.1,81,152,3.7,0.0,10325.9
58437,20230404133717,29.5,1002.5,89,22,3.9,0.5,10461.4
58520,20230404133717,26.1,1013.2,75,167,14.8,0.2,10254.2
58531,20230404133717,7.7,1014.9,81,345,7.1,0.3,10163.0
54406,20230404133717,29.9,1003.6,4,80,13.4,1.5,10455.8
54416,20230404133717,7.8,1012.5,9,319,5.5,1.2,10046.5
54511,20230404133717,17.6,1025.8,32,177,1.6,1.3,10062.1
58725,20230404133717,4.2,1005.8,68,245,5.9,1.1,10343.8
58730,20230404133717,4.7,1001.6,18,299,1.2,0.0,10320.1
58731,20230404133717,1.8,1007.7,17,160,7.4,0.8,10341.9
58734,20230404133717,17.7,1010.7,14,118,3.8,1.2,10323.8
58737,20230404133717,27.9,1002.1,64,112,1.6,1.4,10000.4
58744,20230404133717,6.4,1006.1,32,10,8.4,1.2,10309.1
58754,20230404133717,13.0,1005.0,23,167,8.4,1.4,10499.5
58818,20230404133717,25.2,1008.5,19,130,8.7,1.2,10098.6
58820,20230404133717,9.8,1008.6,16,141,13.0,0.6,10035.2
58834,20230404133717,1.1,1006.0,3,192,9.4,0.5,10417.9
58837,20230404133717,34.0,1010.8,46,57,11.5,1.1,10386.3
58843,20230404133717,23.2,1016.4,44,358,2.4,0.5,10052.3
58846,20230404133717,20.6,1006.3,70,221,12.2,0.1,10404.7
58847,20230404133717,11.1,1024.5,29,30,7.8,0.3,10083.0
58911,20230404133717,12.4,1002.0,11,192,0.8,0.3,10032.4
58918,20230404133717,16.2,1018.6,6,285,8.7,0.0,10248.9
58921,20230404133717,20.6,1012.0,37,268,10.5,0.6,10060.3
58926,20230404133717,24.3,1022.8,45,253,11.0,0.5,10268.7
58927,20230404133717,12.2,1001.0,60,172,8.0,0.5,10182.0
58931,20230404133717,17.7,1002.3,47,76,5.4,0.8,10212.8
58933,20230404133717,17.5,1000.2,78,237,6.4,0.1,10062.5
58936,20230404133717,31.1,1017.6,8,239,11.6,0.7,10105.7
58944,20230404133717,20.9,1005.0,18,167,14.0,1.2,10385.9
59113,20230404133717,17.6,1023.7,98,144,2.5,1.5,10110.2
59126,20230404133717,0.8,1007.9,75,316,5.2,0.3,10338.6
59133,20230404133717,20.6,1008.8,72,308,14.2,0.6,10330.5
59134,20230404133717,24.3,1004.4,74,207,11.6,1.0,10334.2
59321,20230404133717,26.9,1003.0,88,20,1.9,1.2,10110.6
52323,20230404133717,3.6,1004.6,77,159,13.1,0.6,10324.4
52418,20230404133717,30.6,1007.0,90,321,7.6,0.9,10497.1
52424,20230404133717,32.6,1020.3,31,108,2.9,0.3,10225.1
52436,20230404133717,24.5,1003.5,24,215,11.5,0.6,10377.5
52446,20230404133717,4.7,1026.3,32,290,12.9,0.7,10068.9
52447,20230404133717,11.4,1018.2,17,195,6.7,0.2,10289.7
52533,20230404133717,8.9,1025.6,40,143,6.6,1.3,10239.1
52546,20230404133717,31.2,1021.9,61,24,1.9,1.1,10427.2
52652,20230404133717,9.8,1007.8,87,170,4.1,0.1,10099.8
