站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404134817,29.0,1021.7,63,195,9.9,1.0,10305.9
58102,20230404134817,1.2,1004.0,73,310,3.5,0.3,10394.4
58118,20230404134817,34.2,1014.0,69,105,6.3,0.3,10200.6
58122,20230404134817,14.4,1022.2,84,280,13.0,1.0,10172.4
58203,20230404134817,5.3,1002.7,48,143,12.6,0.2,10329.1
58215,20230404134817,17.4,1020.7,60,123,7.7,0.7,10106.7
58221,20230404134817,22.6,1014.3,88,236,9.8,0.3,10341.1
58225,20230404134817,1.1,1016.7,52,217,1.9,0.7,10196.1
58236,20230404134817,13.5,1011.0,22,123,10.7,0.8,10112.5
58311,20230404134817,27.6,1014.0,7,1,7.5,0.1,10026.3
58314,20230404134817,23.3,1002.5,3,17,5.3,1.3,10222.2
58319,20230404134817,16.4,1002.8,39,147,7.0,0.5,10259.9
58321,20230404134817,25.8,1007.6,34,94,1.2,0.6,10127.6
58326,20230404134817,27.9,1000.0,5,97,5.7,1.0,10025.2
58336,20230404134817,11.5,1014.4,59,7,8.2,0.4,10122.5
58338,20230404134817,24.9,1008.0,42,99,10.3,0.7,10377.7
58414,20230404134817,31.2,1008.5,63,208,9.9,1.5,10353.9
58419,20230404134817,28.3,1013.2,41,184,12.9,1.2,10178.5
58424,20230404134817,11.5,1018.4,16,303,4.0,1.0,10246.2
58429,20230404134817,6.5,1001.8,19,198,9.4,1.1,10232.6
58436,20230404134817,23.3,1010.2,8,265,6.4,0.9,10089.0
58437,20230404134817,22.0,1025.9,57,206,6.8,0.0,10488.3
58520,20230404134817,20.9,1024.7,9,226,5.1,1.2,10395.6
58531,20230404134817,34.5,1004.0,24,356,9.0,0.5,10075.0
54406,20230404134817,30.4,1020.9,76,14,9.8,0.2,10173.4
54416,20230404134817,4.2,1003.3,53,56,2.0,0.8,10190.1
54511,20230404134817,13.6,1023.1,18,166,9.9,1.4,10021.9
58725,20230404134817,14.8,1011.7,38,286,10.4,0.8,10034.4
58730,20230404134817,32.0,1008.5,42,49,1.1,0.9,10039.7
58731,20230404134817,7.6,1011.3,75,271,5.7,0.6,10266.8
58734,20230404134817,29.0,1025.9,55,37,4.5,0.3,10163.7
58737,20230404134817,21.7,1024.9,80,69,5.3,0.4,10158.9
58744,20230404134817,30.4,1021.8,63,112,3.3,0.4,10277.2
58754,20230404134817,34.4,1020.8,49,85,2.8,0.6,10287.1
58818,20230404134817,23.6,1004.7,29,146,9.3,1.0,10368.5
58820,20230404134817,34.3,1004.6,40,335,0.7,0.7,10053.7
58834,20230404134817,21.1,1004.7,85,270,6.6,0.6,10065.9
58837,20230404134817,22.6,1017.5,8,128,7.5,0.7,10249.1
58843,20230404134817,4.2,1016.8,83,143,3.8,1.5,10489.8
58846,20230404134817,18.5,1014.5,95,240,5.1,1.3,10054.4
58847,20230404134817,6.0,1010.9,45,314,9.2,0.4,10173.0
58911,20230404134817,28.5,1022.5,20,113,2.7,1.4,10128.6
58918,20230404134817,29.0,1020.8,20,213,12.1,0.1,10478.4
58921,20230404134817,27.6,1014.1,19,291,6.2,0.8,10166.3
58926,20230404134817,22.2,1009.8,72,336,0.4,0.0,10004.4
58927,20230404134817,22.0,1015.8,48,298,12.5,0.2,10012.5
58931,20230404134817,1.2,1024.6,90,210,3.4,1.2,10201.0
58933,20230404134817,16.6,1007.9,32,359,13.0,0.2,10121.5
58936,20230404134817,6.6,1014.4,27,170,6.2,0.9,10278.3
58944,20230404134817,24.1,1006.2,90,117,11.8,0.0,10425.4
59113,20230404134817,22.5,1021.4,53,66,10.2,0.1,10029.2
59126,20230404134817,14.1,1025.2,84,307,11.6,1.5,10282.4
59133,20230404134817,8.5,1022.2,82,123,8.3,1.1,10291.2
59134,20230404134817,27.8,1020.8,92,175,2.8,1.2,10190.1
59321,20230404134817,14.3,1018.0,13,89,12.4,0.8,10428.2
52323,20230404134817,9.9,1026.3,49,258,6.2,0.4,10273.2
52418,20230404134817,5.6,1012.1,36,78,1.8,1.2,10278.8
52424,20230404134817,30.0,1005.2,27,171,13.6,1.4,10284.9
52436,20230404134817,20.7,1001.2,4,294,12.3,0.3,10277.1
52446,20230404134817,19.4,1017.0,44,30,14.0,1.2,10034.2
52447,20230404134817,5.9,1020.3,18,34,12.9,0.5,10308.0
52533,20230404134817,25.3,1026.3,39,22,10.1,0.0,10251.0
52546,20230404134817,24.7,1001.1,73,47,14.1,0.3,10332.3
52652,20230404134817,25.3,1025.1,77,157,12.3,0.0,10202.1
52661,20230404134817,9.9,1023.4,49,239,9.2,1.0,10268.0
52674,20230404134817,24.8,1018.6,70,22,9.6,1.1,10332.0
52679,20230404134817,14.4,1022.1,31,110,11.4,0.3,10251.2
52681,20230404134817,33.1,1008.5,71,323,12.1,0.7,10334.7
52787,20230404134817,15.2,1025.4,42,161,13.3,0.1,10430.4
52797,20230404134817,0.7,1006.0,90,190,7.8,0.3,10132.5
52884,20230404134817,22.9,1003.5,49,236,9.8,1.5,10454.7
52895,20230404134817,26.5,1006.9,17,272,11.4,0.3,10381.0
52983,20230404134817,5.6,1007.9,94,134,10.3,1.0,10253.8
52984,20230404134817,21.3,1021.3,33,227,8.1,1.0,10237.1
52986,20230404134817,11.5,1014.3,94,108,10.3,0.5,10478.5
52996,20230404134817,0.2,1014.7,85,339,10.6,0.4,10345.3
