站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404192436,6.5,1025.0,23,309,0.2,0.9,10355.7
58102,20230404192436,15.4,1015.6,85,41,11.9,1.3,10422.2
58118,20230404192436,18.3,1009.0,53,239,7.3,0.1,10496.3
58122,20230404192436,11.6,1000.6,75,93,7.0,1.3,10003.6
58203,20230404192436,7.1,1013.9,4,199,13.5,1.3,10424.7
58215,20230404192436,11.7,1021.4,56,17,9.1,0.0,10050.8
58221,20230404192436,13.9,1008.4,4,277,14.1,0.4,10052.6
58225,20230404192436,15.9,1006.3,25,311,10.1,0.6,10042.8
58236,20230404192436,1.5,1006.5,59,319,7.6,0.9,10267.5
58311,20230404192436,10.6,1015.5,60,302,3.7,0.7,10125.8
58314,20230404192436,3.6,1002.4,51,22,12.8,1.3,10396.4
58319,20230404192436,14.7,1013.8,70,288,9.6,0.5,10296.4
58321,20230404192436,21.3,1005.2,77,271,10.2,0.6,10219.2
58326,20230404192436,23.5,1024.5,2,52,4.2,0.8,10119.2
58336,20230404192436,5.2,1019.9,59,79,8.8,0.4,10420.7
58338,20230404192436,8.8,1015.0,47,252,12.9,1.1,10152.7
58414,20230404192436,5.8,1019.7,93,55,5.9,0.8,10423.1
58419,20230404192436,25.2,1024.8,22,143,0.8,1.0,10121.5
58424,20230404192436,10.6,1022.7,83,32,11.8,0.0,10278.0
58429,20230404192436,27.4,1023.5,99,99,6.5,0.8,10352.2
58436,20230404192436,10.8,1025.8,53,194,7.5,0.0,10033.4
58437,20230404192436,29.0,1003.6,53,279,7.4,0.6,10376.4
58520,20230404192436,28.8,1015.0,79,50,13.7,0.8,10304.9
58531,20230404192436,0.2,1017.9,19,87,5.6,0.0,10036.9
54406,20230404192436,7.4,1008.4,71,210,12.7,1.4,10219.0
54416,20230404192436,20.0,1021.0,50,20,8.8,0.6,10217.7
54511,20230404192436,18.7,1020.8,83,41,12.8,1.2,10361.9
58725,20230404192436,34.8,1003.9,67,206,8.0,0.8,10215.7
58730,20230404192436,30.2,1000.0,92,241,2.1,0.1,10498.8
58731,20230404192436,8.1,1013.5,32,155,10.7,0.5,10034.1
58734,20230404192436,27.0,1005.3,36,312,1.3,0.5,10451.7
58737,20230404192436,11.1,1004.6,6,99,10.7,1.1,10404.0
58744,20230404192436,30.1,1003.2,31,97,6.2,0.6,10462.0
58754,20230404192436,8.7,1003.7,75,195,7.5,0.6,10024.9
58818,20230404192436,3.3,1021.7,39,160,12.2,1.0,10007.9
58820,20230404192436,16.2,1009.2,58,336,12.9,0.6,10488.3
58834,20230404192436,10.1,1025.5,74,176,14.3,1.2,10435.3
58837,20230404192436,8.6,1002.2,45,63,2.1,1.1,10091.5
58843,20230404192436,9.6,1025.2,74,301,1.4,1.5,10213.3
58846,20230404192436,26.3,1005.4,58,135,8.7,1.4,10188.1
58847,20230404192436,32.8,1018.9,92,24,1.6,0.1,10220.2
58911,20230404192436,32.7,1022.8,39,349,0.7,1.4,10031.3
58918,20230404192436,34.0,1013.5,44,185,3.2,0.8,10115.6
58921,20230404192436,33.5,1011.7,24,256,6.9,0.0,10496.0
58926,20230404192436,11.2,1023.6,16,116,12.7,1.0,10120.6
58927,20230404192436,0.9,1016.8,18,325,4.8,0.7,10128.0
58931,20230404192436,12.5,1007.4,40,16,14.5,0.6,10146.5
58933,20230404192436,24.7,1005.3,72,88,7.7,0.2,10165.0
58936,20230404192436,10.1,1010.8,29,256,7.6,0.7,10435.9
58944,20230404192436,21.7,1017.3,18,190,12.9,0.6,10251.4
59113,20230404192436,22.2,1004.6,35,157,8.0,0.5,10411.2
59126,20230404192436,30.7,1000.0,87,267,0.3,1.3,10211.1
59133,20230404192436,11.4,1019.0,4,189,8.5,0.3,10304.7
59134,20230404192436,19.4,1002.3,23,357,8.2,0.3,10258.5
59321,20230404192436,12.1,1003.3,80,350,6.4,1.3,10474.6
52323,20230404192436,0.7,1016.1,1,106,14.3,1.4,10453.7
52418,20230404192436,27.2,1017.2,21,188,5.4,0.3,10098.7
52424,20230404192436,10.3,1012.7,48,53,8.5,0.9,10153.3
52436,20230404192436,4.8,1024.5,95,70,3.3,1.3,10398.0
52446,20230404192436,1.4,1021.1,1,307,12.4,0.9,10441.8
52447,20230404192436,16.5,1009.6,59,23,4.1,0.2,10290.9
52533,20230404192436,34.2,1010.4,6,129,11.3,1.2,10392.6
52546,20230404192436,24.1,1008.5,17,20,13.5,1.4,10074.2
52652,20230404192436,23.2,1008.3,76,129,7.1,0.8,10135.7
52661,20230404192436,18.3,1003.8,91,42,12.6,0.4,10414.2
52674,20230404192436,5.9,1002.4,22,337,3.5,1.0,10235.6
52679,20230404192436,0.2,1019.0,1,0,10.7,0.0,10416.7
52681,20230404192436,11.9,1020.4,76,162,11.2,1.4,10292.9
52787,20230404192436,10.0,1019.7,100,49,11.5,0.9,10041.3
52797,20230404192436,19.1,1021.2,70,131,2.3,0.2,10051.0
52884,20230404192436,25.9,1002.0,35,340,10.2,1.4,10341.2
52895,20230404192436,35.0,1003.8,34,1,13.2,0.0,10379.1
52983,20230404192436,20.6,1015.4,99,232,4.9,0.6,10208.5
52984,20230404192436,1.1,1026.1,7,308,3.5,1.1,10018.3
52986,20230404192436,33.7,1013.0,1,108,9.0,0.3,10167.2
52996,20230404192436,0.5,1020.3,90,274,7.8,1.4,10081.0
53821,20230404192436,10.3,1019.6,24,319,5.2,1.4,10464.3
53915,20230404192436,18.8,1012.2,6,198,1.3,1.5,10440.3
53923,20230404192436,17.5,1021.1,99,339,1.3,1.5,10154.9
56074,20230404192436,28.1,1010.3,57,160,11.3,1.3,10356.8
56080,20230404192436,11.8,1024.3,16,266,10.9,1.4,10319.6
56093,20230404192436,10.3,1010.5,62,255,3.2,0.2,10033.0
56096,20230404192436,19.1,1019.2,13,229,12.5,0.2,10480.1
57014,20230404192436,9.4,1008.8,37,337,5.1,0.9,10002.5
57996,20230404192436,5.8,1022.7,58,131,11.6,0.4,10257.9
59072,20230404192436,5.7,1025.0,40,41,2.3,0.0,10038.7
59082,20230404192436,2.8,1000.8,43,235,5.2,1.4,10470.0
59087,20230404192436,25.2,1006.7,14,247,3.0,0.1,10404.4
59088,20230404192436,29.3,1000.9,16,261,8.9,0.0,10333.0
59096,20230404192436,28.6,1015.6,86,62,10.8,1.2,10129.5
59097,20230404192436,14.6,1012.6,82,29,4.5,0.7,10294.6
59107,20230404192436,14.5,1000.5,50,117,4.7,0.2,10156.5
59116,20230404192436,17.3,1021.3,14,151,1.0,0.8,10376.4
59117,20230404192436,19.2,1014.4,81,26,10.2,1.0,10493.0
59271,20230404192436,2.8,1014.2,13,64,6.9,0.9,10472.2
59278,20230404192436,3.7,1003.6,31,45,10.3,0.7,10156.3
59280,20230404192436,18.0,1026.0,40,47,5.8,0.4,10331.7
59287,20230404192436,10.8,1016.0,56,1,13.9,0.8,10459.6
59289,20230404192436,10.7,1000.4,69,205,14.6,1.2,10429.5
59293,20230404192436,0.6,1005.8,36,133,10.1,0.1,10404.0
59294,20230404192436,10.5,1007.1,94,204,4.1,0.4,10370.5
59298,20230404192436,2.5,1025.7,27,24,12.4,1.4,10257.8
59303,20230404192436,29.9,1022.7,26,325,7.6,0.9,10156.6
59304,20230404192436,14.5,1000.5,13,332,5.5,1.1,10471.0
59306,20230404192436,22.5,1015.9,77,240,1.2,1.0,10236.2
59310,20230404192436,15.9,1023.4,53,218,14.3,1.0,10060.2
59316,20230404192436,19.8,1012.9,81,201,13.6,0.9,10418.1
59317,20230404192436,20.1,1014.5,2,111,7.7,0.9,10458.3
59324,20230404192436,21.4,1002.9,61,349,3.0,0.9,10166.8
59456,20230404192436,29.7,1001.7,71,49,11.3,0.2,10212.1
59462,20230404192436,35.0,1016.5,43,134,6.9,0.2,10009.9
59478,20230404192436,0.0,1005.6,99,154,8.3,1.5,10370.9
59485,20230404192436,12.7,1005.9,1,143,12.8,0.1,10477.1
59488,20230404192436,34.7,1014.5,36,192,10.9,0.5,10349.4
59493,20230404192436,19.8,1016.0,61,359,13.5,1.0,10036.3
59501,20230404192436,9.4,1010.3,66,326,0.9,0.3,10078.7
59658,20230404192436,12.3,1014.2,59,305,7.8,1.5,10064.0
59663,20230404192436,26.4,1005.2,82,258,7.2,0.0,10270.1
59664,20230404192436,26.3,1011.6,76,245,0.8,0.0,10074.4
59673,20230404192436,10.8,1009.2,96,173,12.3,0.8,10131.3
59754,20230404192436,4.3,1021.9,62,59,13.8,1.5,10473.8
57947,20230404192436,0.8,1017.5,33,279,5.4,1.0,10465.5
57957,20230404192436,12.6,1004.6,73,119,6.2,0.0,10479.7
57958,20230404192436,15.2,1024.8,55,17,13.2,1.3,10318.5
59021,20230404192436,27.6,1021.6,92,320,3.7,0.0,10103.1
59023,20230404192436,24.9,1005.5,56,129,0.8,1.1,10240.0
59027,20230404192436,33.5,1008.5,79,181,4.2,1.5,10460.6
59037,20230404192436,21.0,1006.3,70,39,4.3,1.1,10410.7
59046,20230404192436,3.7,1024.1,72,123,4.0,1.0,10231.6
59058,20230404192436,16.2,1014.5,47,87,14.8,1.3,10143.4
59065,20230404192436,7.5,1016.2,38,68,14.8,1.1,10099.1
59209,20230404192436,10.1,1005.2,15,30,2.5,0.7,10177.6
59211,20230404192436,26.7,1017.6,31,258,13.9,1.3,10301.2
59218,20230404192436,21.5,1008.8,57,241,3.8,0.6,10324.1
59228,20230404192436,6.9,1026.2,78,124,9.9,0.2,10318.5
59242,20230404192436,9.5,1024.0,27,151,0.8,0.0,10032.3
59254,20230404192436,7.3,1020.6,24,26,3.9,0.1,10034.7
59265,20230404192436,7.3,1010.9,38,80,12.7,0.1,10248.1
59417,20230404192436,8.2,1003.9,42,134,10.6,0.2,10415.0
59431,20230404192436,23.5,1022.3,16,295,7.4,0.6,10442.2
59446,20230404192436,0.1,1006.4,93,99,1.2,0.0,10387.2
59453,20230404192436,29.1,1015.3,82,192,13.2,1.0,10237.8
59626,20230404192436,13.1,1013.8,66,169,11.2,1.0,10003.1
59631,20230404192436,7.2,1011.1,86,146,6.9,0.5,10166.9
59632,20230404192436,23.7,1011.0,32,29,7.9,0.4,10307.8
59644,20230404192436,13.7,1006.7,75,345,6.7,0.0,10177.6
59647,20230404192436,17.6,1000.1,22,53,14.2,0.2,10385.6
56691,20230404192436,8.1,1001.4,82,37,8.0,0.7,10478.6
56693,20230404192436,23.1,1014.2,89,127,6.7,1.5,10373.0
