站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404134117,20.3,1008.0,2,220,6.7,1.0,10159.8
58102,20230404134117,21.8,1012.0,85,221,5.6,1.5,10078.9
58118,20230404134117,34.6,1005.7,83,91,1.6,0.5,10025.0
58122,20230404134117,2.8,1006.4,63,83,4.5,0.0,10277.7
58203,20230404134117,4.0,1020.2,28,144,13.5,0.4,10432.7
58215,20230404134117,14.6,1001.8,32,86,6.0,1.2,10287.0
58221,20230404134117,14.3,1022.8,31,111,6.6,0.8,10120.2
58225,20230404134117,28.6,1013.9,100,260,11.9,1.3,10104.6
58236,20230404134117,33.6,1015.5,41,88,0.9,0.0,10231.1
58311,20230404134117,9.4,1009.3,89,113,0.9,1.5,10317.8
58314,20230404134117,20.4,1012.2,79,148,2.1,0.0,10064.7
58319,20230404134117,1.9,1026.4,7,251,0.3,1.3,10066.2
58321,20230404134117,20.4,1009.4,52,322,4.1,1.5,10497.9
58326,20230404134117,20.4,1001.3,55,261,11.2,0.6,10222.2
58336,20230404134117,1.7,1001.9,86,212,10.3,1.5,10415.0
58338,20230404134117,17.6,1001.0,5,105,9.9,0.2,10417.9
58414,20230404134117,27.1,1012.2,33,231,3.6,1.1,10487.3
58419,20230404134117,2.4,1016.6,57,292,4.2,1.4,10449.2
58424,20230404134117,8.5,1003.5,88,237,7.1,0.4,10456.3
58429,20230404134117,14.1,1016.2,55,253,6.2,1.4,10418.3
58436,20230404134117,16.8,1004.7,8,149,14.1,0.7,10404.7
58437,20230404134117,26.5,1014.6,79,37,0.4,0.2,10383.4
58520,20230404134117,3.7,1007.1,75,12,5.1,0.9,10248.5
58531,20230404134117,1.7,1024.5,56,229,7.2,1.3,10198.8
54406,20230404134117,7.8,1012.1,73,91,14.5,1.1,10299.5
54416,20230404134117,5.5,1008.2,26,156,0.0,0.3,10128.4
54511,20230404134117,18.5,1012.4,68,103,3.6,0.6,10160.4
58725,20230404134117,24.1,1003.0,90,52,4.1,0.0,10407.1
58730,20230404134117,4.4,1024.2,16,112,7.8,1.1,10441.8
58731,20230404134117,26.2,1026.4,77,262,4.3,0.2,10094.9
58734,20230404134117,25.1,1001.2,5,191,9.7,0.0,10224.4
58737,20230404134117,33.7,1001.6,63,92,2.1,0.8,10462.7
58744,20230404134117,8.3,1024.5,50,288,0.8,1.2,10468.7
58754,20230404134117,21.5,1018.6,36,242,2.7,0.8,10285.3
58818,20230404134117,19.0,1018.1,55,286,12.3,0.7,10075.9
58820,20230404134117,27.4,1012.3,25,195,9.9,1.4,10403.0
58834,20230404134117,30.9,1023.2,17,85,9.3,0.2,10366.1
58837,20230404134117,26.9,1009.1,46,59,14.2,0.0,10419.0
58843,20230404134117,16.1,1023.4,30,262,1.0,0.8,10052.8
58846,20230404134117,8.7,1014.5,79,188,7.8,0.6,10347.1
58847,20230404134117,14.4,1010.7,45,109,8.7,0.0,10107.9
58911,20230404134117,26.1,1010.2,48,303,12.1,0.4,10176.4
58918,20230404134117,22.8,1020.0,29,237,11.9,1.3,10208.7
58921,20230404134117,9.1,1023.3,92,106,13.8,0.9,10114.9
58926,20230404134117,1.2,1006.0,91,325,2.0,0.6,10306.9
58927,20230404134117,3.5,1014.6,82,249,13.3,1.3,10138.3
58931,20230404134117,12.0,1024.0,47,322,0.0,0.2,10312.1
58933,20230404134117,16.5,1025.1,91,92,7.9,0.9,10093.9
58936,20230404134117,27.8,1007.0,45,36,3.2,1.1,10425.6
58944,20230404134117,13.6,1015.8,30,189,2.6,0.2,10213.0
59113,20230404134117,15.5,1023.6,23,68,1.9,0.1,10067.8
59126,20230404134117,0.4,1014.2,50,259,13.3,0.7,10246.0
59133,20230404134117,20.1,1012.0,62,243,13.2,1.0,10309.3
59134,20230404134117,26.9,1020.7,54,37,12.2,1.4,10030.5
59321,20230404134117,22.1,1016.0,78,241,3.8,0.7,10473.7
52323,20230404134117,20.7,1011.7,21,257,12.2,0.9,10468.7
52418,20230404134117,33.7,1007.3,13,32,4.0,0.9,10471.2
52424,20230404134117,26.2,1018.5,28,268,8.2,1.2,10217.5
52436,20230404134117,3.4,1004.0,37,174,1.2,1.3,10379.6
52446,20230404134117,29.9,1012.1,45,190,9.1,0.8,10447.7
52447,20230404134117,24.1,1014.8,60,272,5.3,1.5,10038.1
52533,20230404134117,7.8,1004.7,5,347,8.2,1.5,10066.1
52546,20230404134117,18.1,1019.9,66,332,7.9,1.3,10206.9
52652,20230404134117,26.0,1003.1,94,343,3.4,1.3,10245.1
52661,20230404134117,13.5,1008.1,45,52,4.4,0.0,10329.9
52674,20230404134117,34.3,1005.7,15,32,7.6,1.0,10213.8
52679,20230404134117,2.8,1007.7,19,218,6.6,0.3,10295.3
52681,20230404134117,1.7,1013.4,29,160,0.2,0.1,10334.5
52787,20230404134117,27.5,1012.0,94,356,6.6,0.1,10445.7
52797,20230404134117,1.2,1006.5,31,319,2.3,0.4,10164.5
52884,20230404134117,5.5,1001.1,15,182,11.8,0.5,10104.2
52895,20230404134117,17.9,1003.8,43,275,5.5,0.6,10240.6
52983,20230404134117,24.7,1024.6,64,108,0.4,0.8,10095.2
52984,20230404134117,28.0,1024.5,79,23,14.3,0.0,10236.8
52986,20230404134117,21.7,1019.1,51,189,2.2,0.8,10263.1
52996,20230404134117,20.4,1016.9,25,129,12.0,0.3,10390.3
53821,20230404134117,23.2,1015.4,93,74,13.3,1.1,10482.8
53915,20230404134117,30.5,1000.3,53,169,11.1,1.0,10408.3
53923,20230404134117,29.6,1004.2,40,52,9.8,1.3,10146.2
56074,20230404134117,32.4,1019.8,26,283,5.5,1.0,10056.4
56080,20230404134117,1.0,1022.9,63,312,6.0,1.0,10023.7
56093,20230404134117,11.8,1023.7,74,142,12.7,0.9,10477.3
56096,20230404134117,12.4,1015.9,37,94,0.1,1.5,10078.9
57014,20230404134117,22.6,1015.9,61,324,12.0,0.9,10102.7
57996,20230404134117,4.1,1014.4,85,94,6.0,0.6,10269.8
59072,20230404134117,10.3,1021.1,45,246,6.5,1.0,10066.5
59082,20230404134117,24.0,1015.5,94,183,0.7,0.5,10477.1
59087,20230404134117,24.5,1020.2,97,40,7.3,0.4,10055.3
59088,20230404134117,32.9,1025.5,24,352,13.7,0.0,10349.5
59096,20230404134117,11.6,1016.1,37,48,5.9,1.3,10119.3
59097,20230404134117,7.0,1012.3,89,39,5.0,0.1,10209.1
59107,20230404134117,7.8,1014.7,80,126,2.1,0.3,10294.8
59116,20230404134117,16.7,1013.7,15,280,3.3,0.5,10422.2
59117,20230404134117,14.9,1003.9,44,119,10.8,1.2,10443.1
59271,20230404134117,14.0,1021.5,28,74,11.8,1.1,10093.8
59278,20230404134117,5.1,1007.8,16,76,6.0,0.2,10258.2
59280,20230404134117,24.7,1005.4,73,259,11.3,1.0,10411.9
59287,20230404134117,22.1,1007.4,37,8,7.9,0.4,10386.9
59289,20230404134117,26.8,1010.4,29,316,7.9,0.7,10130.5
59293,20230404134117,6.2,1021.2,64,147,2.0,1.4,10388.3
59294,20230404134117,2.1,1002.2,38,86,5.3,0.9,10478.2
59298,20230404134117,30.4,1003.1,18,335,3.1,0.9,10196.1
59303,20230404134117,0.6,1007.2,76,49,5.3,1.5,10318.9
59304,20230404134117,26.4,1016.0,9,351,3.4,1.1,10067.0
59306,20230404134117,23.7,1010.4,43,7,3.3,0.4,10385.3
59310,20230404134117,12.9,1006.0,52,206,4.7,0.4,10245.5
59316,20230404134117,12.4,1017.0,10,292,11.5,1.2,10112.4
59317,20230404134117,23.4,1012.0,51,31,10.2,0.6,10167.8
59324,20230404134117,0.8,1009.4,34,281,9.0,0.4,10127.0
59456,20230404134117,33.1,1005.5,39,73,0.7,1.3,10411.0
59462,20230404134117,5.1,1006.6,94,274,3.6,1.0,10146.9
59478,20230404134117,26.5,1012.8,20,50,7.8,1.4,10314.8
59485,20230404134117,7.7,1020.7,8,40,1.6,0.1,10452.5
59488,20230404134117,34.4,1007.4,47,153,13.1,0.8,10179.9
59493,20230404134117,0.9,1025.0,71,185,8.6,1.5,10429.9
59501,20230404134117,29.7,1022.4,59,86,5.7,0.5,10096.5
59658,20230404134117,17.3,1024.1,22,151,8.4,0.0,10108.9
59663,20230404134117,22.1,1011.1,57,33,9.2,0.2,10263.4
