站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404190421,22.3,1021.0,61,341,7.4,1.1,10118.8
58102,20230404190421,29.2,1012.5,86,190,6.9,0.9,10225.7
58118,20230404190421,1.7,1020.4,28,319,10.8,1.3,10130.4
58122,20230404190421,10.8,1020.1,7,78,9.6,1.2,10383.9
58203,20230404190421,27.8,1018.9,15,60,10.6,1.1,10089.0
58215,20230404190421,24.9,1015.7,84,252,1.3,0.1,10152.3
58221,20230404190421,13.4,1013.1,39,116,12.2,0.6,10203.5
58225,20230404190421,3.0,1007.0,2,57,0.3,1.1,10395.4
58236,20230404190421,30.6,1015.1,81,197,8.8,1.4,10164.6
58311,20230404190421,8.6,1001.1,51,127,0.6,0.6,10124.6
58314,20230404190421,22.4,1018.3,74,205,3.1,0.3,10483.1
58319,20230404190421,9.9,1023.1,22,127,3.6,0.6,10169.6
58321,20230404190421,3.9,1018.6,12,281,12.5,1.5,10031.1
58326,20230404190421,6.0,1000.2,21,227,1.1,1.0,10435.6
58336,20230404190421,12.2,1008.9,34,110,5.9,1.0,10071.2
58338,20230404190421,31.3,1011.2,82,205,5.5,0.2,10413.3
58414,20230404190421,20.0,1017.1,69,273,0.9,1.1,10369.8
58419,20230404190421,28.7,1002.2,78,77,6.0,0.9,10281.0
58424,20230404190421,26.7,1004.7,92,342,2.4,0.1,10399.8
58429,20230404190421,25.4,1005.0,80,316,10.9,0.4,10398.1
58436,20230404190421,1.6,1022.9,59,189,9.2,1.0,10060.7
58437,20230404190421,4.2,1019.5,22,138,3.2,0.2,10450.9
58520,20230404190421,9.0,1021.5,94,87,11.2,0.4,10077.1
58531,20230404190421,5.0,1008.3,94,294,10.1,0.1,10177.2
54406,20230404190421,15.3,1007.5,76,187,0.2,0.9,10196.4
54416,20230404190421,32.3,1017.9,36,210,12.4,0.8,10202.3
54511,20230404190421,29.5,1016.4,78,195,14.9,1.4,10402.6
58725,20230404190421,31.3,1014.1,85,22,2.0,0.1,10285.2
58730,20230404190421,6.1,1025.4,31,203,14.0,0.1,10012.2
58731,20230404190421,22.1,1015.3,4,182,0.9,0.6,10225.6
58734,20230404190421,1.7,1005.4,83,355,0.0,1.1,10077.8
58737,20230404190421,9.5,1008.1,26,65,13.9,0.9,10309.7
58744,20230404190421,23.2,1012.0,48,212,4.5,0.1,10391.5
58754,20230404190421,6.3,1001.6,84,41,3.1,1.4,10241.3
58818,20230404190421,1.3,1022.7,69,37,2.3,0.6,10390.3
58820,20230404190421,20.4,1014.3,76,225,4.4,0.0,10133.5
58834,20230404190421,32.0,1015.8,62,57,0.4,1.2,10029.2
58837,20230404190421,25.4,1015.7,51,38,12.4,0.5,10381.2
