站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20210710123000,7.3,1025.1,2,120,2.0,0.7,10301.9
58102,20210710123000,2.6,1003.5,45,124,8.4,1.1,10066.4
58118,20210710123000,9.4,1010.0,87,168,4.0,1.2,10102.2
58122,20210710123000,6.4,1013.4,76,311,13.5,0.5,10212.7
58203,20210710123000,5.4,1006.8,42,63,13.1,0.2,10468.0
58215,20210710123000,31.4,1000.0,18,50,4.0,0.9,10370.9
58221,20210710123000,2.0,1024.2,30,50,9.9,1.1,10144.5
58225,20210710123000,10.9,1018.5,44,226,8.6,1.4,10089.7
58236,20210710123000,26.7,1003.2,62,169,7.2,0.6,10243.8
58311,20210710123000,0.8,1019.1,8,249,7.1,1.2,10364.2
58314,20210710123000,28.9,1026.3,59,220,1.7,1.5,10379.5
58319,20210710123000,10.7,1021.2,41,97,9.9,1.5,10456.8
58321,20210710123000,29.9,1019.8,73,331,13.0,0.2,10066.0
58326,20210710123000,4.0,1011.3,77,165,13.5,1.1,10298.0
58336,20210710123000,2.0,1025.6,11,272,0.1,0.4,10308.7
58338,20210710123000,13.2,1011.9,35,156,1.8,0.2,10462.9
58414,20210710123000,4.9,1019.7,62,257,2.0,0.6,10232.8
58419,20210710123000,33.0,1019.0,21,134,6.0,1.2,10262.4
58424,20210710123000,18.4,1007.1,79,124,14.4,0.4,10350.7
58429,20210710123000,11.6,1010.3,41,284,11.9,0.2,10251.2
58436,20210710123000,33.6,1018.4,100,187,6.6,0.0,10375.7
58437,20210710123000,30.0,1016.6,85,160,6.8,0.8,10431.7
58520,20210710123000,14.7,1017.2,7,16,8.3,1.2,10363.6
58531,20210710123000,1.3,1015.6,61,246,13.6,0.0,10004.2
54406,20210710123000,29.1,1009.5,96,85,3.5,0.2,10232.0
54416,20210710123000,33.6,1018.0,22,284,5.3,0.6,10062.8
54511,20210710123000,28.7,1017.7,32,63,6.5,1.3,10022.4
58725,20210710123000,34.0,1023.2,17,0,10.3,1.2,10426.6
58730,20210710123000,24.5,1020.3,50,284,6.3,0.4,10086.0
58731,20210710123000,28.8,1002.9,48,236,4.6,0.0,10436.0
58734,20210710123000,28.0,1007.6,37,115,8.9,1.5,10376.6
58737,20210710123000,20.5,1021.0,63,174,3.7,0.6,10429.1
58744,20210710123000,24.2,1007.0,94,71,4.3,0.6,10077.6
58754,20210710123000,23.1,1003.2,71,69,7.8,0.1,10174.0
58818,20210710123000,29.9,1010.7,18,327,6.4,0.6,10476.6
58820,20210710123000,25.8,1007.7,34,29,14.0,0.7,10431.1
58834,20210710123000,5.1,1024.2,51,310,9.0,0.8,10151.8
58837,20210710123000,13.3,1016.8,30,22,2.7,1.5,10212.1
58843,20210710123000,25.9,1015.3,22,63,5.6,1.5,10473.0
58846,20210710123000,27.3,1019.2,19,295,2.6,1.5,10344.5
58847,20210710123000,22.3,1004.1,52,156,3.0,0.2,10073.7
58911,20210710123000,19.5,1002.3,72,156,13.6,0.9,10250.6
58918,20210710123000,9.0,1016.2,55,133,2.3,0.4,10361.4
58921,20210710123000,13.6,1021.7,73,101,6.6,1.4,10181.9
58926,20210710123000,24.0,1016.8,65,311,9.6,1.5,10122.4
