站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404190721,11.2,1017.4,94,103,2.6,0.1,10091.8
58102,20230404190721,10.8,1019.0,81,116,11.3,1.3,10080.3
58118,20230404190721,14.8,1005.8,2,55,4.9,0.9,10201.5
58122,20230404190721,29.0,1018.4,88,243,11.6,1.0,10128.6
58203,20230404190721,7.8,1013.4,72,263,1.0,1.2,10270.7
58215,20230404190721,10.9,1018.4,16,217,8.4,0.3,10129.6
58221,20230404190721,12.6,1017.0,84,335,10.8,0.0,10399.5
58225,20230404190721,1.4,1000.5,93,302,13.9,1.1,10140.4
58236,20230404190721,34.3,1024.5,48,53,5.6,0.6,10433.9
58311,20230404190721,8.4,1022.0,15,56,9.9,1.3,10103.8
58314,20230404190721,19.0,1010.8,99,305,5.8,0.1,10115.2
58319,20230404190721,34.7,1002.5,17,128,4.0,1.2,10408.8
58321,20230404190721,24.3,1001.7,61,209,4.4,1.1,10470.3
58326,20230404190721,4.4,1020.7,83,218,11.2,1.2,10038.3
58336,20230404190721,10.7,1001.9,20,341,0.7,0.1,10458.8
58338,20230404190721,8.7,1023.2,20,245,12.2,1.5,10164.3
58414,20230404190721,18.6,1012.3,69,176,14.2,1.2,10373.4
58419,20230404190721,22.8,1006.7,12,90,6.4,0.9,10306.0
58424,20230404190721,13.9,1002.6,87,154,2.0,0.9,10390.3
58429,20230404190721,2.8,1013.6,35,16,7.8,1.3,10268.3
58436,20230404190721,1.2,1007.8,52,25,9.1,1.5,10318.7
58437,20230404190721,6.5,1010.4,51,111,3.8,0.9,10384.6
58520,20230404190721,1.0,1021.4,22,255,4.5,0.3,10256.4
58531,20230404190721,12.0,1003.4,78,308,4.0,0.7,10370.9
54406,20230404190721,26.5,1017.7,31,131,1.0,1.3,10455.3
54416,20230404190721,3.9,1006.2,3,176,0.3,0.1,10456.2
54511,20230404190721,26.4,1009.1,69,67,12.1,1.3,10198.0
58725,20230404190721,28.7,1000.0,66,298,6.4,1.4,10312.9
58730,20230404190721,8.7,1001.6,84,116,12.5,0.5,10447.6
58731,20230404190721,4.5,1004.3,90,48,0.2,1.1,10342.9
58734,20230404190721,26.1,1004.6,84,262,1.5,1.5,10098.6
58737,20230404190721,3.5,1002.9,85,248,9.6,0.1,10463.8
58744,20230404190721,13.6,1000.1,86,338,5.2,1.2,10224.2
58754,20230404190721,1.5,1002.2,95,94,3.7,0.3,10305.9
58818,20230404190721,14.4,1003.9,31,358,12.7,1.3,10051.5
58820,20230404190721,16.3,1012.8,2,270,6.4,0.2,10378.0
58834,20230404190721,8.0,1014.1,38,252,8.7,1.0,10356.6
58837,20230404190721,20.6,1010.4,37,210,8.1,1.1,10328.9
58843,20230404190721,1.0,1013.6,91,179,4.5,0.4,10400.6
58846,20230404190721,28.1,1011.2,10,307,10.7,1.1,10187.4
58847,20230404190721,33.4,1000.1,38,225,14.2,0.2,10168.1
58911,20230404190721,23.4,1005.9,52,53,4.5,0.0,10061.2
58918,20230404190721,30.1,1006.6,81,237,3.9,1.5,10036.6
58921,20230404190721,9.5,1022.3,67,32,8.1,0.8,10065.7
58926,20230404190721,23.7,1019.6,78,104,14.4,1.4,10241.7
58927,20230404190721,13.6,1023.8,60,260,9.4,0.2,10258.8
58931,20230404190721,25.6,1023.5,39,348,2.3,1.0,10048.4
58933,20230404190721,30.3,1015.1,24,110,13.5,0.5,10317.2
58936,20230404190721,19.0,1014.1,42,148,6.2,0.7,10144.9
58944,20230404190721,19.1,1022.4,75,65,13.2,0.5,10194.8
59113,20230404190721,8.0,1021.2,12,238,14.8,0.1,10098.3
59126,20230404190721,27.9,1010.7,5,166,1.3,0.7,10325.5
59133,20230404190721,34.1,1021.3,51,108,4.4,0.4,10089.0
59134,20230404190721,0.2,1011.5,2,155,5.4,0.3,10241.7
59321,20230404190721,9.2,1016.0,79,307,0.8,0.9,10240.6
52323,20230404190721,30.4,1022.8,77,41,1.5,0.8,10101.5
52418,20230404190721,30.8,1020.7,57,191,3.5,0.7,10157.5
52424,20230404190721,13.0,1010.1,29,58,11.6,0.2,10106.0
52436,20230404190721,20.1,1002.7,19,221,11.8,1.2,10165.8
52446,20230404190721,3.1,1019.5,71,288,8.5,1.4,10011.3
52447,20230404190721,11.9,1014.6,38,292,9.5,0.6,10316.9
52533,20230404190721,29.3,1016.8,68,43,0.4,0.3,10422.1
52546,20230404190721,32.1,1019.2,9,124,3.5,0.6,10349.6
