站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230402122445,21.2,1002.3,34,176,5.7,0.0,10122.3
58102,20230402122445,24.6,1019.9,62,155,0.2,0.5,10423.1
58118,20230402122445,34.8,1022.1,84,231,8.8,1.5,10308.5
58122,20230402122445,6.3,1000.9,1,247,7.2,0.0,10116.9
58203,20230402122445,1.4,1021.2,39,263,3.2,1.5,10052.4
58215,20230402122445,25.1,1012.0,86,126,2.6,1.0,10453.2
58221,20230402122445,19.7,1014.8,66,194,9.7,1.3,10154.5
58225,20230402122445,21.3,1022.3,53,115,2.2,1.2,10104.1
58236,20230402122445,11.6,1015.8,74,201,10.2,0.3,10289.2
58311,20230402122445,19.6,1026.4,68,276,3.9,0.8,10380.2
58314,20230402122445,31.7,1010.5,17,116,4.6,1.4,10332.6
58319,20230402122445,23.3,1025.1,73,230,5.1,0.4,10317.8
58321,20230402122445,2.5,1026.3,64,31,0.8,1.2,10363.4
58326,20230402122445,33.7,1009.2,1,110,4.1,1.5,10319.5
58336,20230402122445,26.1,1024.6,2,9,7.4,0.2,10283.6
58338,20230402122445,18.3,1020.2,73,353,8.5,0.4,10234.5
58414,20230402122445,2.2,1016.3,26,261,4.8,0.4,10074.2
58419,20230402122445,14.1,1008.9,18,280,13.1,0.5,10426.0
58424,20230402122445,1.1,1015.7,49,18,1.0,0.6,10222.6
58429,20230402122445,12.9,1009.4,6,114,2.8,1.4,10211.2
58436,20230402122445,31.7,1003.9,68,301,14.5,1.2,10006.7
58437,20230402122445,25.0,1002.7,47,272,1.1,0.3,10268.8
58520,20230402122445,17.0,1007.5,95,350,2.2,0.7,10386.9
58531,20230402122445,30.2,1010.9,37,297,12.3,1.3,10416.8
54406,20230402122445,35.0,1011.8,96,136,14.8,1.0,10109.8
54416,20230402122445,8.3,1012.1,84,268,14.0,1.3,10305.2
54511,20230402122445,3.0,1002.2,66,218,8.2,1.2,10143.4
58725,20230402122445,2.9,1019.4,50,338,5.8,1.3,10163.2
58730,20230402122445,32.0,1001.1,32,346,5.4,0.6,10153.6
58731,20230402122445,11.3,1016.5,24,149,14.8,1.4,10349.6
58734,20230402122445,25.3,1002.2,32,4,13.4,1.2,10341.9
58737,20230402122445,25.0,1017.5,17,342,11.9,0.1,10000.6
58744,20230402122445,16.6,1010.3,69,304,3.6,1.1,10399.8
58754,20230402122445,4.0,1023.9,57,37,7.1,1.1,10026.1
58818,20230402122445,7.2,1000.7,37,252,12.7,1.1,10074.5
58820,20230402122445,1.6,1001.1,52,312,7.8,0.7,10033.1
58834,20230402122445,3.6,1001.2,20,119,14.0,1.2,10460.9
58837,20230402122445,19.8,1002.1,47,130,7.1,1.5,10374.6
58843,20230402122445,9.5,1021.9,67,346,7.4,0.6,10418.6
58846,20230402122445,6.6,1006.7,35,26,14.0,0.6,10402.8
58847,20230402122445,29.6,1006.2,58,78,9.4,0.0,10445.9
58911,20230402122445,30.1,1001.1,95,184,5.8,0.0,10263.1
58918,20230402122445,30.4,1025.5,55,255,13.0,0.4,10147.4
58921,20230402122445,30.4,1007.0,20,127,14.9,1.4,10147.4
58926,20230402122445,21.4,1013.4,77,49,0.3,1.3,10040.2
58927,20230402122445,30.9,1000.4,31,286,2.6,1.2,10260.5
58931,20230402122445,20.4,1022.1,91,355,11.4,0.4,10362.3
58933,20230402122445,11.2,1012.2,85,20,9.2,1.1,10166.0
58936,20230402122445,1.7,1000.9,37,184,0.5,0.0,10273.8
58944,20230402122445,16.2,1022.0,26,39,0.7,0.7,10096.2
59113,20230402122445,12.9,1014.6,1,259,5.0,1.4,10199.2
59126,20230402122445,21.5,1006.2,29,10,10.4,1.2,10114.6
59133,20230402122445,20.0,1012.5,22,1,12.9,1.3,10426.6
59134,20230402122445,2.1,1005.7,71,46,1.9,0.4,10479.3
59321,20230402122445,27.2,1010.8,55,291,3.5,0.7,10117.2
52323,20230402122445,10.3,1021.4,21,219,8.8,1.3,10313.0
52418,20230402122445,13.3,1026.0,72,252,3.5,0.4,10419.0
52424,20230402122445,7.3,1001.3,63,74,12.5,0.1,10122.1
52436,20230402122445,9.4,1019.8,58,193,3.6,0.7,10170.6
52446,20230402122445,30.0,1021.0,20,230,7.2,0.8,10302.4
52447,20230402122445,25.6,1022.1,23,345,5.8,0.9,10134.5
52533,20230402122445,30.1,1013.4,88,131,4.3,0.9,10216.8
52546,20230402122445,10.6,1011.8,18,297,12.1,1.0,10195.2
52652,20230402122445,30.9,1025.4,29,303,1.2,0.3,10239.1
52661,20230402122445,28.8,1019.2,56,184,3.0,1.4,10215.0
52674,20230402122445,11.3,1025.3,52,63,6.5,0.2,10144.3
52679,20230402122445,9.9,1007.1,64,50,13.0,1.2,10365.7
52681,20230402122445,12.0,1004.5,92,213,14.9,1.5,10239.6
52787,20230402122445,31.7,1015.3,44,155,5.8,1.0,10136.1
52797,20230402122445,25.3,1001.5,94,357,5.6,0.4,10056.5
52884,20230402122445,8.2,1005.1,11,161,12.8,0.5,10088.0
52895,20230402122445,24.1,1006.9,12,253,1.9,1.4,10264.5
52983,20230402122445,31.9,1012.8,77,22,4.4,1.1,10203.0
52984,20230402122445,33.6,1018.3,23,92,0.4,1.1,10134.5
52986,20230402122445,0.7,1003.2,35,323,5.0,0.5,10087.1
52996,20230402122445,29.2,1017.4,28,128,8.4,1.5,10109.7
53821,20230402122445,13.9,1009.0,82,114,7.1,0.9,10383.3
53915,20230402122445,10.6,1025.5,88,89,0.3,0.9,10460.6
53923,20230402122445,0.5,1005.6,84,21,9.0,0.6,10211.2
56074,20230402122445,22.2,1011.4,73,251,4.3,1.2,10267.0
56080,20230402122445,25.4,1014.3,67,5,13.8,0.3,10197.9
56093,20230402122445,14.3,1007.8,69,166,9.0,1.1,10069.4
56096,20230402122445,9.1,1016.8,10,257,4.7,1.2,10385.1
57014,20230402122445,26.7,1012.1,88,352,3.5,0.3,10166.1
57996,20230402122445,20.9,1007.9,69,220,5.4,0.2,10023.7
59072,20230402122445,22.3,1009.0,58,94,9.5,0.1,10379.6
59082,20230402122445,10.1,1025.0,81,82,10.3,0.9,10436.8
59087,20230402122445,34.6,1006.1,71,272,5.4,0.1,10402.7
59088,20230402122445,5.2,1014.6,33,153,2.8,1.2,10079.1
59096,20230402122445,27.4,1006.8,84,297,7.5,0.8,10429.8
59097,20230402122445,6.3,1000.2,18,189,10.2,0.9,10128.3
59107,20230402122445,12.3,1021.4,32,10,2.7,1.3,10263.2
59116,20230402122445,12.1,1016.3,32,335,2.7,0.7,10132.8
59117,20230402122445,12.1,1015.3,87,69,0.8,0.5,10070.9
59271,20230402122445,31.2,1006.4,100,58,12.6,1.2,10077.0
59278,20230402122445,11.0,1018.0,61,269,10.6,1.1,10023.5
59280,20230402122445,17.9,1005.0,7,139,0.5,1.3,10276.9
59287,20230402122445,9.2,1023.9,96,49,2.2,0.9,10167.3
59289,20230402122445,19.1,1012.5,47,249,5.9,1.3,10151.6
59293,20230402122445,10.8,1026.0,96,38,13.2,1.1,10181.1
59294,20230402122445,18.5,1017.6,12,184,14.8,1.3,10384.9
59298,20230402122445,9.4,1023.3,91,50,6.2,0.1,10282.3
59303,20230402122445,33.2,1003.6,11,10,11.6,0.8,10044.6
