站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404192136,4.8,1022.5,12,327,14.3,0.9,10401.2
58102,20230404192136,0.0,1000.2,28,180,7.7,0.0,10106.5
58118,20230404192136,31.3,1005.1,16,7,3.4,1.1,10155.9
58122,20230404192136,2.5,1001.3,97,206,0.6,0.3,10272.8
58203,20230404192136,1.9,1004.3,85,92,14.4,0.7,10186.9
58215,20230404192136,1.5,1007.5,6,148,0.2,1.3,10209.6
58221,20230404192136,3.2,1021.3,43,40,11.6,0.1,10012.0
58225,20230404192136,19.6,1023.6,68,347,13.1,0.3,10190.3
58236,20230404192136,27.6,1007.5,84,206,10.0,1.1,10263.0
58311,20230404192136,5.0,1006.3,3,27,0.8,0.3,10072.1
58314,20230404192136,34.0,1020.1,57,254,11.1,0.2,10492.9
58319,20230404192136,21.3,1021.7,94,191,7.6,0.4,10191.8
58321,20230404192136,11.8,1005.7,65,359,0.2,1.1,10365.9
58326,20230404192136,16.4,1009.9,68,203,2.9,1.3,10023.4
58336,20230404192136,29.9,1006.3,59,152,13.1,0.6,10380.2
58338,20230404192136,33.0,1006.9,1,21,2.4,0.1,10370.4
58414,20230404192136,8.2,1004.7,3,299,13.4,1.0,10151.7
58419,20230404192136,13.2,1005.5,68,314,8.2,0.7,10373.6
58424,20230404192136,14.4,1002.0,41,163,4.3,0.3,10122.4
58429,20230404192136,34.9,1011.8,2,110,3.0,1.3,10182.4
58436,20230404192136,6.6,1015.8,48,146,5.5,1.3,10491.0
58437,20230404192136,25.2,1016.8,29,258,3.5,1.5,10122.4
58520,20230404192136,8.1,1006.1,23,71,4.7,1.4,10413.7
58531,20230404192136,11.8,1000.6,42,159,12.7,1.4,10210.2
54406,20230404192136,32.3,1003.2,33,315,9.5,1.5,10075.2
54416,20230404192136,0.0,1016.6,91,331,10.1,1.0,10108.5
54511,20230404192136,13.3,1026.3,95,276,0.4,0.4,10044.4
58725,20230404192136,15.3,1011.8,26,164,9.6,0.2,10495.5
58730,20230404192136,19.4,1016.5,6,4,10.7,0.9,10077.6
58731,20230404192136,7.3,1002.4,73,224,10.2,0.7,10324.9
58734,20230404192136,25.4,1002.8,18,189,0.1,1.2,10300.0
58737,20230404192136,2.2,1025.4,85,319,11.7,0.1,10151.0
58744,20230404192136,16.1,1010.2,72,31,8.7,0.8,10214.9
58754,20230404192136,30.8,1017.5,80,298,13.4,0.8,10363.4
58818,20230404192136,19.1,1020.9,3,139,0.2,1.5,10079.5
58820,20230404192136,31.1,1002.0,79,144,7.0,0.7,10007.7
58834,20230404192136,26.3,1018.6,32,55,0.4,1.0,10211.2
58837,20230404192136,10.6,1018.0,28,278,9.5,1.4,10469.0
58843,20230404192136,24.6,1013.7,44,30,13.1,0.1,10054.0
58846,20230404192136,9.9,1000.1,44,354,10.4,0.5,10289.6
58847,20230404192136,0.9,1010.8,86,263,6.5,1.2,10185.2
