站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404134317,3.4,1003.2,76,282,10.3,0.1,10476.5
58102,20230404134317,26.0,1003.0,86,55,7.3,0.1,10134.9
58118,20230404134317,26.0,1018.7,47,6,7.8,1.1,10061.0
58122,20230404134317,13.0,1003.5,68,311,7.5,0.5,10190.0
58203,20230404134317,22.1,1022.3,28,109,7.3,0.6,10015.8
58215,20230404134317,5.9,1022.8,96,101,1.3,0.4,10153.9
58221,20230404134317,3.1,1003.0,89,138,12.4,0.2,10248.4
58225,20230404134317,4.6,1001.9,45,14,6.7,0.7,10090.5
58236,20230404134317,22.6,1001.4,94,139,10.4,1.2,10499.2
58311,20230404134317,2.1,1017.5,2,286,14.8,0.0,10299.7
58314,20230404134317,8.2,1006.0,5,293,5.2,0.8,10045.0
58319,20230404134317,34.8,1013.8,48,311,3.0,1.2,10203.1
58321,20230404134317,4.7,1009.7,36,163,8.8,1.2,10032.7
58326,20230404134317,24.2,1022.1,93,54,7.8,0.9,10275.2
58336,20230404134317,22.4,1002.3,9,304,7.5,0.8,10476.7
58338,20230404134317,22.5,1003.8,93,267,13.8,1.2,10434.1
58414,20230404134317,7.3,1008.1,9,309,4.3,1.2,10261.3
58419,20230404134317,23.5,1016.6,89,99,7.7,0.0,10438.0
58424,20230404134317,2.4,1018.7,87,276,12.2,0.6,10108.1
58429,20230404134317,29.0,1015.0,31,279,12.0,1.4,10338.7
58436,20230404134317,9.4,1005.9,30,51,5.0,1.3,10421.9
58437,20230404134317,16.7,1021.3,18,330,6.0,0.1,10453.7
58520,20230404134317,21.6,1020.9,67,97,6.8,0.4,10124.1
58531,20230404134317,24.4,1024.3,66,20,10.8,0.3,10147.5
54406,20230404134317,20.8,1004.5,59,231,8.6,0.3,10466.3
54416,20230404134317,28.7,1024.6,27,245,1.0,0.4,10491.3
54511,20230404134317,3.2,1006.3,29,183,14.3,0.2,10441.8
58725,20230404134317,9.1,1000.7,98,334,9.5,0.7,10042.0
58730,20230404134317,34.3,1005.2,14,56,13.4,1.1,10494.9
58731,20230404134317,8.6,1009.0,2,200,3.9,1.2,10088.3
58734,20230404134317,19.9,1020.6,13,13,7.9,0.8,10022.9
58737,20230404134317,4.8,1000.6,50,246,3.3,1.0,10372.4
58744,20230404134317,33.4,1008.8,87,317,7.8,0.3,10477.4
58754,20230404134317,20.7,1023.0,54,57,8.7,0.6,10120.2
58818,20230404134317,30.0,1016.4,95,317,11.2,1.0,10051.6
58820,20230404134317,24.3,1013.5,40,316,8.9,0.4,10159.2
58834,20230404134317,26.6,1022.8,95,265,0.4,0.4,10434.4
58837,20230404134317,0.5,1019.2,69,68,10.9,0.9,10342.9
58843,20230404134317,21.1,1005.2,36,233,6.4,1.4,10055.3
58846,20230404134317,6.8,1007.0,54,68,14.3,0.0,10015.8
58847,20230404134317,9.1,1017.6,92,166,7.6,0.2,10166.8
58911,20230404134317,5.9,1016.3,7,206,0.2,0.2,10279.8
58918,20230404134317,25.8,1023.7,2,218,2.5,0.8,10047.0
58921,20230404134317,31.4,1014.8,86,137,6.1,0.2,10480.0
58926,20230404134317,29.2,1014.4,76,338,12.2,0.2,10328.9
58927,20230404134317,19.0,1012.1,61,211,7.7,0.7,10462.7
58931,20230404134317,5.5,1002.8,14,303,4.1,0.6,10186.2
58933,20230404134317,11.2,1025.4,37,109,12.3,0.5,10184.5
58936,20230404134317,12.8,1021.7,65,222,14.8,1.1,10093.6
58944,20230404134317,27.7,1013.5,81,170,11.8,0.9,10330.7
59113,20230404134317,10.2,1009.3,52,95,10.3,1.2,10318.2
59126,20230404134317,18.1,1006.7,72,14,3.7,0.3,10411.7
59133,20230404134317,31.1,1025.3,3,50,9.2,0.6,10346.8
59134,20230404134317,7.0,1019.7,29,212,7.4,0.0,10374.0
59321,20230404134317,18.0,1018.9,88,328,0.9,1.1,10447.4
52323,20230404134317,26.3,1013.7,86,129,4.2,1.2,10157.9
52418,20230404134317,22.9,1019.5,52,313,14.5,0.5,10252.1
52424,20230404134317,4.3,1018.4,40,291,8.6,1.1,10217.7
52436,20230404134317,20.9,1012.5,30,344,2.7,0.0,10188.5
52446,20230404134317,2.1,1003.7,12,201,11.7,0.4,10324.1
52447,20230404134317,24.9,1004.4,40,80,7.1,1.4,10400.3
52533,20230404134317,5.6,1023.1,81,79,7.2,0.7,10268.0
52546,20230404134317,19.8,1015.8,86,92,1.5,0.6,10156.4
52652,20230404134317,5.4,1000.2,74,281,9.2,0.4,10015.8
52661,20230404134317,5.0,1007.8,46,218,13.9,0.8,10084.1
52674,20230404134317,4.7,1010.0,44,112,2.1,0.7,10235.2
52679,20230404134317,20.4,1017.4,86,265,8.4,0.2,10246.3
52681,20230404134317,0.9,1017.3,6,224,2.0,1.4,10446.2
52787,20230404134317,2.8,1007.3,60,13,14.8,0.9,10325.5
52797,20230404134317,29.0,1009.4,2,310,6.6,0.4,10249.9
52884,20230404134317,2.2,1005.6,78,262,1.5,1.4,10054.5
52895,20230404134317,30.4,1012.9,17,303,12.2,1.4,10143.0
52983,20230404134317,26.4,1009.5,25,119,1.5,1.1,10454.3
52984,20230404134317,17.8,1025.8,25,233,8.0,0.6,10332.1
52986,20230404134317,21.2,1002.4,91,226,9.6,1.1,10153.6
52996,20230404134317,20.5,1011.2,61,105,6.6,0.4,10220.8
53821,20230404134317,1.6,1021.5,16,226,5.1,1.5,10172.0
53915,20230404134317,19.6,1007.9,31,274,11.5,0.3,10265.0
53923,20230404134317,4.5,1022.3,43,3,5.9,0.8,10478.3
56074,20230404134317,3.2,1013.2,3,49,3.4,1.4,10036.4
56080,20230404134317,19.4,1019.0,55,235,14.1,0.9,10457.4
56093,20230404134317,25.3,1024.7,80,242,8.8,0.5,10226.9
56096,20230404134317,18.2,1007.3,88,270,5.1,0.2,10142.9
57014,20230404134317,32.8,1001.6,76,198,11.8,0.5,10017.2
57996,20230404134317,15.3,1024.6,74,357,3.4,1.1,10133.6
59072,20230404134317,20.5,1006.0,87,359,6.2,1.3,10475.1
59082,20230404134317,26.2,1023.3,35,136,14.7,0.5,10429.8
59087,20230404134317,3.7,1024.5,54,345,12.2,0.0,10294.1
59088,20230404134317,34.3,1001.5,24,189,10.3,0.1,10223.9
59096,20230404134317,12.2,1020.8,63,282,2.9,0.8,10273.9
59097,20230404134317,27.5,1008.2,20,204,9.8,0.9,10086.7
