站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404134917,14.6,1020.9,53,7,5.9,0.9,10230.5
58102,20230404134917,17.7,1011.6,73,298,1.9,1.1,10119.6
58118,20230404134917,24.7,1010.9,97,294,5.8,0.2,10050.6
58122,20230404134917,6.7,1012.8,25,317,12.0,0.3,10076.9
58203,20230404134917,31.4,1021.6,25,28,1.6,0.5,10364.2
58215,20230404134917,13.0,1017.4,48,125,2.5,1.1,10487.6
58221,20230404134917,23.3,1000.3,92,316,9.9,1.5,10256.6
58225,20230404134917,22.7,1012.1,20,148,1.7,0.8,10092.7
58236,20230404134917,10.7,1007.4,52,86,1.8,0.8,10117.4
58311,20230404134917,21.7,1008.5,94,273,2.9,0.4,10330.6
58314,20230404134917,6.7,1020.8,75,30,12.1,0.1,10320.0
58319,20230404134917,24.5,1007.2,10,281,1.0,0.8,10128.7
58321,20230404134917,14.4,1002.6,56,96,5.6,0.6,10183.0
58326,20230404134917,8.6,1017.4,81,220,3.9,1.4,10022.9
58336,20230404134917,6.6,1017.3,25,16,8.2,0.3,10099.8
58338,20230404134917,32.1,1023.3,98,116,7.5,0.6,10455.9
58414,20230404134917,20.6,1020.3,20,15,1.5,0.2,10228.1
58419,20230404134917,12.2,1002.2,47,235,6.7,0.7,10201.3
58424,20230404134917,16.4,1022.5,81,249,12.5,0.1,10143.6
58429,20230404134917,13.6,1003.6,37,305,12.6,0.1,10373.7
58436,20230404134917,28.3,1023.3,4,190,3.1,0.6,10226.3
58437,20230404134917,14.5,1002.8,90,87,8.2,1.2,10400.7
58520,20230404134917,16.8,1006.2,22,90,12.4,1.4,10426.1
58531,20230404134917,5.4,1011.6,49,209,11.9,1.2,10485.5
54406,20230404134917,10.7,1012.1,68,289,6.6,0.2,10483.8
54416,20230404134917,21.2,1001.6,46,166,14.6,1.0,10389.9
54511,20230404134917,11.5,1003.4,81,272,14.1,1.0,10280.8
58725,20230404134917,14.8,1010.0,86,185,12.1,0.2,10326.0
58730,20230404134917,6.4,1009.4,53,117,4.6,1.1,10487.5
58731,20230404134917,11.9,1006.9,79,322,9.0,0.3,10471.0
58734,20230404134917,14.4,1019.2,76,248,3.6,0.7,10410.5
58737,20230404134917,23.0,1002.1,96,135,2.1,0.8,10301.2
58744,20230404134917,2.3,1005.0,91,186,14.5,1.4,10164.3
58754,20230404134917,20.4,1014.9,16,197,5.8,1.3,10342.5
58818,20230404134917,22.4,1020.1,82,197,13.5,0.0,10366.8
58820,20230404134917,26.8,1005.2,59,273,2.9,0.1,10091.1
58834,20230404134917,11.1,1014.4,66,259,6.0,1.2,10168.2
58837,20230404134917,23.3,1022.8,14,50,6.4,1.2,10404.9
58843,20230404134917,29.0,1022.3,32,83,0.1,0.0,10145.4
58846,20230404134917,29.5,1002.4,71,21,14.2,1.2,10365.2
58847,20230404134917,15.4,1018.7,69,227,12.6,0.1,10407.4
58911,20230404134917,12.4,1005.1,65,15,14.2,0.1,10496.4
58918,20230404134917,1.1,1016.2,6,201,4.0,0.8,10350.0
58921,20230404134917,19.4,1000.8,69,109,7.7,0.2,10023.5
58926,20230404134917,6.0,1008.5,58,322,10.9,0.9,10248.2
58927,20230404134917,15.5,1012.3,49,324,10.4,0.0,10282.7
58931,20230404134917,16.8,1011.4,18,205,10.8,1.4,10080.5
58933,20230404134917,7.1,1019.3,43,211,11.8,1.4,10378.6
58936,20230404134917,29.2,1003.6,15,227,7.3,1.2,10105.7
58944,20230404134917,18.9,1025.4,84,261,11.2,0.0,10081.7
59113,20230404134917,30.8,1008.8,70,177,14.2,1.1,10117.1
59126,20230404134917,11.6,1016.3,61,322,12.8,0.6,10230.7
59133,20230404134917,14.4,1007.5,18,194,11.8,0.0,10082.1
59134,20230404134917,24.3,1003.1,27,216,0.7,0.6,10349.6
59321,20230404134917,9.1,1009.9,48,291,4.4,0.4,10376.0
52323,20230404134917,9.1,1024.0,36,331,11.9,0.7,10058.8
52418,20230404134917,15.7,1023.0,92,66,11.5,0.9,10083.1
52424,20230404134917,2.3,1001.5,58,86,10.1,1.1,10224.8
52436,20230404134917,15.4,1002.0,5,272,4.1,0.3,10210.0
52446,20230404134917,22.1,1024.5,37,175,2.5,0.3,10017.4
52447,20230404134917,33.1,1023.3,65,354,1.8,0.4,10286.9
52533,20230404134917,17.0,1005.2,85,148,11.2,0.1,10000.5
52546,20230404134917,15.1,1021.1,3,305,2.4,1.4,10402.9
52652,20230404134917,19.4,1025.2,86,323,8.4,0.5,10435.0
52661,20230404134917,24.7,1005.1,50,66,11.5,0.5,10497.8
52674,20230404134917,9.5,1002.9,97,311,8.8,0.8,10368.2
52679,20230404134917,9.0,1017.3,39,7,9.9,0.0,10248.6
52681,20230404134917,10.0,1019.1,56,241,11.5,0.0,10462.7
52787,20230404134917,29.5,1002.1,28,180,6.2,0.4,10316.6
52797,20230404134917,18.4,1025.4,23,325,0.9,1.0,10209.5
52884,20230404134917,22.9,1010.3,80,230,2.3,1.4,10401.2
52895,20230404134917,25.9,1008.5,67,260,1.3,0.9,10038.5
52983,20230404134917,17.0,1000.9,91,177,8.0,0.1,10294.2
52984,20230404134917,10.1,1014.8,9,304,8.2,1.5,10102.0
52986,20230404134917,30.1,1004.9,30,331,10.0,0.0,10361.3
52996,20230404134917,17.1,1007.8,15,320,3.9,0.5,10427.4
53821,20230404134917,17.6,1009.4,95,113,2.0,0.4,10126.0
53915,20230404134917,34.0,1004.8,53,287,9.6,1.3,10066.6
53923,20230404134917,26.3,1004.4,65,202,14.5,0.5,10204.9
56074,20230404134917,12.5,1008.3,11,241,3.2,0.5,10141.9
56080,20230404134917,4.8,1016.8,75,107,1.2,0.9,10043.6
56093,20230404134917,27.6,1005.5,76,65,10.9,1.5,10429.4
56096,20230404134917,7.3,1013.5,56,46,3.6,1.1,10258.4
57014,20230404134917,12.8,1018.9,27,127,11.8,1.3,10333.3
57996,20230404134917,21.3,1017.9,23,115,12.2,0.8,10399.9
59072,20230404134917,18.2,1008.7,16,69,2.5,0.2,10129.9
59082,20230404134917,19.5,1025.9,40,151,6.2,0.7,10437.8
59087,20230404134917,25.1,1012.6,92,100,8.3,1.3,10431.8
59088,20230404134917,14.1,1014.6,61,163,7.0,0.6,10098.0
59096,20230404134917,27.4,1010.8,33,349,5.2,1.5,10322.4
59097,20230404134917,11.0,1003.1,6,233,11.1,0.1,10260.9
59107,20230404134917,6.3,1022.4,40,15,11.2,1.4,10057.8
59116,20230404134917,9.6,1008.4,69,118,0.8,1.2,10082.8
59117,20230404134917,31.9,1007.7,84,315,5.0,1.2,10438.2
59271,20230404134917,15.9,1001.2,7,322,0.9,1.2,10028.0
59278,20230404134917,12.1,1012.1,5,337,5.7,1.1,10487.6
59280,20230404134917,13.6,1004.5,81,357,7.7,0.4,10435.5
59287,20230404134917,2.0,1020.1,22,357,4.8,0.4,10369.3
59289,20230404134917,22.2,1001.4,49,64,14.2,1.1,10373.4
59293,20230404134917,10.1,1019.1,35,105,13.2,0.2,10331.0
59294,20230404134917,9.4,1011.6,47,192,11.3,0.7,10051.3
59298,20230404134917,10.9,1021.4,50,327,1.0,0.6,10456.8
59303,20230404134917,5.6,1019.8,90,350,0.5,1.4,10158.6
59304,20230404134917,0.9,1024.7,54,72,1.8,0.7,10451.2
59306,20230404134917,11.5,1023.5,52,173,1.8,0.5,10309.2
59310,20230404134917,33.8,1017.1,88,52,5.8,0.4,10498.5
59316,20230404134917,24.2,1001.0,49,261,3.8,0.6,10466.5
59317,20230404134917,2.0,1026.0,11,182,2.9,0.4,10107.3
59324,20230404134917,28.4,1000.5,24,129,8.7,0.2,10223.7
59456,20230404134917,24.9,1012.4,48,237,10.2,1.4,10124.4
59462,20230404134917,6.1,1009.7,13,41,8.2,0.5,10360.8
59478,20230404134917,32.6,1015.5,58,328,3.7,1.2,10185.9
