站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230308145012,30.2,1009.5,52,196,14.4,1.4,10354.9
58102,20230308145012,6.3,1012.4,49,117,8.1,0.1,10413.9
58118,20230308145012,3.9,1014.3,60,126,5.6,1.1,10173.0
58122,20230308145012,24.6,1003.2,38,226,14.8,0.5,10448.3
58203,20230308145012,13.9,1003.4,26,214,1.4,0.0,10458.7
58215,20230308145012,28.7,1009.8,2,321,4.0,1.0,10411.3
58221,20230308145012,3.4,1006.1,95,44,9.5,1.4,10297.5
58225,20230308145012,30.2,1020.1,42,53,10.5,0.2,10473.2
58236,20230308145012,15.1,1012.7,62,216,11.1,0.7,10267.4
58311,20230308145012,22.8,1015.7,34,126,13.6,0.7,10279.4
58314,20230308145012,6.9,1024.7,79,319,13.0,1.3,10200.7
58319,20230308145012,28.0,1006.7,86,150,11.0,0.6,10286.6
58321,20230308145012,4.5,1015.3,28,70,3.2,0.9,10351.7
58326,20230308145012,2.4,1012.3,9,232,14.5,1.4,10089.8
58336,20230308145012,18.0,1004.9,99,51,6.8,1.3,10102.2
58338,20230308145012,24.6,1020.2,18,86,13.1,1.0,10058.4
58414,20230308145012,11.0,1014.5,13,20,4.1,1.2,10416.8
58419,20230308145012,4.3,1010.6,21,299,10.9,0.4,10302.1
58424,20230308145012,2.1,1025.7,3,130,10.3,0.8,10086.8
58429,20230308145012,19.5,1005.6,65,280,3.3,1.3,10085.5
58436,20230308145012,24.8,1025.6,55,149,11.8,1.1,10390.1
58437,20230308145012,2.4,1001.9,52,203,4.2,1.1,10181.3
58520,20230308145012,17.5,1020.2,47,277,12.6,1.2,10217.2
58531,20230308145012,2.0,1016.2,2,71,13.4,1.3,10444.1
54406,20230308145012,23.4,1008.0,70,294,3.6,0.8,10135.0
54416,20230308145012,12.5,1015.5,66,156,5.6,0.8,10452.6
54511,20230308145012,17.9,1015.7,55,39,9.4,0.0,10035.3
58725,20230308145012,13.3,1017.0,9,232,5.4,0.1,10304.6
58730,20230308145012,3.8,1000.3,28,228,2.8,0.5,10089.5
58731,20230308145012,23.4,1001.0,90,62,12.2,1.0,10419.9
58734,20230308145012,12.7,1023.7,91,216,11.9,0.8,10425.5
58737,20230308145012,5.2,1005.8,88,57,10.0,0.7,10215.0
58744,20230308145012,22.9,1009.3,95,223,3.6,0.9,10171.2
58754,20230308145012,15.0,1015.9,50,114,5.1,0.2,10015.9
58818,20230308145012,19.4,1015.7,99,13,12.4,1.2,10411.5
58820,20230308145012,20.2,1022.6,9,290,3.4,0.8,10086.0
58834,20230308145012,6.3,1008.0,38,221,10.4,1.5,10106.9
58837,20230308145012,13.2,1026.2,40,309,13.3,1.2,10359.8
58843,20230308145012,32.0,1015.8,56,350,12.7,1.0,10303.4
58846,20230308145012,14.3,1017.9,46,66,13.3,0.6,10161.7
58847,20230308145012,6.6,1000.9,57,256,4.9,1.3,10278.1
58911,20230308145012,4.9,1019.4,34,308,13.8,0.8,10239.4
58918,20230308145012,22.3,1006.4,6,336,14.4,0.0,10012.9
58921,20230308145012,1.1,1019.6,84,305,11.3,1.2,10134.2
58926,20230308145012,9.3,1010.4,33,195,13.8,0.8,10038.2
58927,20230308145012,24.6,1012.1,21,115,11.5,0.9,10447.0
58931,20230308145012,22.6,1013.9,6,134,9.5,0.2,10170.2
58933,20230308145012,4.5,1013.7,3,54,9.1,0.9,10182.6
58936,20230308145012,16.2,1008.8,16,82,0.0,1.2,10294.2
58944,20230308145012,19.6,1025.5,42,190,2.6,0.1,10314.1
59113,20230308145012,19.0,1024.9,22,326,4.8,1.0,10193.2
59126,20230308145012,5.8,1001.8,57,346,1.3,1.0,10271.3
59133,20230308145012,29.6,1019.5,92,330,0.8,1.1,10082.9
59134,20230308145012,16.8,1003.9,34,41,14.9,1.0,10462.3
59321,20230308145012,2.1,1020.5,10,211,5.9,1.1,10485.0
52323,20230308145012,24.6,1007.4,44,205,14.8,1.1,10426.9
52418,20230308145012,6.9,1008.6,44,77,0.8,1.5,10083.4
52424,20230308145012,19.7,1000.6,44,249,5.5,1.2,10404.9
52436,20230308145012,8.2,1009.3,62,274,9.3,0.3,10057.1
52446,20230308145012,22.7,1016.4,81,93,11.5,0.7,10326.0
52447,20230308145012,33.2,1022.1,63,86,8.9,0.2,10337.1
52533,20230308145012,26.5,1005.0,27,255,4.1,0.5,10244.2
52546,20230308145012,10.9,1016.3,27,344,10.1,0.4,10303.5
52652,20230308145012,8.0,1016.1,2,278,1.7,0.1,10242.1
52661,20230308145012,11.7,1013.1,83,358,3.2,0.9,10279.7
52674,20230308145012,21.4,1000.0,73,0,10.2,0.2,10061.5
52679,20230308145012,5.1,1021.0,33,43,1.8,1.0,10477.4
52681,20230308145012,15.9,1013.3,91,327,11.1,0.7,10436.8
52787,20230308145012,21.9,1021.9,81,283,3.2,1.5,10009.3
52797,20230308145012,25.6,1019.2,90,27,11.7,1.3,10229.3
52884,20230308145012,19.6,1009.9,96,166,3.6,1.1,10499.2
52895,20230308145012,25.9,1024.7,61,157,13.8,1.1,10234.1
52983,20230308145012,12.9,1019.1,62,340,2.3,0.1,10438.9
52984,20230308145012,14.8,1002.1,61,142,7.0,1.3,10477.8
52986,20230308145012,4.0,1019.5,22,90,7.9,0.8,10417.2
52996,20230308145012,31.1,1019.2,90,93,8.6,1.4,10348.2
53821,20230308145012,25.2,1022.5,47,166,5.3,0.7,10283.5
53915,20230308145012,12.8,1002.7,6,266,1.1,0.9,10446.5
53923,20230308145012,24.6,1001.6,22,141,13.3,0.6,10483.1
56074,20230308145012,23.4,1011.2,13,311,0.9,0.1,10068.9
56080,20230308145012,32.2,1004.5,59,214,1.2,1.2,10045.3
56093,20230308145012,17.2,1015.0,63,66,2.0,0.7,10151.8
56096,20230308145012,21.2,1007.1,45,6,5.5,1.4,10105.9
57014,20230308145012,12.2,1017.0,24,213,2.3,0.3,10486.8
57996,20230308145012,9.6,1014.8,42,254,14.4,0.7,10261.5
59072,20230308145012,30.0,1025.6,14,184,12.3,0.8,10418.5
59082,20230308145012,23.4,1019.9,8,248,13.6,1.2,10058.5
59087,20230308145012,18.2,1014.0,35,79,8.2,1.3,10405.5
59088,20230308145012,2.2,1014.9,70,54,3.3,0.2,10137.0
59096,20230308145012,8.5,1007.6,90,205,6.9,1.1,10423.1
59097,20230308145012,16.0,1022.0,86,88,13.4,0.8,10329.3
59107,20230308145012,30.0,1023.8,17,273,11.8,0.2,10477.9
59116,20230308145012,34.3,1025.5,30,230,5.6,0.6,10241.1
59117,20230308145012,31.1,1014.7,86,198,7.4,0.2,10258.6
59271,20230308145012,5.7,1006.6,19,28,6.6,1.1,10460.6
59278,20230308145012,33.0,1021.4,51,133,9.8,1.4,10394.8
59280,20230308145012,6.7,1022.8,85,3,8.0,0.5,10432.6
59287,20230308145012,9.2,1003.1,91,286,12.8,1.5,10297.9
59289,20230308145012,17.0,1007.7,6,30,13.3,0.3,10047.6
59293,20230308145012,11.4,1014.5,72,235,2.9,0.5,10413.7
59294,20230308145012,18.2,1002.7,20,88,10.6,1.5,10067.4
