站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404190821,5.3,1006.7,39,243,7.4,0.2,10424.8
58102,20230404190821,14.2,1008.2,82,230,7.1,1.1,10213.8
58118,20230404190821,31.9,1007.7,9,257,9.2,0.7,10042.9
58122,20230404190821,0.5,1018.0,26,146,0.5,0.7,10359.3
58203,20230404190821,23.8,1007.9,90,120,8.3,1.1,10225.5
58215,20230404190821,3.4,1015.2,27,114,4.0,0.4,10165.9
58221,20230404190821,34.6,1011.2,31,278,13.4,0.7,10474.2
58225,20230404190821,6.7,1006.8,20,296,11.5,0.8,10018.8
58236,20230404190821,33.9,1007.8,82,279,14.5,1.4,10360.1
58311,20230404190821,13.8,1007.9,100,108,7.7,1.4,10366.4
58314,20230404190821,24.4,1014.3,31,32,14.5,1.3,10001.7
58319,20230404190821,18.9,1022.9,91,48,12.4,0.1,10090.5
58321,20230404190821,26.4,1015.7,91,171,7.1,0.8,10036.4
58326,20230404190821,19.0,1011.4,27,346,9.6,1.3,10015.5
58336,20230404190821,11.6,1008.3,21,72,4.1,0.3,10270.3
58338,20230404190821,1.2,1004.6,59,346,12.0,1.3,10307.7
58414,20230404190821,32.0,1004.5,91,287,12.0,0.4,10005.4
58419,20230404190821,13.2,1012.6,74,331,5.3,1.5,10082.8
58424,20230404190821,11.3,1023.6,97,202,8.0,0.8,10380.0
58429,20230404190821,19.0,1021.4,95,68,3.5,0.8,10380.2
58436,20230404190821,3.0,1014.0,53,285,11.8,1.0,10494.0
58437,20230404190821,10.9,1014.1,44,293,13.3,0.4,10282.0
58520,20230404190821,23.7,1008.9,6,305,14.5,0.9,10474.4
58531,20230404190821,3.6,1022.7,78,317,9.1,1.5,10362.0
54406,20230404190821,16.7,1012.7,84,168,3.3,1.5,10059.2
54416,20230404190821,2.8,1013.4,39,261,5.7,0.1,10167.6
54511,20230404190821,6.4,1011.6,71,128,12.0,1.5,10186.5
58725,20230404190821,27.9,1001.4,77,63,10.1,0.9,10019.2
58730,20230404190821,20.8,1009.6,50,265,5.6,1.2,10123.6
58731,20230404190821,23.9,1011.9,61,22,0.0,0.2,10488.0
58734,20230404190821,12.1,1022.7,62,158,13.3,0.7,10270.0
58737,20230404190821,13.5,1011.3,45,234,3.9,1.3,10289.9
58744,20230404190821,10.7,1021.1,63,107,5.5,0.3,10059.8
58754,20230404190821,7.2,1020.3,31,12,1.9,0.6,10369.4
58818,20230404190821,23.3,1001.6,82,228,7.5,1.0,10234.3
58820,20230404190821,18.2,1011.8,10,56,13.3,1.0,10201.2
58834,20230404190821,20.6,1024.7,61,185,0.5,0.2,10314.8
58837,20230404190821,20.7,1006.2,70,43,3.7,0.7,10355.6
58843,20230404190821,34.2,1021.7,70,249,8.5,0.6,10160.2
58846,20230404190821,22.6,1018.9,88,82,1.9,0.1,10308.8
58847,20230404190821,12.0,1017.3,30,56,13.2,0.1,10008.2
58911,20230404190821,19.7,1015.0,47,340,10.3,1.5,10191.0
58918,20230404190821,29.7,1002.6,100,279,6.0,0.0,10118.8
58921,20230404190821,11.8,1020.8,38,207,6.7,0.5,10050.6
58926,20230404190821,18.9,1015.6,70,82,13.1,0.2,10114.9
58927,20230404190821,28.1,1019.2,12,242,5.9,0.9,10019.0
58931,20230404190821,1.0,1020.6,31,47,4.3,0.5,10301.1
58933,20230404190821,16.0,1021.6,88,151,12.6,1.2,10028.0
58936,20230404190821,25.5,1006.8,41,325,12.9,0.5,10089.0
58944,20230404190821,26.3,1024.9,98,155,0.6,0.4,10364.8
59113,20230404190821,24.9,1004.0,85,332,9.6,0.2,10152.3
59126,20230404190821,13.4,1012.0,98,257,14.9,0.0,10097.8
59133,20230404190821,18.0,1012.8,59,93,11.6,1.5,10311.5
59134,20230404190821,22.0,1004.7,86,310,12.6,1.0,10028.7
59321,20230404190821,10.6,1021.8,21,212,11.5,0.4,10179.6
52323,20230404190821,13.3,1001.6,28,185,6.8,0.4,10046.9
52418,20230404190821,8.9,1014.5,3,117,7.8,0.0,10028.2
52424,20230404190821,30.3,1014.8,82,206,2.8,0.6,10000.4
52436,20230404190821,34.3,1006.3,48,241,9.8,0.7,10281.8
52446,20230404190821,1.5,1010.3,34,56,4.6,0.8,10481.6
52447,20230404190821,0.1,1023.3,36,196,5.3,0.5,10406.3
52533,20230404190821,34.1,1020.7,57,220,1.7,0.1,10114.9
52546,20230404190821,12.6,1003.5,36,162,11.0,1.4,10357.8
52652,20230404190821,25.6,1023.9,41,181,2.3,1.3,10472.3
52661,20230404190821,12.3,1024.0,32,356,7.3,1.1,10328.0
52674,20230404190821,11.2,1020.3,59,190,1.2,0.6,10082.8
52679,20230404190821,26.7,1015.3,70,157,6.1,0.4,10284.9
52681,20230404190821,33.9,1007.9,27,200,13.8,1.0,10287.7
52787,20230404190821,27.0,1014.8,52,5,12.8,1.1,10369.2
52797,20230404190821,28.1,1005.2,47,193,1.0,0.5,10059.1
52884,20230404190821,26.1,1025.6,39,337,7.7,0.7,10454.7
52895,20230404190821,0.6,1009.8,19,1,0.2,0.0,10141.9
52983,20230404190821,26.2,1001.3,96,136,10.8,1.0,10165.4
52984,20230404190821,28.0,1000.1,68,93,13.3,0.1,10150.5
52986,20230404190821,17.2,1008.7,74,271,14.6,0.7,10420.2
52996,20230404190821,30.8,1023.0,15,143,8.6,0.4,10149.7
53821,20230404190821,28.6,1004.9,19,303,9.4,0.9,10015.9
53915,20230404190821,32.8,1008.6,86,41,9.3,1.2,10071.6
53923,20230404190821,34.1,1014.5,13,54,4.4,0.2,10205.4
56074,20230404190821,26.3,1004.1,78,67,2.2,0.4,10131.2
56080,20230404190821,1.0,1019.1,60,98,5.5,1.3,10295.3
56093,20230404190821,29.9,1025.2,27,232,10.3,0.7,10207.3
56096,20230404190821,8.6,1012.6,81,167,8.8,1.2,10278.9
57014,20230404190821,16.2,1018.4,52,165,13.6,0.0,10320.8
57996,20230404190821,1.5,1022.5,28,250,9.7,1.4,10105.1
59072,20230404190821,17.3,1014.8,55,264,10.7,0.0,10469.9
59082,20230404190821,6.3,1017.9,2,69,1.0,0.9,10162.0
59087,20230404190821,29.0,1026.0,90,252,11.4,0.4,10179.1
59088,20230404190821,23.9,1022.4,3,92,9.1,0.5,10315.1
59096,20230404190821,12.6,1010.0,56,273,3.0,0.1,10306.1
59097,20230404190821,7.1,1005.7,6,249,8.6,1.0,10471.7
59107,20230404190821,32.2,1014.7,99,268,7.4,1.2,10263.8
59116,20230404190821,3.0,1009.2,91,243,5.3,0.4,10345.9
59117,20230404190821,31.4,1007.8,43,197,14.0,0.1,10171.6
59271,20230404190821,33.5,1004.3,32,89,5.2,0.0,10156.3
59278,20230404190821,1.9,1014.7,22,188,14.1,0.3,10365.8
59280,20230404190821,25.1,1024.1,70,207,4.6,1.1,10083.7
59287,20230404190821,27.6,1007.1,59,356,12.6,0.0,10482.1
59289,20230404190821,12.2,1008.9,69,158,0.9,0.0,10169.6
59293,20230404190821,30.6,1019.3,58,334,13.7,0.2,10402.8
59294,20230404190821,8.9,1010.2,84,275,11.5,0.4,10105.0
59298,20230404190821,34.7,1014.3,6,163,11.6,0.7,10003.4
59303,20230404190821,27.5,1025.5,98,170,1.6,1.0,10090.1
59304,20230404190821,7.2,1024.3,48,124,10.8,0.9,10427.5
59306,20230404190821,31.8,1007.2,98,344,4.1,0.9,10142.2
59310,20230404190821,24.7,1017.2,28,108,10.1,1.2,10113.0
59316,20230404190821,12.2,1025.3,96,2,6.3,0.0,10040.4
59317,20230404190821,0.3,1007.5,74,352,2.8,0.4,10305.9
59324,20230404190821,31.1,1011.4,7,53,11.9,0.4,10112.1
59456,20230404190821,13.9,1022.2,34,17,7.4,0.8,10432.1
59462,20230404190821,3.8,1004.3,22,107,9.1,1.2,10395.3
59478,20230404190821,12.8,1003.1,38,248,12.1,0.6,10081.7
59485,20230404190821,8.7,1003.5,9,99,11.4,1.1,10349.7
59488,20230404190821,24.6,1010.3,34,116,1.0,1.5,10142.7
59493,20230404190821,21.1,1012.9,56,86,7.2,0.1,10101.6
59501,20230404190821,30.8,1024.0,79,122,0.6,0.7,10376.4
59658,20230404190821,17.6,1018.3,16,270,1.3,0.7,10273.0
59663,20230404190821,19.7,1017.7,94,75,6.5,1.4,10087.9
59664,20230404190821,18.7,1020.0,29,316,12.7,0.8,10177.7
59673,20230404190821,22.9,1005.8,52,295,0.8,0.9,10212.5
59754,20230404190821,18.1,1023.1,52,67,7.4,1.4,10272.5
57947,20230404190821,22.3,1009.9,47,169,8.6,0.3,10225.2
57957,20230404190821,17.1,1018.4,100,23,6.7,0.7,10324.7
57958,20230404190821,11.6,1005.3,86,325,12.8,0.0,10317.7
59021,20230404190821,17.4,1006.2,2,256,6.4,0.1,10278.3
59023,20230404190821,12.6,1007.1,33,240,1.5,1.4,10254.6
59027,20230404190821,5.5,1017.1,38,80,9.2,0.0,10139.3
59037,20230404190821,24.0,1025.2,96,293,8.3,0.8,10019.7
59046,20230404190821,7.3,1016.1,64,310,13.8,0.5,10104.4
59058,20230404190821,2.2,1016.0,14,93,9.3,0.5,10249.7
59065,20230404190821,7.9,1020.7,27,105,14.8,0.3,10150.2
