站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230308144726,12.4,1008.5,39,311,2.7,1.0,10385.8
58102,20230308144726,31.3,1009.2,5,310,2.0,0.8,10202.6
58118,20230308144726,7.9,1020.5,87,2,10.9,0.9,10219.5
58122,20230308144726,32.4,1020.2,13,210,11.3,0.1,10448.8
58203,20230308144726,27.0,1015.7,85,23,6.9,0.6,10455.0
58215,20230308144726,26.6,1005.7,56,217,14.4,0.7,10461.6
58221,20230308144726,21.9,1012.0,29,350,4.0,0.2,10428.9
58225,20230308144726,4.4,1013.6,32,339,11.0,0.7,10238.0
58236,20230308144726,19.7,1013.7,28,287,2.2,1.5,10412.7
58311,20230308144726,28.9,1014.5,50,330,13.0,0.8,10098.8
58314,20230308144726,18.8,1019.7,47,183,7.3,1.0,10281.0
58319,20230308144726,34.4,1010.3,27,225,5.1,0.9,10021.6
58321,20230308144726,11.6,1025.8,27,158,7.5,0.1,10199.9
58326,20230308144726,30.4,1012.8,8,331,5.4,0.8,10140.0
58336,20230308144726,18.5,1016.9,54,112,13.2,1.1,10036.7
58338,20230308144726,32.2,1007.3,42,340,12.1,1.1,10376.9
58414,20230308144726,32.5,1004.4,63,25,13.4,0.4,10176.5
58419,20230308144726,13.4,1004.9,1,239,6.2,1.5,10193.8
58424,20230308144726,0.3,1025.3,36,224,8.2,0.0,10206.5
58429,20230308144726,32.8,1002.5,25,351,1.8,1.3,10326.1
58436,20230308144726,25.4,1009.7,30,145,1.8,1.1,10227.1
58437,20230308144726,9.8,1006.2,78,203,7.6,1.3,10262.3
58520,20230308144726,20.8,1019.8,25,329,10.8,0.4,10481.6
58531,20230308144726,20.6,1004.3,83,37,13.8,0.3,10229.2
54406,20230308144726,10.3,1023.6,26,159,6.5,0.2,10222.4
54416,20230308144726,25.4,1008.0,67,107,8.2,0.3,10021.2
54511,20230308144726,7.8,1020.7,74,160,6.3,0.6,10248.1
58725,20230308144726,9.0,1010.5,76,294,10.8,1.3,10144.8
58730,20230308144726,29.0,1021.3,54,177,9.7,1.0,10062.0
58731,20230308144726,31.2,1000.1,74,178,13.6,0.4,10085.8
58734,20230308144726,33.2,1021.2,37,300,6.2,1.4,10368.0
58737,20230308144726,1.7,1005.7,43,78,7.2,0.1,10117.4
58744,20230308144726,22.6,1004.9,38,163,4.9,1.0,10154.8
58754,20230308144726,27.2,1022.7,3,331,10.8,0.7,10479.9
58818,20230308144726,18.2,1011.9,47,35,5.9,0.7,10156.9
58820,20230308144726,25.9,1004.2,78,328,10.9,0.3,10169.3
58834,20230308144726,25.4,1016.1,12,307,2.0,0.4,10116.4
58837,20230308144726,14.2,1022.5,45,28,1.2,0.2,10047.6
58843,20230308144726,7.0,1016.0,41,358,4.7,0.6,10275.7
58846,20230308144726,23.8,1015.6,30,99,6.8,1.4,10148.9
58847,20230308144726,7.6,1004.5,26,274,2.1,0.5,10356.1
58911,20230308144726,14.4,1024.2,86,86,7.8,0.1,10411.6
58918,20230308144726,26.5,1004.4,66,45,10.4,1.3,10436.0
58921,20230308144726,5.9,1005.9,18,9,1.5,1.4,10205.5
58926,20230308144726,5.5,1005.7,68,95,13.7,0.9,10224.6
58927,20230308144726,10.2,1014.4,17,145,7.3,1.3,10494.7
58931,20230308144726,8.0,1022.9,59,346,6.3,0.3,10213.4
58933,20230308144726,10.8,1006.3,96,303,12.7,0.0,10268.9
58936,20230308144726,13.7,1001.5,74,82,1.9,0.4,10487.3
58944,20230308144726,28.5,1000.4,33,88,7.3,0.4,10287.1
59113,20230308144726,4.0,1026.4,98,282,3.3,0.3,10398.8
59126,20230308144726,21.4,1009.7,61,149,11.7,0.7,10035.9
59133,20230308144726,25.7,1013.1,78,251,13.3,1.0,10472.5
59134,20230308144726,27.0,1004.1,24,211,3.6,0.3,10412.6
59321,20230308144726,2.6,1011.0,58,210,5.6,1.4,10325.0
52323,20230308144726,31.8,1010.8,62,199,14.8,1.3,10455.5
52418,20230308144726,34.4,1016.5,54,44,0.3,0.6,10096.5
52424,20230308144726,10.1,1017.4,33,162,8.1,0.4,10370.0
52436,20230308144726,24.6,1005.0,86,90,7.1,0.7,10068.5
52446,20230308144726,29.2,1006.6,55,359,1.7,0.3,10147.4
52447,20230308144726,12.1,1017.8,72,294,2.3,1.3,10432.3
52533,20230308144726,28.9,1010.7,58,66,14.2,0.6,10175.9
52546,20230308144726,24.2,1020.5,14,54,11.5,1.1,10268.2
52652,20230308144726,6.7,1012.1,66,88,14.9,0.7,10023.5
52661,20230308144726,32.2,1022.9,50,45,3.2,0.9,10280.3
52674,20230308144726,7.4,1024.3,71,298,5.7,0.0,10019.6
52679,20230308144726,25.1,1003.2,17,16,12.2,1.0,10274.0
52681,20230308144726,7.3,1013.8,96,258,3.1,1.2,10457.6
52787,20230308144726,0.0,1007.4,86,69,12.5,1.4,10289.6
52797,20230308144726,5.9,1017.9,7,68,10.9,1.3,10237.4
52884,20230308144726,27.6,1024.6,64,140,8.3,1.2,10336.8
52895,20230308144726,25.9,1014.7,72,44,9.7,0.2,10351.0
52983,20230308144726,34.7,1014.1,73,120,6.7,0.1,10172.6
52984,20230308144726,24.7,1012.1,49,205,5.7,1.4,10045.9
52986,20230308144726,17.1,1009.2,33,348,9.8,1.2,10328.5
52996,20230308144726,9.1,1021.8,10,78,9.2,0.9,10377.2
53821,20230308144726,2.7,1003.6,10,219,13.2,1.0,10392.4
53915,20230308144726,20.6,1014.6,94,127,13.7,0.1,10442.4
53923,20230308144726,19.9,1004.4,79,136,13.7,1.4,10390.1
56074,20230308144726,1.3,1020.5,65,87,8.8,1.0,10407.2
56080,20230308144726,5.2,1002.9,93,241,1.0,1.0,10180.5
56093,20230308144726,16.2,1025.1,25,206,7.9,0.9,10121.0
56096,20230308144726,5.5,1017.0,99,126,0.9,0.8,10420.7
57014,20230308144726,21.6,1026.1,87,104,0.1,1.4,10112.2
57996,20230308144726,6.1,1009.5,13,284,8.9,0.5,10009.5
59072,20230308144726,4.6,1016.9,43,235,14.5,0.2,10285.4
59082,20230308144726,16.7,1002.8,40,13,14.5,0.2,10474.1
59087,20230308144726,8.1,1000.8,94,315,5.9,1.1,10122.1
59088,20230308144726,5.9,1005.9,47,255,1.6,0.7,10174.0
59096,20230308144726,17.5,1019.9,82,48,12.5,1.2,10363.2
59097,20230308144726,33.0,1019.5,1,216,12.6,0.4,10294.0
59107,20230308144726,1.9,1021.2,54,350,0.0,1.1,10392.4
59116,20230308144726,29.8,1024.8,30,157,11.4,0.0,10418.3
59117,20230308144726,10.7,1013.7,16,289,10.1,0.1,10198.8
59271,20230308144726,11.8,1020.1,5,68,1.3,0.8,10235.2
59278,20230308144726,6.7,1013.3,39,13,3.0,0.4,10387.9
59280,20230308144726,10.4,1010.6,82,157,7.1,0.3,10301.4
59287,20230308144726,21.7,1002.7,59,241,7.4,1.3,10455.6
59289,20230308144726,14.9,1009.2,12,355,9.5,0.7,10210.7
59293,20230308144726,28.3,1006.8,52,188,2.4,1.4,10492.7
59294,20230308144726,2.1,1015.1,58,249,12.9,1.0,10443.6
59298,20230308144726,34.7,1025.4,65,348,8.8,0.6,10009.8
59303,20230308144726,19.9,1024.8,24,103,2.2,0.2,10028.4
59304,20230308144726,24.1,1022.1,6,317,7.7,1.3,10418.7
59306,20230308144726,19.1,1009.4,92,147,8.5,0.8,10390.4
59310,20230308144726,27.7,1011.3,88,316,9.0,1.2,10324.9
59316,20230308144726,32.6,1024.4,19,355,12.4,0.6,10017.4
59317,20230308144726,8.7,1005.6,42,47,13.0,1.4,10314.9
59324,20230308144726,20.1,1019.3,74,120,5.4,0.0,10358.2
59456,20230308144726,0.5,1016.6,17,345,0.7,0.4,10298.2
59462,20230308144726,29.0,1022.1,32,139,8.2,1.3,10308.4
59478,20230308144726,32.4,1015.1,18,346,12.0,1.4,10399.0
59485,20230308144726,32.2,1015.1,70,89,11.0,0.2,10110.0
59488,20230308144726,8.9,1006.8,89,266,13.1,0.5,10435.3
59493,20230308144726,14.7,1020.1,90,129,6.7,0.0,10309.5
59501,20230308144726,6.8,1019.7,48,228,11.5,1.2,10498.5
59658,20230308144726,33.7,1008.6,92,27,8.3,0.4,10328.2
59663,20230308144726,3.5,1001.2,70,349,2.0,1.0,10369.7
59664,20230308144726,23.5,1010.5,84,12,7.6,1.2,10474.0
59673,20230308144726,3.9,1024.8,3,276,11.7,1.4,10185.6
59754,20230308144726,34.0,1026.0,24,10,4.7,0.7,10068.0
57947,20230308144726,17.2,1011.2,59,315,3.4,0.7,10468.8
57957,20230308144726,16.0,1006.4,57,250,10.4,1.1,10068.3
57958,20230308144726,13.3,1015.6,88,217,10.6,0.6,10317.6
59021,20230308144726,5.6,1016.4,32,28,11.4,1.4,10104.4
59023,20230308144726,19.8,1022.6,40,343,5.1,0.5,10393.2
59027,20230308144726,24.7,1025.4,60,64,6.8,1.1,10160.7
59037,20230308144726,13.2,1005.1,9,247,6.9,1.1,10216.4
59046,20230308144726,31.5,1019.7,12,353,8.3,1.4,10029.8
59058,20230308144726,4.0,1020.0,44,103,2.4,1.5,10204.9
59065,20230308144726,18.9,1015.4,30,182,1.3,0.4,10169.3
59209,20230308144726,0.5,1023.5,65,119,6.3,0.8,10367.6
59211,20230308144726,33.7,1026.0,56,301,0.9,1.4,10239.8
59218,20230308144726,31.9,1004.2,81,215,1.5,0.7,10215.4
59228,20230308144726,29.5,1025.8,18,158,9.3,1.5,10152.3
59242,20230308144726,16.7,1005.4,92,172,14.7,0.3,10063.7
59254,20230308144726,33.0,1021.0,75,163,10.2,0.9,10287.7
59265,20230308144726,17.4,1008.8,24,16,11.2,1.1,10390.9
59417,20230308144726,26.6,1001.8,63,352,13.7,0.3,10372.6
59431,20230308144726,15.2,1012.8,76,328,6.8,0.6,10470.1
59446,20230308144726,30.5,1000.8,37,185,5.3,1.0,10418.4
59453,20230308144726,15.8,1019.7,30,259,14.2,0.4,10393.9
59626,20230308144726,26.6,1001.2,80,126,13.6,0.1,10191.8
59631,20230308144726,10.8,1003.2,2,15,10.1,0.8,10409.0
59632,20230308144726,5.8,1000.9,77,46,11.7,0.5,10393.4
59644,20230308144726,30.4,1025.5,85,138,1.7,0.2,10457.4
59647,20230308144726,21.1,1011.3,78,136,12.8,0.4,10060.2
56691,20230308144726,27.7,1025.1,65,131,7.3,0.1,10356.9
56693,20230308144726,26.7,1000.0,90,125,8.9,1.4,10218.7
56792,20230308144726,26.8,1010.1,96,212,5.8,1.5,10387.3
56793,20230308144726,19.7,1010.7,13,309,6.8,0.5,10248.6
57606,20230308144726,2.5,1001.2,64,174,0.0,0.8,10196.1
57614,20230308144726,0.4,1009.2,52,0,9.3,1.2,10137.6
57625,20230308144726,19.7,1024.3,30,193,14.1,0.4,10386.7
57647,20230308144726,27.6,1002.4,89,102,10.7,0.0,10312.0
57707,20230308144726,28.7,1014.1,82,123,14.0,0.4,10031.9
57710,20230308144726,2.0,1016.4,95,355,2.2,0.5,10333.1
57712,20230308144726,1.4,1012.2,14,139,9.6,1.0,10327.4
57718,20230308144726,21.7,1025.5,71,113,13.1,0.6,10053.3
57722,20230308144726,13.6,1013.2,100,315,0.5,1.2,10201.7
57729,20230308144726,12.4,1020.6,80,277,10.3,0.9,10203.4
57731,20230308144726,25.1,1019.5,21,292,0.8,0.5,10432.0
57741,20230308144726,17.7,1011.7,89,77,14.9,1.5,10190.7
57803,20230308144726,22.7,1006.8,67,181,8.6,0.9,10378.6
57805,20230308144726,3.1,1005.2,32,289,2.4,0.7,10222.0
57806,20230308144726,6.4,1015.3,32,214,5.9,0.4,10077.4
57816,20230308144726,20.6,1008.7,94,275,11.7,1.4,10118.3
57825,20230308144726,23.1,1004.5,16,141,11.8,1.4,10420.2
57827,20230308144726,18.7,1026.4,65,190,14.7,1.1,10367.2
57832,20230308144726,34.6,1007.5,70,102,4.9,1.3,10352.0
57839,20230308144726,18.4,1022.7,55,129,4.4,1.5,10204.0
57840,20230308144726,11.4,1008.3,81,202,13.0,1.2,10339.1
57902,20230308144726,33.1,1000.0,59,347,2.9,1.4,10497.5
57906,20230308144726,3.3,1010.0,1,1,8.0,0.6,10496.3
57907,20230308144726,28.9,1008.8,12,41,13.0,0.1,10395.9
57910,20230308144726,31.3,1011.7,27,50,10.0,1.1,10235.6
57912,20230308144726,5.1,1016.5,60,254,13.5,0.6,10449.5
57916,20230308144726,10.1,1024.7,52,153,6.4,1.1,10006.5
57922,20230308144726,13.4,1021.3,51,18,14.6,1.3,10283.9
57926,20230308144726,26.2,1021.9,43,135,9.8,1.3,10020.1
57932,20230308144726,15.6,1006.5,22,151,3.5,0.0,10124.5
59758,20230308144726,32.6,1003.0,60,274,9.3,0.2,10358.7
59838,20230308144726,14.0,1001.0,27,76,8.9,0.0,10381.6
59845,20230308144726,14.9,1026.4,60,196,7.0,0.9,10170.3
59849,20230308144726,27.6,1023.9,21,179,0.4,0.1,10483.3
59855,20230308144726,30.4,1001.5,69,261,2.6,1.5,10151.8
59948,20230308144726,11.1,1022.6,80,260,10.6,0.9,10477.8
59954,20230308144726,28.0,1006.5,77,25,2.5,1.1,10142.5
59981,20230308144726,20.7,1002.3,29,248,11.5,1.2,10387.1
53399,20230308144726,28.8,1018.3,90,143,11.8,1.3,10442.8
53593,20230308144726,16.0,1017.8,77,217,12.9,0.8,10382.4
53698,20230308144726,14.4,1013.3,40,145,4.9,0.7,10113.1
53798,20230308144726,3.9,1014.7,28,325,9.0,0.7,10042.6
54308,20230308144726,30.2,1009.3,33,339,9.8,1.4,10381.8
54311,20230308144726,2.0,1025.6,71,45,7.0,1.1,10074.6
54401,20230308144726,19.1,1025.0,86,209,2.0,1.2,10025.6
54405,20230308144726,0.4,1013.6,50,329,14.3,1.3,10337.9
54423,20230308144726,25.2,1017.7,21,213,8.8,1.3,10218.4
54429,20230308144726,18.9,1002.7,67,335,10.8,0.0,10060.6
54436,20230308144726,31.7,1018.7,57,212,4.2,0.1,10113.3
54449,20230308144726,3.7,1014.2,49,266,5.8,0.6,10086.1
54518,20230308144726,29.4,1008.2,16,328,10.9,0.7,10332.5
54534,20230308144726,5.3,1004.5,6,16,11.7,1.5,10177.3
54535,20230308144726,15.8,1000.7,65,268,9.9,0.8,10354.1
54539,20230308144726,15.5,1015.8,67,309,13.0,1.4,10396.9
54602,20230308144726,2.4,1007.1,36,291,14.3,1.4,10291.2
54606,20230308144726,15.8,1025.3,14,22,7.8,1.5,10464.9
54618,20230308144726,9.4,1003.2,83,144,5.4,0.2,10009.5
54624,20230308144726,31.0,1009.4,30,348,3.4,1.1,10436.3
54705,20230308144726,22.6,1018.3,57,97,3.2,0.4,10262.5
53898,20230308144726,7.7,1024.1,34,44,13.4,0.2,10309.4
