站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404191536,2.3,1002.8,73,328,9.7,0.2,10168.1
58102,20230404191536,9.6,1014.2,56,328,3.4,1.2,10253.1
58118,20230404191536,10.9,1021.2,44,143,7.2,0.6,10430.0
58122,20230404191536,22.2,1005.8,50,265,14.3,1.5,10078.2
58203,20230404191536,6.5,1018.4,98,158,10.4,1.3,10340.5
58215,20230404191536,33.0,1021.0,14,190,4.7,0.1,10203.9
58221,20230404191536,9.8,1003.8,70,45,6.5,0.5,10072.3
58225,20230404191536,16.5,1011.3,89,261,3.6,0.2,10417.7
58236,20230404191536,16.4,1023.6,68,155,6.7,0.8,10091.0
58311,20230404191536,31.2,1024.1,73,102,2.1,0.1,10034.4
58314,20230404191536,25.0,1012.1,83,105,7.9,0.8,10071.4
58319,20230404191536,25.9,1023.7,32,56,11.0,0.0,10127.5
58321,20230404191536,31.8,1008.0,9,220,1.3,0.7,10249.0
58326,20230404191536,5.6,1018.1,82,71,12.9,0.1,10056.7
58336,20230404191536,18.8,1005.2,10,204,5.1,1.1,10076.3
58338,20230404191536,25.6,1003.2,64,289,6.4,0.7,10236.8
58414,20230404191536,20.5,1013.7,27,297,12.9,0.2,10306.1
58419,20230404191536,4.9,1025.1,53,42,0.5,0.5,10464.1
58424,20230404191536,1.8,1003.0,3,89,8.3,0.7,10069.6
58429,20230404191536,31.8,1000.1,99,338,10.6,1.4,10110.1
58436,20230404191536,33.2,1015.4,17,239,12.8,0.3,10074.0
58437,20230404191536,1.7,1016.6,34,129,14.5,0.9,10410.5
58520,20230404191536,26.1,1004.3,1,358,1.5,0.2,10185.8
58531,20230404191536,11.0,1001.0,94,156,7.3,0.8,10389.1
54406,20230404191536,1.7,1001.1,3,312,11.7,1.5,10344.6
54416,20230404191536,32.0,1007.6,80,292,9.7,1.2,10385.4
54511,20230404191536,30.2,1020.6,77,174,2.6,1.2,10126.8
58725,20230404191536,1.2,1003.0,62,192,4.7,1.0,10052.9
58730,20230404191536,6.0,1024.0,85,292,10.8,0.6,10417.7
58731,20230404191536,33.0,1026.4,8,162,7.5,0.2,10177.1
58734,20230404191536,12.0,1010.2,28,197,5.5,0.3,10137.1
58737,20230404191536,12.7,1020.8,46,274,1.3,1.4,10036.1
58744,20230404191536,27.9,1009.6,96,23,6.9,0.3,10231.3
58754,20230404191536,7.2,1013.0,92,223,7.9,1.0,10037.6
58818,20230404191536,21.3,1004.8,53,342,14.2,1.1,10126.2
58820,20230404191536,19.4,1009.2,64,69,2.0,0.8,10237.2
58834,20230404191536,22.0,1009.0,23,56,13.7,0.1,10491.5
58837,20230404191536,26.6,1014.6,15,293,12.1,0.9,10167.2
58843,20230404191536,13.8,1018.7,67,189,14.5,1.4,10320.1
58846,20230404191536,2.7,1020.6,92,87,4.0,0.6,10044.4
58847,20230404191536,1.6,1010.7,25,27,8.7,0.6,10177.2
58911,20230404191536,34.4,1019.2,76,302,11.8,1.3,10165.9
58918,20230404191536,30.3,1009.9,57,154,5.6,0.6,10384.8
58921,20230404191536,5.9,1009.4,48,203,14.8,0.2,10459.5
58926,20230404191536,34.4,1025.6,100,189,1.3,1.1,10194.2
58927,20230404191536,29.1,1019.6,45,129,13.8,1.5,10205.2
58931,20230404191536,17.1,1012.5,81,112,5.9,1.2,10477.9
58933,20230404191536,2.1,1024.8,55,152,10.9,0.5,10432.7
58936,20230404191536,21.2,1018.5,99,116,4.1,1.3,10120.6
58944,20230404191536,17.9,1005.9,47,252,4.5,1.4,10446.7
59113,20230404191536,23.5,1024.6,54,206,12.3,0.1,10441.5
59126,20230404191536,22.8,1000.4,50,283,3.7,1.1,10473.4
59133,20230404191536,32.9,1010.0,43,126,0.5,0.4,10084.5
