站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404190921,19.7,1003.8,27,217,7.9,1.3,10255.6
58102,20230404190921,5.1,1023.1,74,34,1.0,0.4,10387.6
58118,20230404190921,10.6,1003.1,48,262,4.1,1.0,10387.1
58122,20230404190921,28.2,1006.1,19,332,5.5,0.9,10108.6
58203,20230404190921,31.1,1003.7,45,245,11.0,1.0,10419.8
58215,20230404190921,22.9,1010.5,99,91,1.6,1.5,10188.4
58221,20230404190921,1.5,1005.4,53,282,6.5,1.1,10152.8
58225,20230404190921,3.5,1014.1,82,136,2.8,1.1,10421.8
58236,20230404190921,18.2,1003.2,26,167,10.4,0.1,10053.0
58311,20230404190921,13.4,1025.6,89,328,5.9,1.4,10154.2
58314,20230404190921,28.9,1000.5,70,206,9.4,0.5,10379.1
58319,20230404190921,1.3,1020.7,85,309,12.4,0.9,10420.1
58321,20230404190921,21.6,1012.2,46,47,10.9,1.5,10106.5
58326,20230404190921,7.7,1017.7,61,22,8.6,0.0,10261.9
58336,20230404190921,18.1,1006.1,75,234,9.6,1.1,10000.5
58338,20230404190921,10.1,1021.8,61,85,14.0,0.0,10396.5
58414,20230404190921,25.9,1009.2,33,160,8.1,1.0,10032.6
58419,20230404190921,17.2,1011.6,8,58,9.5,0.3,10206.5
58424,20230404190921,19.3,1025.7,36,228,5.3,0.9,10248.8
58429,20230404190921,25.3,1001.6,36,316,2.4,0.8,10376.6
58436,20230404190921,10.3,1015.7,82,315,0.6,0.5,10001.2
58437,20230404190921,12.9,1024.3,69,210,14.4,0.3,10026.5
58520,20230404190921,17.5,1019.4,34,15,6.3,0.5,10233.0
58531,20230404190921,24.3,1005.7,60,152,4.1,1.0,10243.2
54406,20230404190921,6.6,1008.9,76,124,3.7,1.2,10291.6
54416,20230404190921,0.4,1018.9,81,303,1.5,0.8,10467.4
54511,20230404190921,27.9,1006.0,54,83,7.1,0.3,10417.0
58725,20230404190921,33.0,1007.8,36,204,14.2,0.2,10129.0
58730,20230404190921,8.5,1008.7,99,233,3.7,0.9,10378.4
58731,20230404190921,17.7,1021.1,62,71,10.0,0.9,10226.4
58734,20230404190921,9.7,1007.1,68,177,1.8,1.3,10302.7
58737,20230404190921,34.4,1016.5,12,215,7.0,1.4,10135.7
58744,20230404190921,21.3,1013.4,62,200,13.9,1.1,10469.7
58754,20230404190921,33.9,1024.6,47,174,11.7,1.2,10476.0
58818,20230404190921,5.9,1022.1,33,47,4.3,0.3,10156.9
58820,20230404190921,1.3,1023.7,49,113,8.4,0.4,10086.0
58834,20230404190921,12.1,1021.5,13,351,0.7,1.3,10137.1
58837,20230404190921,14.3,1004.1,29,284,7.4,1.4,10361.5
58843,20230404190921,6.3,1023.4,56,213,3.8,0.3,10086.7
58846,20230404190921,6.6,1014.9,21,194,6.3,0.8,10387.5
58847,20230404190921,2.5,1000.5,81,144,4.3,0.8,10395.5
58911,20230404190921,20.6,1026.0,51,106,5.8,1.4,10055.0
58918,20230404190921,11.3,1016.2,53,248,14.3,1.5,10313.5
58921,20230404190921,19.6,1012.9,46,134,3.8,0.5,10498.8
58926,20230404190921,11.0,1026.1,61,241,6.8,0.8,10430.5
58927,20230404190921,20.2,1004.7,86,3,0.7,0.8,10391.1
58931,20230404190921,22.8,1002.8,84,152,12.5,1.1,10224.6
58933,20230404190921,20.0,1012.2,27,322,9.6,0.8,10157.9
58936,20230404190921,16.5,1020.9,79,129,7.7,1.4,10426.3
58944,20230404190921,15.0,1012.9,2,271,1.8,1.4,10120.2
59113,20230404190921,32.2,1005.9,89,44,14.3,0.4,10062.1
59126,20230404190921,24.8,1017.4,83,259,5.8,1.2,10127.3
59133,20230404190921,19.4,1009.7,12,152,12.4,0.9,10187.3
59134,20230404190921,11.8,1019.9,78,331,1.0,1.0,10097.6
59321,20230404190921,17.8,1011.6,91,165,4.3,0.6,10197.4
52323,20230404190921,27.6,1018.7,100,108,6.4,0.5,10049.2
52418,20230404190921,29.7,1007.1,95,141,12.4,0.5,10358.5
52424,20230404190921,30.6,1014.6,60,253,12.5,0.4,10489.6
52436,20230404190921,31.6,1000.6,21,186,13.5,1.0,10157.6
52446,20230404190921,32.8,1005.2,23,26,9.7,0.9,10282.2
52447,20230404190921,24.5,1009.3,75,65,14.9,1.2,10194.4
52533,20230404190921,10.0,1008.5,45,325,7.1,1.1,10082.9
52546,20230404190921,24.3,1001.2,89,17,11.0,0.8,10349.7
52652,20230404190921,26.6,1005.7,76,115,6.6,1.3,10335.7
52661,20230404190921,28.0,1001.9,69,226,13.2,0.2,10232.4
52674,20230404190921,21.1,1021.8,83,329,4.0,0.6,10164.0
52679,20230404190921,13.7,1008.9,71,45,7.8,0.6,10451.7
52681,20230404190921,29.6,1010.8,6,246,4.0,0.5,10096.7
52787,20230404190921,11.0,1007.2,4,112,0.9,1.1,10028.5
52797,20230404190921,28.2,1024.5,15,257,13.0,0.1,10091.7
52884,20230404190921,28.3,1003.9,27,357,1.3,1.2,10217.6
52895,20230404190921,2.8,1022.4,57,332,2.2,0.1,10062.3
52983,20230404190921,27.9,1000.6,80,2,8.1,0.2,10497.5
52984,20230404190921,5.2,1025.2,98,343,12.3,0.3,10029.5
52986,20230404190921,5.9,1018.9,1,340,14.4,1.4,10096.5
52996,20230404190921,9.4,1002.6,24,121,13.2,0.3,10173.1
53821,20230404190921,4.4,1010.0,52,260,4.3,0.2,10116.9
53915,20230404190921,6.4,1002.7,42,206,7.4,0.6,10322.4
53923,20230404190921,18.0,1023.8,16,157,11.8,0.3,10238.4
56074,20230404190921,30.7,1008.2,8,111,7.3,1.4,10256.9
56080,20230404190921,19.6,1017.5,6,51,10.7,1.2,10355.8
56093,20230404190921,22.8,1011.6,78,95,10.8,1.4,10408.2
56096,20230404190921,5.3,1001.0,48,252,11.4,1.0,10394.0
57014,20230404190921,16.7,1010.8,79,238,13.0,1.3,10464.2
57996,20230404190921,30.2,1017.6,43,280,2.8,0.3,10395.9
59072,20230404190921,14.4,1019.1,7,255,4.7,0.0,10095.4
59082,20230404190921,24.8,1002.6,9,209,6.7,1.5,10011.4
59087,20230404190921,8.9,1021.7,15,157,0.5,0.9,10477.8
59088,20230404190921,29.2,1010.3,85,151,14.6,1.4,10138.3
