站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404191136,2.4,1008.1,80,174,11.4,0.9,10084.5
58102,20230404191136,16.0,1012.3,32,225,5.4,0.8,10249.0
58118,20230404191136,24.4,1006.1,17,316,6.8,0.6,10389.1
58122,20230404191136,27.8,1000.9,100,236,14.7,0.1,10174.8
58203,20230404191136,33.1,1014.1,66,246,0.9,1.2,10117.7
58215,20230404191136,11.1,1009.5,49,272,8.6,0.8,10256.5
58221,20230404191136,25.1,1011.2,86,106,4.0,1.4,10011.8
58225,20230404191136,6.7,1010.7,7,253,9.3,0.5,10243.0
58236,20230404191136,7.0,1002.6,68,3,4.8,0.1,10347.2
58311,20230404191136,14.2,1016.4,74,173,2.7,0.6,10000.2
58314,20230404191136,6.2,1005.1,27,185,8.0,0.3,10176.8
58319,20230404191136,26.4,1001.0,60,131,14.9,0.1,10340.0
58321,20230404191136,9.3,1011.0,7,316,2.8,0.6,10018.0
58326,20230404191136,19.0,1002.2,94,306,3.8,0.7,10102.0
58336,20230404191136,17.0,1010.8,69,268,9.9,1.0,10041.3
58338,20230404191136,12.0,1017.2,51,141,2.3,1.3,10224.2
58414,20230404191136,27.8,1011.9,83,129,14.6,0.4,10269.3
58419,20230404191136,17.7,1015.4,10,303,2.3,0.7,10037.3
58424,20230404191136,9.2,1019.4,13,37,6.7,0.4,10219.1
58429,20230404191136,9.8,1002.3,97,119,8.5,1.0,10499.8
58436,20230404191136,30.7,1008.2,90,287,3.1,1.5,10275.3
58437,20230404191136,10.9,1002.2,14,313,2.8,1.1,10336.8
58520,20230404191136,33.4,1001.0,50,46,0.6,0.9,10183.9
58531,20230404191136,0.2,1011.0,6,305,12.3,0.5,10222.4
54406,20230404191136,20.1,1006.9,49,353,10.6,1.0,10087.1
54416,20230404191136,33.9,1020.1,69,268,7.5,0.6,10311.2
54511,20230404191136,19.1,1012.9,83,28,4.1,0.0,10086.6
58725,20230404191136,20.6,1006.2,22,134,14.3,1.1,10211.3
58730,20230404191136,28.2,1011.8,16,121,8.0,0.3,10256.6
58731,20230404191136,3.6,1026.3,68,106,11.7,0.4,10238.1
58734,20230404191136,13.5,1023.7,69,288,3.1,1.1,10444.1
58737,20230404191136,10.3,1003.7,83,201,13.4,0.4,10138.9
58744,20230404191136,14.6,1011.1,67,78,11.1,1.3,10157.6
58754,20230404191136,17.0,1020.8,87,198,0.2,1.4,10311.0
58818,20230404191136,5.1,1008.1,51,33,11.8,0.3,10427.6
58820,20230404191136,9.9,1008.4,71,85,1.3,0.5,10074.0
58834,20230404191136,1.8,1016.4,46,57,9.2,0.3,10326.2
58837,20230404191136,17.3,1003.1,59,207,4.4,0.1,10100.9
58843,20230404191136,6.2,1013.5,34,59,10.1,0.3,10146.5
58846,20230404191136,30.3,1017.6,100,60,3.2,1.3,10460.3
58847,20230404191136,14.1,1003.4,96,275,13.5,0.4,10427.2
58911,20230404191136,10.1,1017.5,52,3,10.1,0.9,10100.5
58918,20230404191136,23.9,1023.3,60,86,11.5,0.4,10272.3
58921,20230404191136,21.6,1016.7,3,247,8.6,1.3,10436.9
58926,20230404191136,28.9,1023.8,5,96,4.7,0.3,10122.9
58927,20230404191136,23.8,1024.6,36,132,4.6,1.0,10116.4
58931,20230404191136,1.9,1013.4,78,277,6.0,0.8,10240.7
58933,20230404191136,14.5,1011.0,13,2,0.8,0.3,10416.8
58936,20230404191136,1.9,1012.8,90,324,9.1,0.9,10363.6
58944,20230404191136,29.0,1011.2,44,186,13.8,1.4,10078.9
59113,20230404191136,7.2,1013.1,87,136,6.8,1.5,10235.2
59126,20230404191136,18.5,1023.9,81,33,8.4,0.5,10033.9
59133,20230404191136,5.0,1013.7,82,58,13.0,0.2,10323.1
59134,20230404191136,25.6,1013.2,88,285,11.4,0.3,10301.3
59321,20230404191136,9.5,1001.9,34,264,7.8,0.3,10127.0
52323,20230404191136,19.1,1016.7,19,304,9.1,0.6,10463.7
52418,20230404191136,2.2,1020.0,30,80,0.7,0.2,10041.2
52424,20230404191136,34.0,1001.2,66,216,10.1,0.5,10471.1
52436,20230404191136,20.4,1022.6,77,333,14.5,0.9,10309.3
52446,20230404191136,14.6,1024.6,50,121,6.8,1.1,10015.3
52447,20230404191136,18.7,1012.8,80,18,6.5,0.0,10346.4
52533,20230404191136,9.8,1018.5,22,157,0.4,0.6,10188.8
52546,20230404191136,31.8,1006.8,67,133,2.9,0.6,10045.8
52652,20230404191136,1.4,1021.3,16,232,3.4,0.5,10126.6
52661,20230404191136,21.1,1013.1,24,207,0.6,1.4,10413.5
52674,20230404191136,25.2,1002.5,65,249,13.2,0.9,10128.5
52679,20230404191136,30.4,1011.1,100,324,1.9,0.5,10165.4
52681,20230404191136,22.4,1022.9,17,148,1.2,0.3,10014.1
52787,20230404191136,19.5,1019.7,59,163,3.9,1.0,10083.6
52797,20230404191136,31.9,1013.4,78,11,4.7,0.1,10257.0
52884,20230404191136,19.5,1024.8,87,30,5.9,0.5,10087.9
52895,20230404191136,20.2,1010.2,84,21,6.1,1.5,10110.9
52983,20230404191136,23.6,1014.5,47,15,13.7,0.4,10002.2
52984,20230404191136,7.5,1012.1,2,168,12.3,0.2,10247.7
52986,20230404191136,30.5,1009.1,73,221,5.9,0.2,10226.7
