站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230308145002,1.2,1022.4,8,359,0.3,0.8,10361.2
58102,20230308145002,21.1,1021.2,78,174,8.8,0.1,10303.3
58118,20230308145002,16.3,1011.4,26,241,11.9,1.2,10110.7
58122,20230308145002,4.0,1005.4,83,171,3.3,0.1,10497.5
58203,20230308145002,25.4,1002.6,60,40,9.7,1.1,10414.3
58215,20230308145002,19.5,1010.7,18,206,1.5,1.4,10418.1
58221,20230308145002,29.3,1025.7,61,14,9.6,0.9,10273.3
58225,20230308145002,34.3,1019.7,27,275,11.6,0.0,10115.8
58236,20230308145002,23.0,1008.7,85,338,1.6,1.1,10022.2
58311,20230308145002,6.0,1018.7,71,138,13.0,0.7,10110.1
58314,20230308145002,22.1,1003.3,57,172,12.5,0.4,10496.5
58319,20230308145002,15.1,1006.4,15,332,6.8,1.2,10101.3
58321,20230308145002,0.1,1022.1,91,85,2.0,1.0,10434.7
58326,20230308145002,9.7,1011.4,35,194,13.4,0.4,10322.5
58336,20230308145002,11.1,1002.1,2,123,2.6,0.1,10299.3
58338,20230308145002,18.8,1018.8,35,6,13.4,1.2,10079.2
58414,20230308145002,18.7,1022.0,70,26,14.3,0.7,10294.1
58419,20230308145002,3.8,1005.5,59,72,0.7,0.0,10383.7
58424,20230308145002,20.7,1014.1,36,217,8.9,0.4,10311.6
58429,20230308145002,14.3,1016.7,40,230,7.5,1.3,10237.3
58436,20230308145002,5.4,1020.8,19,223,11.6,1.5,10495.0
58437,20230308145002,15.7,1013.4,25,355,13.6,1.5,10072.0
58520,20230308145002,29.6,1018.0,39,186,12.4,1.3,10106.3
58531,20230308145002,31.3,1026.3,16,283,11.3,0.3,10222.0
54406,20230308145002,33.9,1007.5,54,322,10.6,1.1,10362.0
54416,20230308145002,18.6,1002.6,68,91,11.2,0.3,10395.7
54511,20230308145002,19.4,1007.9,88,354,5.2,0.9,10191.4
58725,20230308145002,2.1,1026.3,25,73,11.8,0.7,10089.7
58730,20230308145002,6.6,1002.3,83,82,2.9,0.4,10470.3
58731,20230308145002,7.5,1010.9,90,169,12.2,0.8,10423.5
58734,20230308145002,2.8,1003.5,100,295,7.6,1.4,10044.9
58737,20230308145002,8.4,1011.1,62,78,11.9,0.5,10004.8
58744,20230308145002,5.2,1005.6,34,191,7.9,0.3,10115.5
58754,20230308145002,14.4,1022.8,70,55,6.3,1.0,10039.5
58818,20230308145002,9.8,1017.2,98,262,1.9,0.0,10001.8
58820,20230308145002,11.6,1002.5,43,118,10.1,0.3,10042.4
58834,20230308145002,11.9,1014.3,93,261,12.4,0.1,10374.4
58837,20230308145002,3.5,1006.3,78,304,4.6,1.0,10317.1
58843,20230308145002,33.7,1008.9,17,317,2.8,1.3,10056.2
58846,20230308145002,32.3,1007.3,33,284,14.8,1.4,10205.5
58847,20230308145002,7.0,1009.4,12,153,12.2,1.1,10431.0
58911,20230308145002,17.5,1008.6,72,22,7.4,0.9,10075.3
58918,20230308145002,17.8,1015.9,30,154,1.0,0.5,10024.3
58921,20230308145002,17.6,1003.7,55,47,2.6,0.2,10101.0
58926,20230308145002,2.8,1005.4,7,288,4.3,0.5,10424.3
58927,20230308145002,10.4,1017.5,41,36,5.8,1.2,10363.5
58931,20230308145002,22.3,1012.7,89,86,1.8,1.4,10123.9
58933,20230308145002,15.2,1019.0,24,337,8.0,0.1,10043.9
58936,20230308145002,22.7,1000.4,90,354,3.3,0.3,10061.2
58944,20230308145002,28.4,1014.7,69,17,9.4,1.2,10405.0
59113,20230308145002,34.4,1022.4,37,88,9.3,0.0,10065.2
59126,20230308145002,7.6,1015.9,40,111,11.0,1.4,10281.6
59133,20230308145002,20.9,1007.4,66,310,11.3,0.6,10365.8
59134,20230308145002,17.7,1023.6,100,36,12.5,1.5,10456.0
59321,20230308145002,19.5,1003.9,91,213,0.6,0.2,10119.3
52323,20230308145002,30.6,1016.3,60,31,9.7,1.0,10468.4
52418,20230308145002,2.2,1020.8,64,51,5.9,0.8,10093.2
52424,20230308145002,26.3,1026.4,91,251,4.5,1.3,10319.8
52436,20230308145002,29.6,1003.5,77,201,9.1,0.7,10460.3
52446,20230308145002,29.8,1025.3,80,317,14.8,1.4,10198.7
52447,20230308145002,11.4,1025.7,16,145,0.2,1.0,10062.1
52533,20230308145002,6.1,1006.0,63,135,5.1,0.0,10261.1
52546,20230308145002,18.4,1004.3,11,190,10.5,0.7,10173.2
52652,20230308145002,14.0,1009.6,78,204,9.9,0.8,10429.3
52661,20230308145002,33.2,1014.7,7,66,3.6,0.1,10140.2
52674,20230308145002,25.4,1002.6,13,61,1.3,0.7,10265.4
52679,20230308145002,17.7,1002.4,100,145,2.5,1.0,10175.8
52681,20230308145002,12.7,1020.9,100,87,5.5,1.3,10415.4
52787,20230308145002,31.4,1023.2,70,266,3.4,0.3,10314.9
52797,20230308145002,25.0,1014.6,57,70,9.9,0.0,10195.8
52884,20230308145002,16.4,1010.8,53,260,7.5,1.5,10091.6
52895,20230308145002,16.0,1022.3,34,170,1.2,0.5,10226.3
52983,20230308145002,15.5,1022.4,87,56,10.1,0.3,10386.0
52984,20230308145002,30.5,1007.1,88,40,7.9,0.7,10325.8
52986,20230308145002,13.1,1018.8,35,104,0.7,1.0,10233.3
52996,20230308145002,24.7,1011.0,74,234,0.3,1.5,10387.5
53821,20230308145002,20.6,1005.4,27,359,11.0,0.4,10321.5
53915,20230308145002,2.9,1016.0,3,1,5.3,0.9,10482.7
53923,20230308145002,32.8,1021.4,86,333,14.7,1.1,10243.9
56074,20230308145002,6.8,1021.5,86,340,0.2,1.1,10297.1
56080,20230308145002,4.5,1019.3,92,177,11.4,0.1,10249.0
56093,20230308145002,5.9,1019.2,85,97,0.4,0.2,10428.1
56096,20230308145002,30.3,1019.7,54,271,1.3,0.6,10156.9
57014,20230308145002,26.0,1017.3,67,209,7.3,1.2,10475.3
57996,20230308145002,5.2,1020.3,85,35,8.3,1.5,10136.1
59072,20230308145002,35.0,1007.2,82,211,2.9,0.6,10413.9
59082,20230308145002,31.8,1019.4,100,322,3.4,1.2,10428.6
59087,20230308145002,8.9,1023.9,91,50,10.8,0.1,10489.2
59088,20230308145002,11.6,1000.8,91,331,12.6,1.4,10376.6
59096,20230308145002,11.0,1006.4,63,316,0.1,0.0,10053.3
59097,20230308145002,10.3,1006.2,88,347,1.8,0.3,10444.4
59107,20230308145002,26.2,1004.4,95,242,3.4,1.3,10449.8
59116,20230308145002,34.9,1004.6,93,337,10.9,1.0,10395.0
59117,20230308145002,23.3,1012.6,87,316,11.7,1.3,10479.1
59271,20230308145002,27.2,1009.8,84,4,10.7,1.0,10198.0
59278,20230308145002,2.9,1000.7,85,20,14.9,1.0,10389.8
59280,20230308145002,25.0,1014.0,47,309,6.3,1.1,10138.4
59287,20230308145002,20.6,1020.0,96,151,8.6,1.3,10491.6
59289,20230308145002,14.4,1011.2,64,155,2.7,1.0,10205.2
59293,20230308145002,2.6,1013.7,3,252,12.6,0.2,10404.0
59294,20230308145002,14.3,1002.7,27,150,13.4,0.0,10371.8
59298,20230308145002,16.2,1012.3,99,242,13.9,0.5,10385.7
59303,20230308145002,10.0,1009.8,94,173,1.3,0.9,10472.0
59304,20230308145002,29.2,1004.5,41,47,7.2,0.6,10214.1
59306,20230308145002,17.5,1007.1,84,226,14.8,0.1,10149.7
59310,20230308145002,1.0,1003.8,81,172,14.7,0.6,10317.9
59316,20230308145002,11.0,1010.0,94,165,10.6,0.6,10304.2
