站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230308144922,1.6,1022.1,14,234,13.9,0.4,10326.3
58102,20230308144922,24.9,1021.9,91,247,3.4,1.0,10234.1
58118,20230308144922,32.3,1010.5,84,351,12.2,0.1,10073.0
58122,20230308144922,12.3,1023.6,27,306,13.2,1.2,10331.4
58203,20230308144922,7.1,1004.7,33,222,0.0,0.9,10119.9
58215,20230308144922,5.3,1006.9,14,195,12.0,1.5,10102.8
58221,20230308144922,6.4,1009.7,41,242,3.3,0.7,10248.3
58225,20230308144922,26.7,1000.8,72,208,0.6,0.9,10168.2
58236,20230308144922,34.8,1025.9,29,76,10.1,0.1,10304.1
58311,20230308144922,22.3,1005.3,60,157,2.4,0.8,10215.0
58314,20230308144922,16.8,1019.2,59,179,14.5,0.6,10163.3
58319,20230308144922,31.7,1008.2,87,339,9.5,0.5,10064.0
58321,20230308144922,8.8,1024.4,14,112,2.8,0.1,10084.6
58326,20230308144922,7.4,1007.4,32,126,11.5,0.2,10482.6
58336,20230308144922,25.9,1008.3,81,104,9.0,0.6,10359.3
58338,20230308144922,2.9,1016.6,69,29,1.8,1.4,10257.6
58414,20230308144922,25.0,1017.3,48,320,12.7,0.8,10415.3
58419,20230308144922,23.0,1018.1,6,59,11.2,1.2,10391.5
58424,20230308144922,11.0,1005.8,14,359,14.1,0.9,10137.3
58429,20230308144922,13.7,1016.8,43,263,7.4,1.0,10293.1
58436,20230308144922,26.8,1007.8,6,311,3.8,0.9,10395.0
58437,20230308144922,20.7,1015.7,48,103,7.3,1.2,10414.0
58520,20230308144922,26.5,1005.5,41,337,7.1,0.1,10208.5
58531,20230308144922,29.9,1011.1,44,308,3.1,0.1,10212.4
54406,20230308144922,1.7,1021.9,70,213,7.0,1.4,10352.8
54416,20230308144922,13.8,1011.9,100,184,14.7,0.2,10085.5
54511,20230308144922,11.6,1009.3,62,300,9.3,1.3,10377.0
58725,20230308144922,10.7,1014.1,67,279,0.4,1.4,10344.4
58730,20230308144922,11.1,1013.2,4,216,4.9,0.0,10269.1
58731,20230308144922,25.7,1022.4,18,159,12.8,0.4,10104.9
58734,20230308144922,33.2,1005.9,55,60,6.7,0.8,10485.1
58737,20230308144922,9.6,1024.1,91,219,2.8,1.3,10215.2
58744,20230308144922,6.9,1001.4,91,142,6.8,1.3,10210.7
58754,20230308144922,33.6,1023.3,20,348,11.7,0.4,10400.6
58818,20230308144922,15.6,1016.7,76,235,11.9,1.0,10287.2
58820,20230308144922,4.2,1023.8,36,1,2.1,0.6,10477.5
58834,20230308144922,27.5,1011.5,92,336,5.6,1.3,10345.4
58837,20230308144922,13.9,1014.4,30,294,9.9,0.8,10306.0
58843,20230308144922,22.6,1018.7,3,265,8.9,1.0,10287.0
58846,20230308144922,10.7,1002.5,16,177,6.0,1.1,10111.7
58847,20230308144922,17.7,1019.6,32,273,6.8,1.5,10354.0
58911,20230308144922,1.9,1017.3,80,338,3.7,0.4,10018.0
58918,20230308144922,2.3,1008.9,28,6,4.6,0.1,10226.1
58921,20230308144922,10.9,1006.1,13,28,2.1,0.0,10320.6
58926,20230308144922,4.2,1020.8,48,283,1.6,1.5,10465.8
58927,20230308144922,26.4,1012.4,18,290,6.4,0.4,10125.5
58931,20230308144922,9.4,1003.9,6,162,7.0,0.0,10186.1
58933,20230308144922,12.9,1015.0,22,47,12.7,0.5,10448.6
