站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404191336,20.9,1008.2,99,193,5.1,0.8,10064.3
58102,20230404191336,27.6,1003.5,14,118,2.0,0.6,10089.8
58118,20230404191336,28.9,1011.3,40,115,5.9,0.5,10251.6
58122,20230404191336,6.9,1008.5,96,60,9.3,0.4,10163.6
58203,20230404191336,31.0,1000.4,17,346,0.3,1.0,10266.1
58215,20230404191336,10.2,1021.4,6,8,13.1,1.0,10031.5
58221,20230404191336,34.0,1014.3,46,267,14.7,0.1,10062.8
58225,20230404191336,29.6,1023.9,53,96,0.7,0.3,10296.5
58236,20230404191336,20.0,1006.1,72,16,12.0,1.5,10341.6
58311,20230404191336,34.5,1008.1,15,140,6.7,0.7,10408.2
58314,20230404191336,30.9,1007.1,27,162,13.2,0.4,10446.7
58319,20230404191336,30.6,1004.9,33,267,3.5,1.2,10496.9
58321,20230404191336,1.2,1012.5,45,157,3.7,1.5,10316.1
58326,20230404191336,3.5,1019.5,28,235,1.1,1.4,10006.3
58336,20230404191336,6.6,1014.8,8,238,5.7,1.3,10306.1
58338,20230404191336,19.5,1005.7,11,130,1.8,0.2,10104.5
58414,20230404191336,21.3,1018.7,46,358,1.7,0.9,10227.9
58419,20230404191336,22.2,1009.4,81,204,6.1,0.8,10337.6
58424,20230404191336,13.5,1008.7,67,262,11.7,0.1,10071.4
58429,20230404191336,15.6,1014.3,62,115,1.8,1.1,10452.7
58436,20230404191336,21.0,1018.4,48,232,10.1,1.2,10206.4
58437,20230404191336,31.5,1022.6,39,285,3.7,0.3,10445.0
58520,20230404191336,17.1,1021.9,93,133,8.1,1.4,10461.4
58531,20230404191336,3.9,1008.8,10,95,14.4,1.4,10016.8
54406,20230404191336,26.8,1017.1,29,332,6.7,0.3,10322.3
54416,20230404191336,20.0,1012.4,89,92,5.0,0.6,10029.6
54511,20230404191336,16.9,1012.2,12,230,2.8,0.3,10416.6
58725,20230404191336,0.7,1008.9,93,218,9.9,0.1,10044.0
58730,20230404191336,15.7,1009.5,76,29,7.3,0.3,10299.3
58731,20230404191336,34.8,1020.2,8,204,5.1,0.3,10380.9
58734,20230404191336,21.0,1013.5,26,315,12.5,0.4,10233.4
58737,20230404191336,6.3,1017.2,54,53,5.6,0.5,10010.4
58744,20230404191336,10.5,1025.5,9,83,2.6,1.1,10408.2
58754,20230404191336,27.0,1001.6,27,112,2.5,0.9,10272.8
58818,20230404191336,15.3,1014.9,13,244,1.0,1.4,10500.0
58820,20230404191336,32.4,1002.3,70,288,2.0,1.4,10323.4
58834,20230404191336,5.9,1007.0,29,208,2.0,1.2,10182.1
58837,20230404191336,20.2,1012.4,8,176,1.7,1.4,10066.7
58843,20230404191336,15.6,1014.6,98,343,0.6,0.9,10070.5
58846,20230404191336,34.0,1016.6,40,203,3.0,1.2,10266.7
58847,20230404191336,23.7,1010.8,50,81,5.3,1.3,10033.1
58911,20230404191336,13.0,1001.9,13,322,9.0,0.7,10216.7
58918,20230404191336,2.3,1017.5,11,269,7.7,1.5,10155.6
58921,20230404191336,29.9,1016.4,34,331,2.2,0.4,10063.0
58926,20230404191336,30.4,1001.5,50,335,7.0,0.2,10060.9
58927,20230404191336,13.2,1025.1,10,188,9.2,0.5,10253.2
58931,20230404191336,10.1,1012.2,93,349,14.8,0.3,10370.9
58933,20230404191336,23.2,1023.7,16,0,8.1,0.0,10120.5
58936,20230404191336,21.5,1018.7,70,238,1.4,1.0,10318.4
58944,20230404191336,17.7,1006.4,54,109,4.5,1.4,10443.4
59113,20230404191336,6.6,1012.0,81,131,2.8,0.8,10068.5
59126,20230404191336,3.0,1011.0,55,145,4.0,1.0,10031.1
59133,20230404191336,19.6,1012.2,81,157,0.1,0.5,10426.7
59134,20230404191336,17.1,1009.4,54,31,13.8,1.5,10302.9
59321,20230404191336,17.2,1023.6,19,184,0.9,0.6,10309.4
52323,20230404191336,5.0,1018.7,12,107,0.0,1.4,10445.5
