站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404190621,9.3,1003.1,53,101,2.0,0.0,10446.7
58102,20230404190621,9.9,1011.2,7,105,1.3,1.0,10192.3
58118,20230404190621,4.6,1016.8,45,221,5.2,1.3,10329.7
58122,20230404190621,12.2,1026.3,59,344,2.9,0.6,10371.8
58203,20230404190621,23.4,1002.5,28,210,6.2,0.3,10462.3
58215,20230404190621,15.5,1014.8,88,18,8.0,0.1,10377.3
58221,20230404190621,19.0,1011.3,87,264,5.8,0.2,10003.2
58225,20230404190621,0.2,1019.1,88,5,12.5,0.5,10212.2
58236,20230404190621,6.8,1012.4,68,23,12.5,1.4,10053.4
58311,20230404190621,32.9,1006.5,50,185,7.8,0.0,10061.1
58314,20230404190621,8.4,1022.6,52,356,4.6,0.5,10233.6
58319,20230404190621,9.7,1020.2,18,117,5.1,0.8,10097.5
58321,20230404190621,30.9,1001.8,25,314,4.5,1.1,10355.6
58326,20230404190621,28.7,1023.2,15,101,6.2,0.4,10255.1
58336,20230404190621,20.1,1010.2,22,133,3.6,0.1,10456.1
58338,20230404190621,21.2,1001.7,34,111,13.2,1.4,10142.3
58414,20230404190621,15.3,1023.1,45,21,1.1,0.8,10283.4
58419,20230404190621,14.9,1022.2,45,128,14.9,0.2,10417.4
58424,20230404190621,15.6,1022.9,28,6,12.7,0.5,10494.0
58429,20230404190621,22.0,1007.4,25,259,13.6,0.9,10080.9
58436,20230404190621,6.4,1008.9,53,143,11.7,0.8,10275.9
58437,20230404190621,8.1,1013.1,60,237,12.8,0.3,10112.2
58520,20230404190621,33.2,1005.6,56,234,4.0,1.5,10432.3
58531,20230404190621,14.4,1008.9,65,344,1.0,0.8,10028.9
54406,20230404190621,21.0,1008.6,76,129,5.7,0.7,10422.0
54416,20230404190621,34.4,1011.5,38,56,9.1,0.8,10289.8
54511,20230404190621,5.5,1004.1,12,70,12.2,1.5,10077.2
58725,20230404190621,11.1,1015.7,97,254,3.8,0.4,10051.1
58730,20230404190621,1.0,1008.9,3,58,14.7,0.1,10070.7
58731,20230404190621,15.4,1014.6,93,183,8.1,0.1,10457.2
58734,20230404190621,30.9,1018.9,38,227,13.5,0.8,10461.8
58737,20230404190621,32.7,1025.7,46,142,12.1,0.1,10357.1
58744,20230404190621,13.3,1019.9,27,123,0.5,0.5,10332.7
58754,20230404190621,23.1,1007.8,34,250,11.5,1.3,10340.2
58818,20230404190621,16.4,1014.1,38,293,3.8,1.4,10342.5
58820,20230404190621,24.9,1005.5,22,325,14.4,1.0,10370.8
58834,20230404190621,14.4,1020.5,68,259,6.6,0.1,10211.7
58837,20230404190621,20.3,1022.7,58,207,13.1,1.4,10006.1
58843,20230404190621,0.1,1011.3,36,298,2.6,1.3,10448.7
58846,20230404190621,22.0,1015.9,97,200,7.6,0.2,10452.2
58847,20230404190621,23.1,1017.6,37,141,9.8,0.7,10413.8
58911,20230404190621,10.1,1015.1,16,295,2.1,0.4,10121.3
58918,20230404190621,18.3,1012.7,53,112,3.5,0.3,10045.0
58921,20230404190621,10.1,1011.2,27,268,1.4,0.3,10351.7
58926,20230404190621,34.2,1024.8,98,303,13.1,0.1,10152.7
58927,20230404190621,20.9,1010.8,78,4,3.6,0.4,10264.7
