站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230308145042,28.0,1019.2,74,258,11.3,0.8,10430.5
58102,20230308145042,22.0,1020.7,98,79,14.8,0.6,10191.4
58118,20230308145042,1.2,1000.3,50,94,13.7,0.0,10197.0
58122,20230308145042,34.0,1019.2,32,71,3.7,0.4,10152.5
58203,20230308145042,31.5,1021.6,85,53,0.1,0.5,10031.1
58215,20230308145042,28.3,1004.1,72,44,12.3,1.2,10144.8
58221,20230308145042,4.3,1023.0,24,80,0.0,0.1,10295.2
58225,20230308145042,31.1,1022.0,73,183,3.2,1.1,10055.3
58236,20230308145042,26.8,1002.5,18,25,3.8,1.3,10451.9
58311,20230308145042,7.8,1004.6,63,288,4.7,0.1,10110.1
58314,20230308145042,9.0,1000.9,1,95,9.1,1.2,10355.9
58319,20230308145042,18.4,1009.6,90,160,4.6,1.3,10079.7
58321,20230308145042,5.6,1001.8,64,342,2.5,0.4,10491.7
58326,20230308145042,5.7,1017.9,51,125,14.7,1.2,10324.0
58336,20230308145042,32.9,1019.8,50,228,5.2,0.2,10075.5
58338,20230308145042,4.7,1013.1,71,256,7.9,0.7,10295.1
58414,20230308145042,23.0,1003.9,13,196,9.4,1.5,10172.8
58419,20230308145042,11.9,1021.3,12,174,4.4,0.9,10335.1
58424,20230308145042,12.8,1014.6,57,257,12.4,0.2,10448.2
58429,20230308145042,19.8,1007.8,21,333,3.6,1.0,10083.6
58436,20230308145042,29.2,1020.8,78,142,7.7,1.4,10320.2
58437,20230308145042,7.3,1023.2,63,12,2.7,0.9,10037.2
58520,20230308145042,1.8,1007.3,71,74,11.4,0.6,10249.2
58531,20230308145042,14.3,1001.9,61,60,9.4,0.0,10067.5
54406,20230308145042,33.2,1002.9,7,147,12.7,0.4,10180.6
54416,20230308145042,2.8,1000.6,94,209,9.3,0.3,10478.2
54511,20230308145042,10.4,1017.2,53,176,12.0,1.4,10480.9
58725,20230308145042,3.7,1009.5,67,187,3.7,0.7,10345.8
58730,20230308145042,15.9,1003.6,94,96,3.6,0.8,10290.8
58731,20230308145042,33.2,1009.1,58,134,6.2,0.2,10325.1
58734,20230308145042,20.9,1012.2,82,230,4.1,1.3,10070.7
58737,20230308145042,18.0,1007.7,91,359,10.9,0.0,10032.7
58744,20230308145042,32.3,1026.2,27,150,14.9,0.4,10351.7
58754,20230308145042,6.3,1002.7,14,294,5.8,0.7,10350.1
58818,20230308145042,23.4,1013.3,89,27,8.3,0.1,10219.9
58820,20230308145042,29.8,1020.9,38,136,1.1,1.1,10313.2
58834,20230308145042,7.6,1005.0,63,101,12.5,1.2,10180.3
58837,20230308145042,10.6,1006.0,2,331,13.2,1.0,10445.1
58843,20230308145042,12.2,1009.7,99,122,11.3,1.0,10013.0
58846,20230308145042,16.3,1004.5,1,290,6.1,0.9,10006.2
58847,20230308145042,25.0,1022.1,95,146,0.3,0.4,10278.5
58911,20230308145042,17.0,1001.4,71,132,1.1,0.3,10432.5
58918,20230308145042,2.8,1025.8,86,258,12.7,0.7,10319.9
58921,20230308145042,12.0,1024.1,96,76,7.8,1.1,10329.3
58926,20230308145042,23.5,1017.9,19,143,0.0,1.2,10338.5
58927,20230308145042,17.5,1002.5,30,274,12.6,1.1,10131.9
58931,20230308145042,26.4,1011.8,55,265,11.3,1.5,10410.9
58933,20230308145042,8.1,1013.4,30,31,9.5,1.2,10247.2
58936,20230308145042,23.6,1019.4,31,64,10.5,0.4,10308.1
58944,20230308145042,31.9,1006.7,37,242,4.2,0.1,10313.8
59113,20230308145042,2.8,1010.7,36,319,9.0,0.9,10064.8
59126,20230308145042,25.8,1023.7,22,285,5.8,1.4,10197.6
59133,20230308145042,2.2,1015.6,49,40,14.7,0.2,10284.6
59134,20230308145042,22.5,1001.6,72,319,4.8,1.5,10110.1
59321,20230308145042,34.0,1026.2,71,62,9.6,0.1,10001.6
52323,20230308145042,20.5,1012.8,71,283,8.2,1.1,10257.2
52418,20230308145042,1.8,1004.0,18,157,12.1,1.3,10244.1
52424,20230308145042,21.4,1016.9,74,32,8.0,1.2,10409.5
52436,20230308145042,32.4,1008.0,6,232,8.4,0.7,10182.2
52446,20230308145042,4.8,1023.4,13,28,8.4,1.0,10150.8
52447,20230308145042,4.7,1014.6,53,20,2.1,0.5,10298.8
52533,20230308145042,1.5,1017.3,87,335,3.7,0.3,10044.6
52546,20230308145042,24.8,1023.5,72,102,6.2,0.0,10242.6
52652,20230308145042,20.4,1011.0,14,297,13.9,0.1,10420.9
52661,20230308145042,18.2,1005.5,10,13,8.6,1.3,10210.6
52674,20230308145042,8.7,1009.2,63,84,7.2,0.8,10057.9
