站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404191236,34.8,1020.5,30,305,7.1,0.4,10419.3
58102,20230404191236,8.5,1020.4,26,11,9.4,0.1,10151.5
58118,20230404191236,30.8,1017.4,19,243,3.9,0.7,10070.8
58122,20230404191236,21.4,1025.3,44,188,3.4,0.7,10369.4
58203,20230404191236,10.5,1016.2,36,299,13.2,1.2,10327.2
58215,20230404191236,32.5,1026.3,53,329,3.3,0.1,10380.9
58221,20230404191236,20.9,1006.1,8,329,11.5,0.9,10031.2
58225,20230404191236,0.2,1021.0,19,260,13.8,0.5,10112.3
58236,20230404191236,29.8,1006.0,14,78,8.4,0.4,10416.9
58311,20230404191236,1.4,1002.6,74,105,14.5,0.2,10173.7
58314,20230404191236,12.4,1018.2,60,79,8.0,0.2,10469.5
58319,20230404191236,1.9,1002.0,6,4,6.6,1.5,10208.8
58321,20230404191236,3.7,1003.1,5,129,2.3,0.9,10308.5
58326,20230404191236,1.8,1022.8,69,257,3.4,0.5,10095.0
58336,20230404191236,25.5,1000.1,21,71,2.9,0.3,10091.3
58338,20230404191236,11.6,1016.9,12,19,9.7,0.4,10380.3
58414,20230404191236,28.7,1001.6,20,171,12.8,0.7,10482.5
58419,20230404191236,5.2,1023.2,32,221,11.0,0.3,10378.7
58424,20230404191236,30.7,1021.8,93,308,6.6,0.5,10290.9
58429,20230404191236,29.1,1006.9,12,309,14.4,0.2,10258.1
58436,20230404191236,33.8,1016.6,84,148,8.4,0.6,10392.8
58437,20230404191236,18.3,1011.2,85,108,12.1,0.7,10042.8
58520,20230404191236,14.8,1015.2,21,129,6.0,0.8,10077.6
58531,20230404191236,19.5,1001.5,98,296,12.0,1.2,10249.8
54406,20230404191236,5.2,1018.5,6,91,7.8,1.2,10309.8
54416,20230404191236,9.6,1004.7,51,179,2.1,1.0,10117.8
54511,20230404191236,16.3,1026.0,29,336,1.7,0.8,10082.2
58725,20230404191236,18.0,1012.1,16,157,3.8,0.0,10058.2
58730,20230404191236,24.9,1008.0,71,256,11.2,1.5,10392.6
58731,20230404191236,34.9,1005.3,59,74,10.7,0.9,10102.7
58734,20230404191236,15.5,1001.0,33,353,4.7,0.5,10466.7
58737,20230404191236,31.7,1011.6,8,27,12.2,1.0,10301.1
58744,20230404191236,19.2,1017.1,91,153,6.3,0.1,10363.0
58754,20230404191236,23.8,1010.6,90,245,5.2,0.0,10077.3
58818,20230404191236,13.5,1011.1,6,190,5.8,0.2,10392.8
58820,20230404191236,3.7,1020.1,17,244,6.2,0.3,10081.5
58834,20230404191236,29.7,1017.2,30,352,13.4,1.5,10488.2
58837,20230404191236,14.9,1001.7,28,163,1.9,0.1,10323.2
