站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230308145022,3.4,1018.7,87,213,1.6,0.7,10025.5
58102,20230308145022,34.7,1015.7,11,75,5.1,0.0,10262.6
58118,20230308145022,13.9,1023.2,74,38,11.4,0.4,10158.3
58122,20230308145022,20.3,1005.7,31,70,6.4,1.1,10234.6
58203,20230308145022,35.0,1013.9,89,121,6.8,0.7,10448.6
58215,20230308145022,34.3,1016.4,25,276,6.1,1.1,10429.7
58221,20230308145022,9.7,1018.9,17,48,5.4,1.3,10058.8
58225,20230308145022,26.4,1012.4,45,330,11.9,1.0,10366.7
58236,20230308145022,25.9,1007.9,24,337,1.8,0.3,10174.2
58311,20230308145022,8.2,1004.0,45,254,7.5,0.9,10345.9
58314,20230308145022,12.4,1002.3,47,339,11.7,0.2,10467.5
58319,20230308145022,26.8,1016.9,18,143,3.5,0.9,10087.3
58321,20230308145022,4.7,1024.9,87,223,14.9,1.3,10369.8
58326,20230308145022,26.1,1000.0,91,28,11.5,1.1,10237.1
58336,20230308145022,7.0,1022.8,30,139,1.6,0.7,10176.3
58338,20230308145022,16.7,1018.9,10,229,14.5,0.2,10426.0
58414,20230308145022,27.2,1018.3,99,281,8.4,0.1,10148.6
58419,20230308145022,18.6,1012.3,38,115,12.5,0.4,10134.7
58424,20230308145022,32.5,1001.5,3,303,7.3,1.5,10134.3
58429,20230308145022,11.0,1002.3,45,266,14.9,0.1,10008.4
58436,20230308145022,31.0,1024.3,41,220,2.6,1.0,10101.7
58437,20230308145022,13.2,1007.2,7,156,12.6,0.0,10487.4
58520,20230308145022,21.9,1024.4,72,4,8.9,0.1,10350.7
58531,20230308145022,24.1,1019.9,47,25,1.4,0.7,10229.8
54406,20230308145022,5.8,1023.6,20,150,8.2,1.5,10449.8
54416,20230308145022,12.4,1013.1,65,263,7.9,0.6,10432.4
54511,20230308145022,28.4,1011.1,76,80,4.0,1.0,10096.5
58725,20230308145022,22.0,1017.1,90,155,7.7,1.5,10459.7
58730,20230308145022,10.3,1008.6,85,7,12.5,1.1,10278.5
58731,20230308145022,6.4,1017.4,61,269,1.5,0.8,10411.5
58734,20230308145022,14.3,1025.1,66,103,11.5,1.2,10095.3
58737,20230308145022,32.7,1010.6,74,269,1.4,1.4,10020.6
58744,20230308145022,9.8,1019.4,90,55,7.8,1.3,10135.8
58754,20230308145022,31.4,1022.8,13,342,14.4,0.4,10204.0
58818,20230308145022,10.2,1014.1,77,118,4.4,0.9,10192.2
58820,20230308145022,12.0,1001.6,78,7,7.9,0.2,10258.6
58834,20230308145022,30.9,1019.4,45,117,6.4,0.1,10028.8
58837,20230308145022,11.2,1007.5,20,37,9.0,1.5,10162.8
58843,20230308145022,6.6,1002.8,95,86,0.1,0.7,10310.2
