站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230403211715,17.4,1019.6,8,212,13.3,0.3,10183.2
58102,20230403211715,7.8,1002.1,74,170,7.2,0.1,10152.6
58118,20230403211715,23.7,1025.2,6,319,1.3,1.4,10389.9
58122,20230403211715,12.6,1015.7,77,172,9.3,0.1,10275.4
58203,20230403211715,34.0,1015.5,60,145,12.8,0.6,10013.3
58215,20230403211715,22.0,1010.5,23,161,13.6,0.7,10466.6
58221,20230403211715,10.7,1023.3,27,138,7.2,0.4,10076.7
58225,20230403211715,10.1,1002.8,78,218,12.0,0.9,10165.5
58236,20230403211715,31.3,1009.1,47,275,7.3,1.0,10403.9
58311,20230403211715,3.9,1023.9,82,124,0.4,0.4,10238.3
58314,20230403211715,19.2,1000.0,70,273,8.0,1.1,10317.1
58319,20230403211715,3.3,1022.4,93,359,1.8,0.5,10306.2
58321,20230403211715,1.0,1012.0,5,178,7.8,0.3,10488.1
58326,20230403211715,19.3,1005.6,39,194,8.5,0.3,10395.8
58336,20230403211715,13.0,1004.7,48,214,3.3,1.2,10381.5
58338,20230403211715,14.0,1017.7,63,198,14.3,0.6,10049.2
58414,20230403211715,8.1,1020.1,40,306,10.1,1.5,10159.1
58419,20230403211715,10.5,1014.8,50,82,10.9,0.3,10045.9
58424,20230403211715,33.6,1008.9,7,149,3.8,0.5,10362.7
58429,20230403211715,4.7,1013.7,64,177,3.6,1.3,10402.9
58436,20230403211715,22.1,1002.2,66,355,0.8,0.4,10124.0
58437,20230403211715,19.1,1019.1,66,152,0.0,0.2,10203.2
58520,20230403211715,14.5,1022.4,15,146,11.3,0.0,10314.5
58531,20230403211715,10.0,1014.2,72,245,9.9,0.6,10026.0
54406,20230403211715,18.4,1012.3,70,179,14.5,0.2,10304.5
54416,20230403211715,27.6,1005.2,68,186,9.4,0.4,10435.5
54511,20230403211715,15.5,1015.3,85,37,0.2,1.0,10460.3
58725,20230403211715,13.1,1000.7,12,221,10.0,0.2,10328.9
58730,20230403211715,19.0,1008.0,61,49,13.4,0.5,10074.7
58731,20230403211715,18.0,1003.8,23,275,6.0,0.5,10082.1
58734,20230403211715,22.7,1002.3,13,112,2.3,1.2,10422.1
58737,20230403211715,13.8,1010.4,27,125,2.1,0.5,10174.5
58744,20230403211715,14.8,1010.9,17,193,9.4,0.4,10361.4
58754,20230403211715,6.3,1022.0,71,80,12.8,0.8,10370.0
58818,20230403211715,19.4,1025.0,49,177,5.8,0.8,10168.2
58820,20230403211715,31.9,1022.9,64,241,0.8,0.5,10426.8
58834,20230403211715,2.3,1007.6,78,143,10.5,1.4,10252.0
58837,20230403211715,31.1,1018.9,39,112,3.4,0.8,10126.0
58843,20230403211715,33.1,1005.9,40,335,8.9,0.3,10357.2
58846,20230403211715,17.8,1012.3,54,272,0.9,0.9,10200.5
58847,20230403211715,27.2,1013.3,6,338,3.9,0.2,10298.9
58911,20230403211715,9.1,1008.0,78,88,10.5,1.1,10133.1
58918,20230403211715,19.7,1018.2,73,286,13.1,1.1,10095.5
58921,20230403211715,3.8,1019.5,18,171,5.0,1.4,10286.5
58926,20230403211715,19.7,1018.9,51,8,0.0,0.7,10298.8
58927,20230403211715,15.4,1003.6,81,228,7.2,1.4,10319.6
58931,20230403211715,3.4,1021.7,17,292,10.5,1.2,10243.6
58933,20230403211715,19.8,1004.3,44,201,0.5,1.2,10490.2
58936,20230403211715,20.9,1002.3,89,107,2.4,0.6,10400.2
58944,20230403211715,26.7,1008.2,28,296,13.9,0.3,10095.9
59113,20230403211715,9.2,1006.4,93,342,14.7,1.2,10417.4
59126,20230403211715,6.7,1017.5,46,112,10.3,1.2,10378.7
59133,20230403211715,27.4,1004.6,39,276,3.4,1.4,10223.6
59134,20230403211715,0.1,1011.1,37,15,11.8,1.1,10142.7
59321,20230403211715,7.8,1019.2,8,114,9.2,1.1,10405.6
52323,20230403211715,25.1,1025.9,84,235,1.1,0.8,10238.7
52418,20230403211715,27.9,1009.0,94,274,12.3,0.3,10099.3
52424,20230403211715,10.3,1007.1,32,328,8.2,1.1,10197.8
52436,20230403211715,29.8,1014.2,7,322,10.4,0.9,10287.9
52446,20230403211715,19.4,1022.6,6,119,2.5,0.8,10277.5
52447,20230403211715,8.5,1022.2,23,112,4.3,0.3,10174.3
52533,20230403211715,13.6,1007.3,74,76,10.9,0.8,10325.5
52546,20230403211715,22.6,1014.5,100,47,0.7,0.1,10386.2
52652,20230403211715,3.8,1017.7,51,322,13.8,1.2,10087.4
52661,20230403211715,1.7,1011.8,37,3,2.3,0.2,10013.1
52674,20230403211715,33.3,1023.0,38,44,2.5,0.7,10259.9
52679,20230403211715,1.8,1020.4,9,161,9.5,1.5,10467.6
52681,20230403211715,19.0,1018.1,42,138,8.8,0.8,10452.0
52787,20230403211715,17.9,1008.2,84,313,0.2,0.3,10139.6
52797,20230403211715,16.0,1002.0,4,23,5.7,0.5,10219.8
52884,20230403211715,12.5,1023.1,41,330,7.5,0.1,10414.2
52895,20230403211715,14.1,1011.5,32,107,12.7,0.4,10196.8
52983,20230403211715,13.5,1017.3,79,36,2.0,0.1,10469.3
52984,20230403211715,23.7,1020.0,39,190,1.7,0.9,10378.2
52986,20230403211715,20.9,1005.6,75,269,4.2,0.6,10169.7
52996,20230403211715,32.6,1020.2,31,332,7.8,0.5,10186.2
53821,20230403211715,25.0,1013.5,70,52,10.8,0.7,10097.4
53915,20230403211715,2.5,1022.8,63,136,5.0,0.8,10490.5
53923,20230403211715,4.3,1024.5,5,223,3.2,0.6,10377.2
56074,20230403211715,33.6,1025.2,33,176,1.6,0.7,10484.2
56080,20230403211715,16.6,1021.5,13,261,2.0,0.9,10266.7
56093,20230403211715,20.1,1012.8,47,332,4.8,0.0,10323.7
56096,20230403211715,17.9,1018.0,79,337,0.6,1.5,10071.6
57014,20230403211715,20.7,1020.5,14,156,1.4,0.2,10253.9
57996,20230403211715,12.1,1022.0,7,35,14.5,1.4,10397.9
59072,20230403211715,17.5,1009.6,56,257,13.9,0.5,10205.6
59082,20230403211715,21.7,1003.9,30,187,2.4,1.1,10402.2
59087,20230403211715,11.1,1005.7,65,82,1.0,1.0,10360.8
59088,20230403211715,20.1,1003.0,57,25,4.5,0.6,10139.1
59096,20230403211715,5.8,1003.1,15,78,9.2,0.9,10380.3
59097,20230403211715,18.4,1025.4,17,192,9.0,1.3,10021.7
59107,20230403211715,34.6,1024.5,64,347,14.9,1.2,10166.6
59116,20230403211715,17.4,1015.2,62,86,14.2,0.1,10276.1
59117,20230403211715,29.5,1007.1,29,137,6.7,0.2,10073.5
59271,20230403211715,18.4,1016.3,44,53,14.0,0.4,10334.2
59278,20230403211715,32.3,1015.7,78,217,6.2,0.9,10344.8
59280,20230403211715,6.3,1021.8,68,273,8.7,0.0,10352.8
59287,20230403211715,0.7,1020.0,56,356,7.8,0.3,10382.1
59289,20230403211715,29.2,1020.3,34,267,4.3,0.5,10384.1
59293,20230403211715,11.5,1016.4,20,106,9.8,0.8,10315.0
59294,20230403211715,9.0,1004.6,13,27,1.6,0.3,10401.8
59298,20230403211715,28.6,1022.7,65,174,0.4,0.3,10478.5
59303,20230403211715,6.2,1009.1,49,40,3.4,0.5,10242.6
59304,20230403211715,8.8,1025.2,93,185,5.3,0.3,10475.0
59306,20230403211715,31.4,1012.7,100,35,0.3,0.7,10021.0
59310,20230403211715,0.9,1013.8,47,77,10.2,0.6,10250.2
59316,20230403211715,6.0,1022.3,15,23,9.2,1.4,10425.4
59317,20230403211715,5.4,1003.3,64,338,6.0,1.5,10125.6
59324,20230403211715,34.5,1018.1,60,288,8.3,0.6,10213.9
59456,20230403211715,10.5,1006.4,30,112,1.9,0.3,10196.6
59462,20230403211715,34.6,1025.0,3,10,12.5,0.0,10094.4
59478,20230403211715,14.2,1012.6,50,96,12.9,0.4,10052.4
59485,20230403211715,12.4,1017.9,31,107,14.5,0.6,10409.4
59488,20230403211715,16.3,1010.7,63,50,12.8,1.5,10340.9
59493,20230403211715,32.1,1009.1,74,171,6.3,0.3,10070.1
59501,20230403211715,12.5,1008.8,80,68,12.6,0.9,10163.8
59658,20230403211715,21.7,1018.5,11,279,2.1,1.3,10118.4
59663,20230403211715,20.5,1018.0,35,206,3.9,0.4,10251.9
59664,20230403211715,7.9,1017.7,53,29,1.3,1.3,10184.7
59673,20230403211715,31.9,1021.7,95,316,9.7,1.3,10066.1
59754,20230403211715,32.3,1018.4,33,171,10.2,1.1,10007.3
57947,20230403211715,31.5,1000.8,42,222,12.5,1.1,10318.2
57957,20230403211715,3.9,1007.8,58,188,1.5,0.1,10087.2
