站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404190936,25.1,1007.0,64,189,12.2,1.2,10079.2
58102,20230404190936,2.7,1001.7,34,251,13.8,0.6,10442.5
58118,20230404190936,7.4,1024.0,70,275,3.2,0.8,10304.4
58122,20230404190936,20.2,1018.7,29,164,0.3,1.0,10168.4
58203,20230404190936,26.6,1019.0,76,12,3.7,1.1,10137.2
58215,20230404190936,19.8,1009.1,56,323,9.8,1.2,10204.7
58221,20230404190936,29.2,1020.5,92,141,14.6,1.2,10364.2
58225,20230404190936,5.6,1006.1,55,69,14.8,0.2,10445.2
58236,20230404190936,8.3,1008.9,73,330,10.1,1.1,10399.3
58311,20230404190936,18.4,1020.5,76,328,9.1,1.0,10189.3
58314,20230404190936,10.1,1004.0,98,141,5.1,0.8,10285.1
58319,20230404190936,5.4,1013.8,84,29,6.4,0.9,10458.0
58321,20230404190936,5.1,1017.9,85,108,5.3,1.2,10030.6
58326,20230404190936,16.7,1020.6,33,97,14.6,0.3,10149.8
58336,20230404190936,2.2,1016.0,62,202,6.0,1.5,10430.6
58338,20230404190936,10.9,1023.9,50,352,10.2,1.2,10370.5
58414,20230404190936,9.5,1017.2,13,235,4.6,1.2,10284.6
58419,20230404190936,20.8,1025.3,74,229,1.1,0.9,10243.6
58424,20230404190936,24.4,1002.9,6,147,10.4,1.4,10449.8
58429,20230404190936,31.9,1009.2,45,140,2.9,0.6,10141.5
58436,20230404190936,24.2,1014.3,87,192,0.0,1.0,10274.6
58437,20230404190936,3.2,1025.2,43,69,0.0,0.7,10491.0
58520,20230404190936,19.2,1023.4,19,40,14.0,0.3,10159.3
58531,20230404190936,23.0,1002.8,2,214,2.3,0.6,10127.3
54406,20230404190936,22.0,1001.7,92,325,12.0,1.0,10127.9
54416,20230404190936,25.0,1007.3,77,1,7.7,1.0,10269.3
54511,20230404190936,27.6,1007.7,83,252,1.1,1.2,10474.5
58725,20230404190936,31.1,1005.2,86,269,7.2,1.0,10304.0
58730,20230404190936,25.1,1019.7,62,147,12.4,1.3,10258.0
58731,20230404190936,4.5,1018.5,23,50,11.5,1.5,10288.6
58734,20230404190936,14.2,1019.4,63,202,10.7,0.4,10029.3
58737,20230404190936,1.4,1001.8,81,314,7.7,0.5,10491.5
58744,20230404190936,13.5,1016.6,91,87,8.6,0.8,10125.6
58754,20230404190936,0.7,1007.9,33,79,14.6,0.2,10490.0
58818,20230404190936,29.4,1020.5,74,326,2.5,0.7,10002.8
58820,20230404190936,14.8,1021.9,97,106,13.4,1.2,10303.1
58834,20230404190936,3.8,1017.3,5,92,14.6,0.7,10300.5
58837,20230404190936,9.5,1000.6,59,157,1.0,1.0,10337.2
58843,20230404190936,12.0,1008.7,91,79,10.2,1.1,10202.6
58846,20230404190936,23.0,1000.7,56,295,3.6,0.7,10009.6
58847,20230404190936,22.8,1015.9,4,255,7.4,1.1,10082.4
58911,20230404190936,19.6,1008.1,59,85,0.7,1.3,10362.4
58918,20230404190936,3.0,1013.4,15,157,10.6,0.4,10187.2
58921,20230404190936,32.6,1020.4,24,140,2.2,1.0,10472.9
58926,20230404190936,33.5,1026.3,79,3,6.4,1.3,10276.6
58927,20230404190936,33.0,1022.7,18,20,10.1,0.4,10319.6
58931,20230404190936,23.5,1001.5,72,50,0.4,1.0,10277.9
58933,20230404190936,19.3,1011.2,57,312,1.4,0.7,10141.3
58936,20230404190936,6.6,1023.3,21,48,4.6,0.6,10028.9
58944,20230404190936,9.3,1005.3,51,142,7.8,0.4,10137.3
59113,20230404190936,26.9,1019.6,33,99,4.3,0.0,10070.8
59126,20230404190936,31.2,1014.2,82,262,8.6,0.1,10000.2
59133,20230404190936,30.1,1021.6,52,158,3.4,0.3,10225.6
59134,20230404190936,1.6,1015.9,72,235,10.9,0.1,10459.1
59321,20230404190936,14.8,1012.1,66,208,13.9,0.9,10021.5
52323,20230404190936,13.7,1017.3,82,304,9.7,0.6,10005.1
52418,20230404190936,28.9,1019.9,86,194,7.7,0.0,10201.6
52424,20230404190936,34.8,1002.8,13,56,3.7,0.3,10198.5
52436,20230404190936,17.5,1009.6,95,116,14.8,1.1,10247.0
52446,20230404190936,12.9,1002.3,66,222,11.4,0.2,10467.6
52447,20230404190936,0.5,1005.1,57,357,1.7,0.1,10088.0
52533,20230404190936,20.8,1024.1,10,205,4.5,0.9,10278.9
52546,20230404190936,10.7,1008.8,99,93,1.4,0.0,10174.1
52652,20230404190936,10.0,1004.0,80,194,6.5,0.0,10116.4
52661,20230404190936,30.6,1009.2,87,15,10.5,0.2,10426.4
52674,20230404190936,10.1,1021.3,29,246,1.9,0.5,10335.4
52679,20230404190936,1.7,1023.9,79,213,7.2,0.4,10184.0
52681,20230404190936,14.8,1023.7,61,165,2.7,0.3,10062.0
52787,20230404190936,26.6,1007.5,40,204,12.8,1.3,10427.0
52797,20230404190936,23.6,1012.0,16,86,0.8,0.4,10432.2
52884,20230404190936,28.3,1012.0,97,308,5.2,1.0,10374.3
52895,20230404190936,16.1,1023.2,40,165,7.4,0.8,10376.6
52983,20230404190936,5.4,1003.8,83,328,12.9,0.2,10146.2
52984,20230404190936,1.1,1012.4,44,310,7.1,1.4,10402.1
52986,20230404190936,23.6,1021.9,74,293,14.2,0.9,10469.0
52996,20230404190936,34.4,1000.3,15,190,0.2,1.3,10252.0
53821,20230404190936,16.7,1024.7,12,102,10.1,0.1,10188.2
53915,20230404190936,18.3,1002.7,55,149,1.9,0.9,10448.3
53923,20230404190936,8.5,1008.0,33,214,6.4,0.1,10344.4
56074,20230404190936,26.7,1010.6,1,114,12.4,0.6,10375.9
56080,20230404190936,32.8,1018.9,18,286,7.9,1.2,10327.5
56093,20230404190936,11.5,1002.8,72,154,9.3,0.5,10002.5
56096,20230404190936,24.2,1019.0,87,246,3.5,1.0,10484.9
57014,20230404190936,1.6,1011.5,20,192,10.4,0.3,10191.1
57996,20230404190936,19.5,1013.3,96,197,0.5,0.8,10040.6
59072,20230404190936,21.6,1015.0,57,248,11.6,1.1,10415.8
59082,20230404190936,33.8,1018.6,38,103,8.3,0.3,10015.7
59087,20230404190936,8.3,1011.6,63,352,12.1,0.9,10200.0
59088,20230404190936,14.1,1001.6,55,236,13.6,0.6,10043.1
59096,20230404190936,18.7,1024.7,34,97,0.5,1.3,10319.9
59097,20230404190936,3.7,1025.5,80,112,12.6,1.2,10419.6
59107,20230404190936,11.5,1020.1,37,342,4.2,0.6,10065.3
59116,20230404190936,13.7,1004.2,43,223,8.5,0.9,10204.1
59117,20230404190936,24.6,1013.9,69,47,1.3,0.9,10293.5
59271,20230404190936,17.7,1013.7,95,221,11.4,1.3,10434.7
59278,20230404190936,16.1,1011.9,81,15,9.0,0.9,10241.5
59280,20230404190936,7.3,1002.4,45,39,0.1,1.0,10267.8
59287,20230404190936,29.7,1007.0,46,112,8.4,0.6,10053.1
59289,20230404190936,2.3,1017.7,76,288,11.0,0.1,10222.0
59293,20230404190936,0.2,1024.2,36,307,4.1,0.0,10042.5
59294,20230404190936,8.1,1013.2,13,179,0.6,1.2,10360.8
59298,20230404190936,28.8,1017.9,66,340,13.0,0.2,10272.3
59303,20230404190936,25.7,1012.6,44,116,9.4,0.3,10402.3
59304,20230404190936,11.8,1000.7,48,82,4.1,0.6,10252.4
59306,20230404190936,27.8,1006.2,77,287,3.9,0.0,10002.2
59310,20230404190936,33.8,1002.6,58,120,9.1,0.6,10278.8
59316,20230404190936,0.6,1022.6,26,209,1.5,0.4,10007.1
59317,20230404190936,16.1,1026.1,44,207,13.6,0.6,10248.6
59324,20230404190936,6.0,1012.4,4,4,7.7,0.0,10125.4
59456,20230404190936,24.6,1015.0,71,26,6.7,1.1,10077.4
59462,20230404190936,18.8,1021.0,92,93,4.1,0.8,10120.2
59478,20230404190936,17.9,1008.6,81,187,13.0,1.5,10242.9
59485,20230404190936,7.2,1010.0,89,247,9.0,1.1,10389.9
59488,20230404190936,7.8,1006.8,96,207,9.4,1.3,10326.5
59493,20230404190936,8.3,1020.8,85,161,10.3,1.1,10212.6
59501,20230404190936,33.9,1011.3,29,141,3.2,0.9,10003.5
59658,20230404190936,30.6,1014.4,60,52,0.2,1.5,10032.6
59663,20230404190936,14.4,1014.0,44,213,6.4,0.6,10071.5
59664,20230404190936,20.1,1006.0,59,131,0.3,1.1,10424.0
59673,20230404190936,8.8,1017.5,99,182,6.6,0.6,10401.7
59754,20230404190936,8.9,1014.0,77,222,7.2,1.5,10015.4
57947,20230404190936,26.9,1014.9,26,278,12.6,0.4,10099.0
