站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20210710123000,26.4,1011.8,79,9,8.6,1.2,10219.6
58102,20210710123000,8.7,1016.9,29,115,7.4,0.2,10187.9
58118,20210710123000,33.2,1000.5,44,47,8.9,1.5,10119.6
58122,20210710123000,17.0,1013.7,94,149,10.3,0.7,10209.0
58203,20210710123000,28.7,1014.9,85,9,11.0,1.0,10333.0
58215,20210710123000,0.7,1003.7,55,200,4.8,1.4,10186.0
58221,20210710123000,30.4,1007.9,17,321,5.6,1.5,10499.5
58225,20210710123000,4.6,1021.6,27,0,9.4,1.5,10400.2
58236,20210710123000,3.3,1001.0,20,102,13.0,1.5,10247.0
58311,20210710123000,29.5,1020.8,75,248,5.7,0.8,10155.8
58314,20210710123000,1.5,1009.0,24,310,5.9,1.5,10310.1
58319,20210710123000,1.2,1021.9,45,283,1.1,1.4,10379.1
58321,20210710123000,7.0,1026.4,7,38,1.6,0.9,10202.5
58326,20210710123000,24.8,1008.1,37,318,4.9,0.6,10400.2
58336,20210710123000,13.6,1009.6,67,23,5.6,0.2,10080.2
58338,20210710123000,23.9,1006.5,79,215,4.2,0.6,10188.0
58414,20210710123000,14.6,1003.5,8,52,4.1,0.9,10054.0
58419,20210710123000,34.8,1008.0,64,46,12.1,1.2,10195.8
58424,20210710123000,11.4,1012.0,76,50,0.3,0.1,10040.4
58429,20210710123000,30.3,1023.7,41,309,2.3,1.4,10274.2
58436,20210710123000,33.6,1014.7,68,50,8.9,1.4,10322.6
58437,20210710123000,5.8,1000.4,5,180,8.0,0.0,10264.7
58520,20210710123000,4.6,1023.8,43,348,8.0,0.9,10248.9
58531,20210710123000,5.7,1013.8,5,135,10.2,0.8,10374.2
54406,20210710123000,3.8,1005.9,46,32,10.7,0.0,10276.5
54416,20210710123000,1.6,1007.4,1,289,7.8,0.9,10163.3
54511,20210710123000,32.4,1002.5,68,126,4.5,1.3,10346.8
58725,20210710123000,5.6,1019.6,5,291,14.6,0.1,10389.9
58730,20210710123000,6.2,1012.5,36,36,2.0,0.0,10028.8
58731,20210710123000,1.4,1016.0,88,127,13.6,1.5,10118.4
58734,20210710123000,17.9,1000.9,78,79,7.1,1.2,10392.2
58737,20210710123000,25.1,1010.3,92,2,4.1,0.7,10411.0
58744,20210710123000,4.1,1026.1,65,67,6.2,0.0,10058.7
58754,20210710123000,8.3,1008.9,89,133,3.1,1.1,10300.8
58818,20210710123000,31.5,1009.6,50,216,6.1,0.2,10448.3
58820,20210710123000,5.1,1025.8,13,339,13.1,0.3,10443.1
58834,20210710123000,10.1,1018.8,51,133,0.5,1.1,10312.9
58837,20210710123000,24.2,1020.4,21,343,10.5,1.2,10284.9
58843,20210710123000,8.7,1024.5,9,78,10.1,1.3,10352.9
58846,20210710123000,2.2,1002.4,62,9,0.9,0.1,10316.3
58847,20210710123000,31.4,1024.8,94,26,2.9,1.1,10297.3
58911,20210710123000,17.5,1008.5,84,183,13.1,0.7,10394.4
58918,20210710123000,11.4,1018.6,75,66,14.8,0.2,10317.5
58921,20210710123000,10.4,1020.0,84,88,2.6,0.4,10322.3
58926,20210710123000,20.3,1020.2,18,47,5.2,0.6,10495.4
58927,20210710123000,21.3,1016.8,25,107,7.0,0.7,10371.1
58931,20210710123000,20.5,1018.1,81,191,7.4,0.2,10332.7
58933,20210710123000,17.3,1001.9,6,329,8.1,0.8,10043.2
58936,20210710123000,0.6,1014.0,68,164,10.9,0.0,10255.1
58944,20210710123000,16.1,1012.6,17,303,5.9,1.2,10476.0
59113,20210710123000,12.1,1001.7,34,315,6.0,0.5,10410.0
59126,20210710123000,19.8,1026.0,96,162,6.1,1.3,10090.2
59133,20210710123000,24.8,1005.6,41,263,7.8,0.7,10246.7
59134,20210710123000,9.1,1002.6,71,19,4.7,1.0,10321.2
59321,20210710123000,20.0,1019.5,5,249,7.9,0.1,10197.5
52323,20210710123000,7.7,1003.8,4,57,2.5,1.1,10450.0
52418,20210710123000,25.2,1025.4,83,302,4.7,0.2,10034.1
52424,20210710123000,33.6,1007.2,37,245,2.8,0.6,10418.2
52436,20210710123000,28.8,1013.6,59,225,7.6,1.5,10171.0
52446,20210710123000,25.7,1018.4,52,107,10.9,1.5,10197.9
52447,20210710123000,29.9,1019.5,16,234,11.4,1.3,10325.7
