站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404133917,6.9,1023.6,55,77,0.8,0.5,10009.8
58102,20230404133917,24.4,1018.7,86,86,12.4,1.4,10084.7
58118,20230404133917,9.3,1014.8,97,295,9.6,1.5,10027.8
58122,20230404133917,34.7,1004.9,69,31,10.5,0.5,10140.8
58203,20230404133917,26.3,1020.6,71,296,7.4,0.4,10458.0
58215,20230404133917,17.8,1019.7,9,51,4.4,1.3,10381.5
58221,20230404133917,2.7,1005.5,50,146,12.8,0.5,10247.0
58225,20230404133917,33.2,1019.9,80,236,10.8,0.7,10317.1
58236,20230404133917,7.9,1014.4,72,279,0.2,0.1,10078.1
58311,20230404133917,25.9,1007.4,94,301,9.1,1.0,10138.5
58314,20230404133917,3.3,1005.2,55,356,9.9,0.7,10320.3
58319,20230404133917,33.3,1013.5,68,195,10.9,0.2,10231.8
58321,20230404133917,9.0,1024.3,99,205,1.4,0.1,10466.8
58326,20230404133917,3.5,1000.2,66,265,8.4,0.2,10372.0
58336,20230404133917,10.0,1014.1,84,303,1.6,0.9,10162.9
58338,20230404133917,1.0,1014.7,66,245,14.2,0.0,10396.2
58414,20230404133917,26.7,1021.7,45,4,8.2,0.2,10349.8
58419,20230404133917,9.1,1024.6,51,196,3.0,1.1,10123.5
58424,20230404133917,15.3,1004.3,21,110,14.6,0.3,10166.8
58429,20230404133917,3.9,1004.9,29,30,8.6,0.9,10030.3
58436,20230404133917,15.6,1018.9,80,142,1.1,1.1,10010.1
58437,20230404133917,0.4,1025.3,21,3,3.4,1.0,10312.4
58520,20230404133917,17.5,1014.3,73,111,11.8,0.8,10024.9
58531,20230404133917,27.0,1012.4,79,29,14.3,0.2,10278.9
54406,20230404133917,18.2,1021.1,39,60,3.0,0.1,10365.3
54416,20230404133917,27.6,1000.6,2,359,11.1,0.9,10197.3
54511,20230404133917,23.0,1009.3,42,133,8.1,0.6,10344.2
58725,20230404133917,15.7,1009.5,18,156,6.0,1.1,10246.5
58730,20230404133917,24.9,1001.5,57,349,5.8,1.0,10131.8
58731,20230404133917,24.2,1001.6,44,204,0.4,0.8,10144.8
58734,20230404133917,12.8,1010.9,7,176,1.5,0.7,10143.8
58737,20230404133917,7.8,1008.0,27,108,12.6,1.2,10445.3
58744,20230404133917,5.5,1026.3,14,95,10.1,1.3,10092.4
58754,20230404133917,33.9,1011.0,34,330,2.6,0.1,10213.9
58818,20230404133917,21.8,1019.7,10,182,4.9,1.5,10054.2
58820,20230404133917,25.0,1017.7,50,182,8.2,0.7,10123.3
58834,20230404133917,11.9,1014.8,79,318,6.7,0.3,10366.1
58837,20230404133917,1.2,1006.2,31,349,2.7,0.8,10253.6
58843,20230404133917,2.8,1005.5,14,181,2.4,0.7,10444.6
58846,20230404133917,1.1,1017.5,63,61,10.9,0.7,10416.6
58847,20230404133917,14.4,1000.1,19,234,11.4,0.9,10390.5
58911,20230404133917,12.5,1006.7,52,101,0.7,0.1,10147.7
58918,20230404133917,29.6,1019.2,63,342,9.4,0.0,10029.6
58921,20230404133917,3.5,1019.3,80,26,14.3,0.9,10114.4
58926,20230404133917,17.5,1017.4,45,317,10.0,0.2,10032.4
58927,20230404133917,22.0,1004.8,9,328,10.8,1.5,10135.4
58931,20230404133917,20.8,1010.3,85,313,4.0,1.1,10131.9
58933,20230404133917,20.5,1019.0,84,58,8.0,0.2,10171.0
58936,20230404133917,19.0,1000.3,93,138,11.7,0.0,10078.9
58944,20230404133917,1.7,1012.6,32,55,11.6,1.5,10444.6
59113,20230404133917,18.3,1007.8,90,211,4.6,0.5,10199.5
59126,20230404133917,24.9,1007.7,94,175,4.9,0.8,10326.4
59133,20230404133917,19.8,1003.3,91,45,10.1,0.2,10276.7
59134,20230404133917,15.0,1004.6,64,329,7.4,0.6,10426.7
59321,20230404133917,28.7,1014.2,13,219,4.0,1.3,10106.1
52323,20230404133917,4.8,1014.1,60,127,9.9,0.8,10351.0
52418,20230404133917,28.7,1006.1,41,180,7.4,1.4,10426.7
52424,20230404133917,15.5,1000.1,73,159,3.9,1.5,10239.7
52436,20230404133917,20.1,1011.3,17,318,2.1,0.8,10431.1
52446,20230404133917,30.5,1025.1,92,12,5.8,1.1,10227.9
52447,20230404133917,4.4,1011.5,38,169,3.6,0.9,10235.4
52533,20230404133917,5.7,1003.1,79,291,7.8,1.5,10172.2
52546,20230404133917,16.2,1010.3,31,245,7.2,1.1,10176.6
52652,20230404133917,11.5,1009.2,73,78,1.1,1.1,10454.0
52661,20230404133917,17.4,1025.9,94,308,7.0,1.5,10005.2
52674,20230404133917,4.7,1002.0,32,103,7.2,0.9,10139.3
52679,20230404133917,28.0,1002.7,6,251,0.3,1.5,10320.8
52681,20230404133917,17.8,1024.1,52,122,11.6,0.7,10356.7
52787,20230404133917,25.0,1025.4,96,136,0.5,0.0,10434.5
52797,20230404133917,6.3,1022.3,66,226,13.6,0.4,10480.5
52884,20230404133917,5.6,1004.0,76,64,12.4,0.0,10073.5
52895,20230404133917,23.2,1010.0,45,336,5.6,0.7,10094.1
52983,20230404133917,15.2,1012.1,64,231,1.0,0.6,10147.2
52984,20230404133917,24.3,1011.5,76,143,2.6,0.5,10147.4
52986,20230404133917,1.2,1013.8,43,174,10.3,0.5,10320.8
52996,20230404133917,18.4,1021.0,74,99,12.0,0.5,10382.0
53821,20230404133917,17.1,1021.5,47,153,13.8,0.1,10262.6
53915,20230404133917,23.8,1013.9,57,65,7.2,1.1,10349.4
53923,20230404133917,23.4,1002.8,94,154,12.2,1.1,10298.0
