站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404185521,29.7,1006.1,16,126,11.7,0.8,10030.9
58102,20230404185521,10.4,1009.2,84,195,13.5,1.0,10425.1
58118,20230404185521,23.6,1004.7,47,189,3.9,0.9,10270.3
58122,20230404185521,25.4,1024.5,95,115,0.6,0.5,10355.5
58203,20230404185521,17.7,1020.6,100,339,11.2,1.5,10212.5
58215,20230404185521,13.3,1015.4,4,83,12.7,0.2,10059.6
58221,20230404185521,7.1,1012.1,25,207,8.8,0.2,10303.9
58225,20230404185521,16.4,1010.9,18,299,9.4,1.1,10423.1
58236,20230404185521,0.7,1001.4,39,299,0.1,1.0,10419.9
58311,20230404185521,26.4,1010.7,88,297,3.8,0.6,10206.0
58314,20230404185521,14.7,1018.4,31,352,13.5,1.4,10093.4
58319,20230404185521,33.9,1006.3,8,186,8.9,0.0,10134.4
58321,20230404185521,19.9,1011.2,64,177,10.1,0.2,10264.5
58326,20230404185521,14.8,1012.4,95,312,0.3,0.9,10405.9
58336,20230404185521,3.5,1013.4,2,199,0.3,0.7,10371.9
58338,20230404185521,16.9,1002.7,23,346,11.7,0.1,10479.0
58414,20230404185521,10.1,1019.5,22,201,4.2,0.5,10404.5
58419,20230404185521,27.9,1004.6,67,102,3.5,0.0,10138.6
58424,20230404185521,10.1,1020.0,44,341,1.9,0.4,10107.1
58429,20230404185521,10.0,1016.7,84,25,11.6,0.9,10154.4
58436,20230404185521,28.1,1014.6,57,101,14.1,0.9,10144.0
58437,20230404185521,27.9,1019.1,65,71,10.7,1.4,10013.1
58520,20230404185521,10.0,1010.2,8,352,13.7,0.2,10152.2
58531,20230404185521,7.0,1001.3,7,51,2.5,1.4,10359.2
54406,20230404185521,28.8,1018.4,81,126,3.6,0.8,10347.0
54416,20230404185521,10.0,1002.7,2,45,8.4,0.9,10422.9
54511,20230404185521,32.3,1011.2,30,206,8.9,0.4,10243.9
58725,20230404185521,15.2,1000.5,85,157,3.8,1.5,10339.9
58730,20230404185521,26.8,1017.0,18,158,3.4,1.3,10102.2
58731,20230404185521,17.6,1009.7,4,52,5.7,0.0,10473.8
58734,20230404185521,22.5,1022.8,14,204,2.0,1.4,10317.9
58737,20230404185521,29.3,1002.5,42,49,2.2,0.5,10392.8
58744,20230404185521,15.3,1025.0,1,25,0.5,0.5,10472.6
58754,20230404185521,29.9,1000.9,20,124,10.8,0.2,10089.3
58818,20230404185521,30.9,1020.3,34,118,0.1,0.6,10316.8
58820,20230404185521,10.6,1008.0,18,264,12.2,0.6,10389.0
58834,20230404185521,23.1,1019.6,5,346,0.8,0.0,10167.7
58837,20230404185521,9.3,1000.6,19,248,9.5,0.5,10133.6
58843,20230404185521,2.4,1006.1,42,233,8.9,1.4,10401.8
58846,20230404185521,4.6,1009.5,79,215,6.7,0.8,10270.3
58847,20230404185521,18.2,1024.1,78,206,4.4,0.1,10437.9
