站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404135117,5.7,1025.5,28,349,13.2,0.5,10298.9
58102,20230404135117,7.8,1021.4,66,123,13.1,0.8,10035.5
58118,20230404135117,16.2,1009.3,45,295,3.4,1.0,10430.4
58122,20230404135117,28.0,1013.2,95,357,3.6,0.5,10149.8
58203,20230404135117,16.9,1014.0,79,306,2.7,0.5,10089.5
58215,20230404135117,33.9,1006.3,34,28,14.7,1.0,10407.9
58221,20230404135117,7.2,1020.7,7,81,8.0,0.2,10123.8
58225,20230404135117,12.4,1014.9,82,69,6.6,1.5,10280.6
58236,20230404135117,16.3,1014.4,32,97,12.1,1.3,10368.2
58311,20230404135117,26.3,1010.3,99,89,5.7,1.1,10040.8
58314,20230404135117,13.3,1013.1,10,107,6.3,0.4,10109.1
58319,20230404135117,26.1,1016.0,18,113,1.5,0.6,10480.6
58321,20230404135117,2.1,1014.0,11,318,3.9,0.5,10087.1
58326,20230404135117,27.5,1014.6,39,322,2.4,0.4,10034.0
58336,20230404135117,3.4,1025.7,61,292,10.5,1.4,10484.2
58338,20230404135117,28.4,1026.0,60,86,1.0,0.8,10467.3
58414,20230404135117,21.1,1016.8,76,69,10.3,0.9,10027.3
58419,20230404135117,33.2,1011.5,35,218,13.6,0.4,10239.8
58424,20230404135117,1.7,1002.7,96,158,3.6,0.8,10248.1
58429,20230404135117,21.4,1016.8,22,3,11.8,1.2,10378.3
58436,20230404135117,24.8,1008.6,14,116,9.1,0.0,10225.8
58437,20230404135117,20.1,1022.5,65,171,5.7,1.4,10200.1
58520,20230404135117,0.2,1020.7,23,180,3.6,0.2,10384.8
58531,20230404135117,17.8,1000.1,1,57,10.6,1.3,10351.9
54406,20230404135117,20.3,1001.0,14,224,6.8,0.7,10103.0
54416,20230404135117,4.1,1011.7,78,17,14.5,0.9,10321.3
54511,20230404135117,17.8,1024.4,3,80,11.3,0.5,10404.0
58725,20230404135117,12.3,1000.5,71,103,12.3,0.2,10052.1
58730,20230404135117,33.1,1005.5,73,145,5.2,0.1,10054.6
58731,20230404135117,29.5,1026.1,23,273,13.4,1.1,10329.7
58734,20230404135117,10.6,1018.1,95,345,8.2,0.9,10255.5
58737,20230404135117,29.8,1011.9,98,338,12.1,0.3,10363.6
58744,20230404135117,29.8,1011.9,66,143,13.6,1.3,10204.4
58754,20230404135117,18.3,1020.6,90,332,9.3,0.7,10004.8
58818,20230404135117,24.9,1014.5,92,40,10.8,1.3,10091.6
58820,20230404135117,31.3,1025.2,84,258,5.8,0.0,10247.4
58834,20230404135117,14.0,1021.5,10,303,14.1,1.4,10371.1
58837,20230404135117,26.9,1025.3,79,99,4.2,0.8,10191.9
58843,20230404135117,31.6,1012.3,81,16,0.0,1.1,10074.1
58846,20230404135117,5.1,1024.6,74,111,9.1,1.2,10381.3
58847,20230404135117,2.3,1019.4,79,261,13.9,0.3,10439.2
58911,20230404135117,32.5,1020.1,4,160,13.1,0.9,10484.9
58918,20230404135117,11.3,1004.8,63,240,3.9,1.4,10105.5
58921,20230404135117,28.2,1022.0,57,118,7.4,0.2,10434.5
58926,20230404135117,31.5,1004.8,91,156,12.9,0.4,10193.5
58927,20230404135117,16.9,1010.0,55,151,2.6,0.1,10106.7
58931,20230404135117,33.1,1010.7,44,31,9.6,0.5,10180.5
58933,20230404135117,11.1,1021.0,73,24,1.5,0.8,10049.7
58936,20230404135117,22.2,1020.5,24,328,9.9,0.2,10148.7
58944,20230404135117,27.6,1003.6,75,129,9.6,0.4,10430.3
59113,20230404135117,5.0,1001.4,64,40,13.2,1.0,10280.5
59126,20230404135117,27.7,1000.6,7,17,6.6,1.4,10427.1
59133,20230404135117,3.1,1013.4,69,65,1.9,0.3,10021.6
59134,20230404135117,20.0,1009.4,11,151,14.6,1.3,10494.5
59321,20230404135117,34.7,1014.2,53,27,5.9,1.5,10117.7
52323,20230404135117,20.1,1000.1,63,163,14.2,0.8,10414.9
52418,20230404135117,24.5,1003.9,34,303,0.8,1.3,10027.3
52424,20230404135117,34.6,1019.0,7,250,0.4,0.8,10487.1
52436,20230404135117,12.9,1022.0,2,205,7.5,0.1,10045.4
52446,20230404135117,9.5,1021.2,12,197,14.8,0.5,10477.7
52447,20230404135117,27.2,1016.3,93,130,14.4,0.9,10250.8
52533,20230404135117,17.1,1010.9,19,194,12.6,0.4,10435.0
52546,20230404135117,24.7,1008.0,38,33,10.0,1.4,10042.2
52652,20230404135117,32.0,1003.0,43,143,1.7,0.1,10373.3
52661,20230404135117,28.6,1013.0,45,358,7.5,0.8,10067.3
52674,20230404135117,6.5,1014.6,8,146,9.5,0.5,10376.4
52679,20230404135117,28.4,1018.7,49,223,14.7,1.3,10071.0
52681,20230404135117,0.2,1011.5,19,339,2.2,1.2,10147.8
52787,20230404135117,13.6,1015.9,36,348,14.9,1.1,10244.4
52797,20230404135117,30.1,1019.8,80,159,3.4,0.6,10468.5
52884,20230404135117,22.2,1009.9,39,72,11.8,1.4,10062.9
52895,20230404135117,28.4,1013.4,97,158,14.9,1.4,10129.8
52983,20230404135117,15.1,1024.9,41,204,9.8,1.1,10149.5
52984,20230404135117,28.2,1015.4,43,187,12.2,0.6,10057.1
52986,20230404135117,16.8,1022.5,4,127,12.6,0.1,10100.1
52996,20230404135117,1.3,1006.5,52,43,10.4,1.5,10187.9
53821,20230404135117,10.7,1010.0,80,357,4.4,1.5,10347.8
53915,20230404135117,2.4,1013.4,70,45,10.1,0.4,10094.9
53923,20230404135117,9.4,1025.1,51,252,9.6,1.3,10309.1
56074,20230404135117,18.5,1012.2,64,189,12.7,1.0,10346.5
