站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404192336,1.9,1016.6,62,13,8.5,0.3,10210.7
58102,20230404192336,3.8,1003.5,86,106,1.4,1.5,10443.2
58118,20230404192336,9.1,1014.4,88,207,13.8,1.5,10415.7
58122,20230404192336,0.8,1003.9,76,73,12.5,1.2,10266.4
58203,20230404192336,23.1,1015.8,33,14,7.7,0.9,10207.1
58215,20230404192336,34.8,1005.9,5,287,3.2,0.2,10366.0
58221,20230404192336,26.2,1010.0,28,63,1.7,0.6,10238.5
58225,20230404192336,12.5,1023.3,46,95,10.3,0.4,10426.0
58236,20230404192336,10.3,1008.5,7,315,8.9,1.5,10235.4
58311,20230404192336,1.7,1010.4,90,320,13.9,0.9,10421.2
58314,20230404192336,29.2,1018.9,14,59,5.5,0.9,10114.2
58319,20230404192336,6.0,1008.1,13,309,11.5,0.9,10070.8
58321,20230404192336,21.3,1012.3,45,190,1.4,0.3,10259.9
58326,20230404192336,3.2,1011.4,88,193,2.8,0.0,10458.7
58336,20230404192336,22.5,1001.5,94,292,11.5,1.1,10059.2
58338,20230404192336,20.4,1023.4,6,46,1.5,1.0,10405.2
58414,20230404192336,1.1,1012.1,4,242,1.5,1.1,10051.8
58419,20230404192336,22.4,1014.7,43,94,14.6,1.3,10203.6
58424,20230404192336,11.3,1012.4,13,266,3.7,0.2,10436.4
58429,20230404192336,34.4,1026.2,55,6,12.3,0.0,10021.7
58436,20230404192336,0.9,1021.7,100,253,1.5,1.4,10187.5
58437,20230404192336,10.2,1008.6,33,261,0.6,1.1,10134.5
58520,20230404192336,23.0,1012.6,55,19,6.6,0.3,10111.8
58531,20230404192336,8.3,1025.7,22,337,4.6,0.3,10061.6
54406,20230404192336,2.8,1002.7,8,359,7.1,1.0,10129.3
54416,20230404192336,15.3,1003.5,61,289,6.3,0.4,10440.6
54511,20230404192336,19.0,1005.2,79,34,12.6,0.5,10398.4
58725,20230404192336,30.7,1019.9,36,219,8.1,0.8,10321.7
58730,20230404192336,17.9,1007.7,92,250,12.1,0.6,10447.0
58731,20230404192336,33.2,1008.1,95,152,6.8,1.0,10364.2
58734,20230404192336,14.1,1011.8,85,35,11.8,1.1,10079.6
58737,20230404192336,1.3,1015.8,39,300,5.2,1.4,10210.9
58744,20230404192336,11.3,1016.2,48,4,6.6,1.4,10130.4
58754,20230404192336,8.0,1018.3,76,223,14.6,1.3,10433.3
58818,20230404192336,28.3,1015.7,69,269,12.8,0.1,10319.3
58820,20230404192336,32.8,1020.8,38,114,11.6,0.8,10223.8
58834,20230404192336,0.7,1018.7,74,345,3.4,0.0,10301.1
58837,20230404192336,26.0,1026.0,88,169,0.0,0.2,10436.8
58843,20230404192336,11.6,1008.1,92,82,11.5,1.5,10485.4
58846,20230404192336,18.9,1000.6,69,353,13.4,1.3,10425.9
58847,20230404192336,33.2,1012.8,22,132,3.5,0.6,10481.3
58911,20230404192336,29.8,1010.3,51,223,12.8,0.5,10083.3
58918,20230404192336,4.4,1020.2,89,124,14.0,1.5,10492.9
58921,20230404192336,23.4,1007.2,51,341,6.1,0.6,10108.7
58926,20230404192336,8.5,1013.0,35,220,10.9,0.3,10026.6
58927,20230404192336,12.1,1011.9,55,356,7.2,0.8,10463.6
58931,20230404192336,21.1,1004.4,4,291,4.8,0.3,10039.9
58933,20230404192336,19.4,1001.9,47,165,1.9,1.2,10098.6
58936,20230404192336,8.0,1001.3,42,19,9.4,0.3,10404.4
58944,20230404192336,2.4,1015.2,57,91,13.8,0.6,10177.5
59113,20230404192336,13.3,1011.3,12,254,1.2,1.5,10222.3
59126,20230404192336,22.6,1021.2,58,240,13.7,0.0,10344.5
59133,20230404192336,27.0,1021.9,93,78,12.5,0.1,10290.5
59134,20230404192336,31.2,1022.7,50,316,9.7,0.1,10425.4
59321,20230404192336,31.6,1013.4,52,348,8.7,1.1,10067.8
52323,20230404192336,9.5,1021.2,65,204,4.4,1.3,10447.4
52418,20230404192336,9.5,1016.4,64,111,8.6,1.1,10147.9
52424,20230404192336,16.6,1019.0,100,62,10.7,0.0,10165.3
52436,20230404192336,6.1,1006.7,90,72,2.6,0.1,10061.3
52446,20230404192336,18.2,1014.1,8,295,9.0,1.1,10182.4
52447,20230404192336,1.8,1015.4,50,60,12.4,1.2,10035.1
52533,20230404192336,33.9,1013.6,94,1,6.6,0.8,10316.2
52546,20230404192336,25.6,1021.7,14,2,14.9,0.2,10254.1
52652,20230404192336,28.3,1015.8,20,310,5.1,0.6,10228.1
52661,20230404192336,18.6,1020.9,91,88,14.3,1.1,10115.4
52674,20230404192336,34.0,1000.8,64,319,12.4,0.0,10115.2
52679,20230404192336,11.6,1022.0,56,57,14.2,0.8,10080.7
52681,20230404192336,34.8,1003.3,79,98,11.8,0.5,10484.1
52787,20230404192336,30.3,1020.0,72,3,7.4,0.9,10492.2
52797,20230404192336,29.3,1004.2,44,229,0.7,1.5,10228.9
52884,20230404192336,33.8,1017.0,74,164,1.8,1.2,10371.7
52895,20230404192336,16.6,1020.1,46,234,2.6,0.7,10076.5
52983,20230404192336,8.5,1009.2,86,28,4.7,1.2,10046.5
52984,20230404192336,31.1,1019.9,28,224,7.3,0.3,10014.7
52986,20230404192336,3.8,1013.2,55,294,14.9,1.5,10088.1
52996,20230404192336,1.7,1006.4,33,290,6.2,0.1,10424.4
53821,20230404192336,11.5,1005.2,9,127,2.6,0.6,10364.4
53915,20230404192336,4.0,1019.9,40,358,12.6,0.7,10158.4
53923,20230404192336,24.4,1022.2,29,182,12.4,0.6,10274.2
56074,20230404192336,16.0,1018.1,39,223,7.2,1.4,10177.3
56080,20230404192336,15.6,1019.9,10,305,10.3,1.3,10292.8
56093,20230404192336,13.8,1008.7,69,14,7.2,0.7,10307.8
56096,20230404192336,6.6,1017.3,48,119,2.0,1.5,10059.0
57014,20230404192336,3.7,1020.4,34,162,7.2,0.8,10495.5
57996,20230404192336,32.7,1014.7,43,339,4.4,1.5,10230.1
59072,20230404192336,27.4,1005.7,18,321,9.0,0.9,10437.6
59082,20230404192336,25.6,1023.4,41,284,2.7,1.5,10008.3
59087,20230404192336,0.7,1023.9,2,116,7.3,0.2,10033.6
59088,20230404192336,28.6,1016.1,40,199,0.1,0.9,10211.5
59096,20230404192336,19.0,1011.6,29,356,1.1,1.3,10316.5
59097,20230404192336,12.3,1001.5,66,307,3.4,0.1,10189.1
59107,20230404192336,32.6,1009.1,99,63,11.0,1.1,10309.1
59116,20230404192336,7.2,1018.6,35,230,4.2,0.2,10292.0
59117,20230404192336,22.0,1006.9,93,320,4.8,0.8,10216.0
59271,20230404192336,26.1,1005.8,19,294,5.5,1.5,10439.7
59278,20230404192336,17.9,1002.7,17,44,13.8,1.0,10302.7
59280,20230404192336,18.6,1022.3,33,175,10.4,0.2,10186.0
59287,20230404192336,22.1,1012.4,88,62,5.4,1.1,10015.2
59289,20230404192336,24.4,1019.2,76,325,2.2,1.4,10350.9
59293,20230404192336,0.5,1021.1,65,308,2.6,1.2,10482.8
59294,20230404192336,23.1,1006.8,93,157,11.8,1.2,10140.7
59298,20230404192336,0.0,1020.8,71,301,3.7,1.3,10232.3
59303,20230404192336,6.8,1019.2,50,87,14.6,0.5,10234.2
59304,20230404192336,29.1,1010.8,96,357,5.6,0.3,10316.4
59306,20230404192336,24.7,1021.6,91,261,4.2,0.6,10040.4
59310,20230404192336,12.8,1000.9,75,75,5.4,0.0,10197.6
59316,20230404192336,17.8,1019.7,24,137,10.0,1.2,10089.4
59317,20230404192336,0.6,1006.1,2,145,12.4,0.4,10188.0
59324,20230404192336,17.9,1020.1,81,75,9.9,0.2,10163.0
59456,20230404192336,21.7,1019.6,39,256,11.7,0.1,10242.9
59462,20230404192336,33.9,1023.1,52,75,6.9,0.6,10319.1
59478,20230404192336,29.5,1003.5,89,47,5.2,0.1,10212.8
59485,20230404192336,34.5,1006.8,100,101,4.6,0.7,10265.6
59488,20230404192336,8.9,1022.3,98,91,10.9,1.2,10481.5
59493,20230404192336,3.3,1026.3,43,210,11.6,0.9,10095.5
59501,20230404192336,24.5,1019.1,22,106,7.3,0.6,10118.1
59658,20230404192336,25.8,1001.8,11,46,9.1,0.1,10300.1
59663,20230404192336,28.4,1017.5,1,185,4.5,1.4,10077.5
59664,20230404192336,11.7,1000.8,28,96,14.3,1.3,10452.2
59673,20230404192336,12.1,1022.8,57,347,9.1,0.1,10015.7
59754,20230404192336,23.0,1003.6,32,12,14.5,1.0,10324.5
57947,20230404192336,33.5,1017.8,22,96,4.6,0.2,10494.0
57957,20230404192336,33.7,1000.7,42,200,1.2,0.4,10455.1
57958,20230404192336,29.6,1007.6,28,174,10.9,1.1,10331.8
59021,20230404192336,32.7,1002.4,20,26,10.6,1.4,10345.6
59023,20230404192336,12.0,1014.9,13,239,0.0,1.4,10169.2
59027,20230404192336,14.2,1015.8,81,189,13.2,1.3,10175.2
59037,20230404192336,17.4,1014.6,31,171,3.2,0.1,10438.4
59046,20230404192336,17.2,1021.4,32,317,10.9,1.0,10435.6
59058,20230404192336,31.2,1000.9,27,0,10.1,1.5,10006.0
59065,20230404192336,32.6,1020.2,80,117,13.7,0.7,10030.4
59209,20230404192336,20.4,1015.8,81,7,7.4,1.5,10457.0
59211,20230404192336,19.8,1010.0,36,314,11.5,1.4,10339.5
59218,20230404192336,29.7,1023.0,69,355,2.5,0.6,10042.8
59228,20230404192336,8.4,1012.9,31,39,1.8,0.9,10066.7
59242,20230404192336,14.9,1012.6,67,108,10.4,1.5,10245.8
59254,20230404192336,10.9,1017.0,66,269,8.2,0.9,10450.2
59265,20230404192336,15.0,1010.9,97,105,9.2,0.0,10193.1
59417,20230404192336,21.7,1011.7,40,355,0.2,1.0,10064.3
59431,20230404192336,1.1,1018.1,3,78,5.4,1.2,10001.5
59446,20230404192336,32.3,1010.9,3,359,3.1,0.3,10298.3
59453,20230404192336,26.7,1006.0,25,3,14.2,0.4,10246.2
59626,20230404192336,23.8,1008.6,66,5,14.9,0.1,10270.1
59631,20230404192336,19.6,1018.9,79,261,6.0,0.0,10477.0
59632,20230404192336,17.9,1012.2,59,77,2.4,1.2,10103.6
59644,20230404192336,1.0,1010.1,98,169,10.2,0.5,10244.8
59647,20230404192336,29.6,1020.9,79,12,3.0,1.1,10417.9
56691,20230404192336,1.2,1003.5,42,352,12.9,0.3,10257.1
56693,20230404192336,21.2,1004.1,58,49,5.5,0.7,10474.3
56792,20230404192336,2.5,1016.7,56,225,5.9,1.2,10103.4
56793,20230404192336,7.8,1007.7,44,111,7.1,0.1,10191.5
57606,20230404192336,6.4,1007.2,85,227,1.7,1.3,10301.3
57614,20230404192336,30.1,1021.4,79,351,4.7,0.3,10082.7
57625,20230404192336,2.7,1018.3,91,242,3.2,0.1,10463.8
57647,20230404192336,22.1,1003.1,78,288,12.9,0.5,10380.4
57707,20230404192336,22.8,1010.9,67,308,11.1,1.4,10134.9
57710,20230404192336,13.8,1012.5,69,230,2.1,0.6,10304.4
57712,20230404192336,24.3,1012.0,26,73,14.0,1.1,10146.8
57718,20230404192336,33.8,1007.8,27,188,11.6,0.3,10214.3
57722,20230404192336,31.2,1006.6,1,100,2.1,0.7,10039.1
57729,20230404192336,21.9,1004.7,57,103,4.5,1.2,10481.2
57731,20230404192336,3.3,1005.9,67,187,6.0,0.7,10295.2
57741,20230404192336,13.1,1006.4,20,35,7.4,0.5,10498.9
57803,20230404192336,18.7,1006.7,26,68,12.9,0.1,10227.8
57805,20230404192336,16.6,1007.7,1,34,1.2,0.1,10108.1
57806,20230404192336,3.0,1016.0,96,115,1.0,0.2,10397.7
57816,20230404192336,12.2,1009.5,27,172,1.6,0.9,10012.5
57825,20230404192336,27.7,1017.9,97,303,4.7,0.5,10321.6
57827,20230404192336,19.2,1009.8,64,160,14.3,0.3,10138.9
57832,20230404192336,9.8,1013.9,17,324,11.2,1.2,10331.9
57839,20230404192336,34.5,1021.6,55,206,3.3,0.0,10266.5
57840,20230404192336,28.4,1011.3,71,192,2.2,0.2,10470.5
57902,20230404192336,32.5,1005.3,51,319,4.4,0.5,10312.5
57906,20230404192336,12.1,1024.3,99,154,0.9,0.6,10323.2
57907,20230404192336,10.3,1026.0,50,25,0.8,1.1,10426.6
57910,20230404192336,31.2,1014.9,15,324,1.4,0.4,10190.8
57912,20230404192336,7.2,1014.0,17,38,5.0,0.6,10171.7
57916,20230404192336,9.7,1012.9,42,153,11.7,1.5,10224.2
57922,20230404192336,15.0,1017.2,38,90,8.8,0.7,10318.8
57926,20230404192336,21.3,1007.2,92,280,2.8,1.3,10370.3
57932,20230404192336,34.2,1004.1,22,251,9.8,1.3,10246.8
59758,20230404192336,8.3,1010.7,51,243,4.1,1.1,10269.5
59838,20230404192336,4.2,1007.7,57,119,14.0,1.0,10421.2
59845,20230404192336,29.2,1013.0,89,8,7.7,1.5,10271.0
59849,20230404192336,22.7,1003.4,54,342,7.6,0.6,10298.4
59855,20230404192336,17.2,1008.0,27,165,2.3,0.1,10307.4
59948,20230404192336,6.5,1017.0,51,259,0.5,1.4,10129.6
59954,20230404192336,23.8,1004.4,60,87,8.9,0.7,10094.4
59981,20230404192336,15.3,1012.7,25,279,11.3,1.4,10180.6
53399,20230404192336,30.1,1021.6,68,168,12.4,0.9,10150.7
53593,20230404192336,0.9,1004.7,19,173,14.3,0.4,10221.4
53698,20230404192336,26.2,1018.2,63,165,13.3,1.3,10469.6
53798,20230404192336,11.3,1006.3,80,194,0.0,0.4,10065.4
54308,20230404192336,13.8,1020.6,7,17,9.4,0.5,10208.7
54311,20230404192336,8.0,1004.9,71,357,9.1,0.5,10436.0
54401,20230404192336,28.9,1012.9,28,126,3.8,0.6,10419.8
54405,20230404192336,5.5,1024.8,8,357,3.6,1.1,10402.0
54423,20230404192336,18.1,1008.5,69,284,13.3,0.6,10372.1
54429,20230404192336,11.9,1016.2,39,198,12.1,1.2,10339.3
54436,20230404192336,9.9,1004.1,99,333,6.3,1.0,10123.3
54449,20230404192336,30.8,1014.8,76,55,13.3,1.4,10276.7
54518,20230404192336,32.4,1014.6,68,280,6.6,1.1,10228.1
54534,20230404192336,20.9,1012.9,30,329,11.8,0.7,10071.7
