站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404185821,32.0,1023.7,68,132,7.1,0.4,10373.4
58102,20230404185821,27.1,1021.3,52,310,9.0,0.4,10047.9
58118,20230404185821,1.6,1021.2,86,327,14.0,0.6,10293.8
58122,20230404185821,21.5,1006.2,35,211,7.1,1.0,10117.2
58203,20230404185821,1.8,1001.6,22,23,3.5,0.0,10414.6
58215,20230404185821,33.2,1022.3,36,160,2.1,1.1,10492.8
58221,20230404185821,3.9,1002.6,10,218,0.8,0.7,10376.8
58225,20230404185821,27.6,1005.8,44,158,13.0,0.2,10408.1
58236,20230404185821,34.7,1009.4,37,102,2.0,1.3,10173.4
58311,20230404185821,30.9,1001.2,85,335,11.5,0.0,10192.6
58314,20230404185821,14.7,1020.6,18,150,0.4,0.6,10386.4
58319,20230404185821,27.1,1005.0,51,176,7.9,1.3,10016.7
58321,20230404185821,7.8,1009.8,21,65,14.7,1.2,10277.5
58326,20230404185821,25.3,1010.1,77,328,1.5,1.3,10263.8
58336,20230404185821,0.6,1020.5,23,72,9.6,1.1,10412.8
58338,20230404185821,5.2,1024.2,36,195,9.3,0.1,10449.1
58414,20230404185821,3.7,1008.0,91,5,0.6,1.0,10277.7
58419,20230404185821,12.6,1012.1,31,343,8.4,1.1,10197.4
58424,20230404185821,19.0,1003.7,99,313,5.7,1.2,10162.1
58429,20230404185821,11.4,1004.6,80,335,12.9,0.6,10296.4
58436,20230404185821,27.7,1021.8,55,258,3.6,0.8,10135.5
58437,20230404185821,6.6,1006.1,87,165,2.5,1.3,10235.2
58520,20230404185821,32.2,1009.8,77,321,10.0,1.1,10186.7
58531,20230404185821,13.9,1008.7,100,242,5.9,0.3,10037.6
54406,20230404185821,28.2,1022.7,41,64,5.3,0.3,10419.8
54416,20230404185821,25.1,1008.8,98,11,0.0,0.0,10110.4
54511,20230404185821,32.9,1017.8,2,336,13.1,1.0,10087.4
58725,20230404185821,32.1,1018.5,45,170,5.4,0.8,10335.9
58730,20230404185821,24.3,1020.2,74,75,7.6,1.0,10403.4
58731,20230404185821,2.4,1014.6,86,300,0.4,0.7,10233.1
58734,20230404185821,23.0,1002.7,33,253,7.2,1.3,10241.2
58737,20230404185821,15.2,1003.0,73,246,7.2,0.4,10000.0
58744,20230404185821,5.2,1020.4,33,52,4.1,0.1,10312.9
58754,20230404185821,18.5,1005.8,72,81,13.4,0.1,10303.7
58818,20230404185821,7.1,1011.7,26,119,6.1,0.5,10327.7
58820,20230404185821,32.0,1021.0,8,148,1.2,0.3,10325.4
58834,20230404185821,24.1,1000.2,55,32,1.2,0.6,10265.9
58837,20230404185821,19.2,1026.0,9,215,1.9,0.8,10139.2
58843,20230404185821,22.3,1022.6,52,276,3.5,1.2,10133.9
58846,20230404185821,1.6,1005.3,82,3,8.5,1.2,10451.4
58847,20230404185821,29.2,1019.6,50,182,6.8,1.1,10008.3
58911,20230404185821,1.8,1012.1,56,238,13.8,0.7,10019.3
58918,20230404185821,0.7,1023.5,43,303,8.8,1.3,10294.7
58921,20230404185821,1.9,1009.7,60,233,6.2,0.0,10188.1
58926,20230404185821,19.5,1018.2,32,64,10.5,0.4,10012.2
58927,20230404185821,30.3,1011.0,78,276,2.8,0.8,10334.4
58931,20230404185821,31.1,1003.3,13,316,14.3,0.6,10290.5
58933,20230404185821,6.2,1002.7,4,9,2.6,0.6,10136.0
58936,20230404185821,14.8,1004.2,96,107,14.1,0.3,10418.0
58944,20230404185821,10.9,1012.1,63,113,4.9,0.0,10250.2
59113,20230404185821,32.1,1025.2,29,288,2.0,0.0,10480.8
59126,20230404185821,14.4,1019.3,17,312,0.2,1.5,10352.6
59133,20230404185821,4.6,1016.9,1,138,9.3,0.4,10247.1
59134,20230404185821,12.4,1002.0,90,143,3.8,1.1,10405.4
59321,20230404185821,18.1,1024.3,91,269,6.8,1.4,10453.5
52323,20230404185821,2.0,1009.2,95,108,1.2,0.3,10409.3
52418,20230404185821,14.1,1018.7,27,95,1.8,0.2,10041.2
52424,20230404185821,16.5,1024.4,72,270,10.1,0.0,10185.3
52436,20230404185821,17.0,1015.3,43,9,1.1,0.4,10476.1
52446,20230404185821,1.1,1001.7,69,264,11.4,1.4,10174.0
52447,20230404185821,3.0,1000.5,46,43,10.8,0.7,10405.7
52533,20230404185821,19.9,1006.4,58,282,12.6,1.2,10217.5
52546,20230404185821,27.8,1008.8,78,329,6.1,0.3,10499.5
52652,20230404185821,34.6,1010.8,2,68,5.7,0.5,10331.4
52661,20230404185821,33.7,1002.4,17,222,6.1,0.1,10096.4
52674,20230404185821,11.9,1016.6,37,310,3.8,0.1,10173.5
52679,20230404185821,28.5,1001.4,37,23,1.9,1.3,10060.5
52681,20230404185821,29.1,1009.5,65,68,3.8,1.3,10201.7
52787,20230404185821,20.2,1011.7,1,251,7.3,0.5,10245.0
52797,20230404185821,14.9,1023.2,72,78,7.1,0.7,10115.0
52884,20230404185821,6.5,1006.3,53,107,2.7,0.4,10040.6
52895,20230404185821,19.4,1016.6,36,350,3.8,1.5,10052.6
52983,20230404185821,9.6,1001.9,8,37,5.8,1.5,10439.3
52984,20230404185821,15.5,1014.1,75,347,6.1,1.3,10323.6
52986,20230404185821,15.0,1026.4,86,323,0.7,0.9,10416.5
52996,20230404185821,11.0,1010.7,93,214,3.1,1.2,10361.0
53821,20230404185821,16.8,1020.1,56,228,0.2,0.2,10374.6
53915,20230404185821,3.0,1000.6,79,311,5.0,0.4,10393.0
53923,20230404185821,2.1,1022.9,37,115,0.3,0.2,10301.5
56074,20230404185821,32.4,1015.1,61,119,8.9,0.4,10171.4
56080,20230404185821,22.9,1004.4,51,1,11.8,0.1,10413.3
56093,20230404185821,17.1,1014.6,20,301,9.5,0.1,10488.8
56096,20230404185821,26.0,1014.9,36,308,0.0,1.2,10087.3
57014,20230404185821,29.8,1011.3,94,359,10.9,0.1,10493.0
57996,20230404185821,26.2,1003.9,5,122,9.6,1.5,10349.4
59072,20230404185821,13.4,1008.4,59,206,3.8,0.9,10188.5
59082,20230404185821,28.0,1012.0,45,180,12.4,1.5,10482.1
59087,20230404185821,5.4,1014.5,96,323,5.3,0.4,10048.1
59088,20230404185821,19.4,1014.5,21,285,0.6,1.3,10248.5
59096,20230404185821,13.6,1016.2,57,90,4.8,1.4,10324.9
59097,20230404185821,0.2,1004.1,77,1,1.8,1.2,10261.8
59107,20230404185821,24.6,1021.9,46,282,0.9,0.4,10209.0
59116,20230404185821,34.8,1024.7,8,180,7.9,0.7,10375.3
59117,20230404185821,31.7,1008.6,38,120,9.0,1.3,10032.5
59271,20230404185821,1.6,1021.9,21,277,10.3,0.0,10455.5
59278,20230404185821,27.2,1012.1,57,248,7.5,0.2,10220.7
59280,20230404185821,2.2,1015.9,96,289,12.7,1.4,10101.2
59287,20230404185821,0.2,1015.6,28,164,9.2,0.8,10115.0
59289,20230404185821,23.8,1014.2,1,216,7.3,1.2,10019.6
59293,20230404185821,28.5,1013.3,57,162,4.1,0.1,10321.5
59294,20230404185821,9.3,1009.0,62,35,11.1,0.4,10356.2
59298,20230404185821,3.7,1007.5,39,317,5.1,0.9,10392.0
59303,20230404185821,25.7,1006.8,31,198,4.5,1.4,10141.1
59304,20230404185821,27.8,1022.2,61,77,2.3,0.8,10446.7
59306,20230404185821,9.7,1013.6,23,83,9.8,1.5,10456.2
59310,20230404185821,9.9,1010.8,47,118,10.8,0.4,10371.5
59316,20230404185821,9.6,1007.6,42,235,3.7,0.3,10131.6
59317,20230404185821,20.8,1009.9,93,223,0.6,0.4,10187.7
59324,20230404185821,9.2,1022.7,5,116,5.6,1.4,10267.8
59456,20230404185821,23.5,1010.8,22,64,10.7,0.7,10042.7
59462,20230404185821,9.3,1005.9,15,359,10.7,0.7,10244.8
59478,20230404185821,22.5,1023.9,72,279,3.5,0.3,10101.8
59485,20230404185821,27.6,1007.1,88,333,14.4,0.0,10319.2
59488,20230404185821,25.8,1019.5,53,196,13.4,0.5,10055.6
59493,20230404185821,25.1,1006.2,89,20,9.6,0.6,10117.4
59501,20230404185821,32.8,1013.0,26,130,9.1,0.1,10166.4
59658,20230404185821,34.0,1019.9,65,31,8.8,0.3,10010.1
59663,20230404185821,1.0,1021.5,18,34,11.8,0.5,10210.9
59664,20230404185821,28.0,1024.4,16,259,13.7,0.7,10402.3
59673,20230404185821,8.4,1017.0,52,241,7.0,0.0,10383.5
59754,20230404185821,23.4,1014.2,26,331,14.4,1.3,10422.0
57947,20230404185821,26.5,1018.5,60,66,9.2,0.4,10417.5
57957,20230404185821,28.3,1017.3,95,356,4.2,1.4,10478.6
57958,20230404185821,7.5,1004.2,80,187,7.7,1.0,10305.7
59021,20230404185821,10.9,1019.3,57,44,13.8,1.4,10016.2
59023,20230404185821,8.2,1001.5,71,356,2.2,0.1,10203.1
59027,20230404185821,23.8,1013.4,87,287,5.9,0.4,10087.0
59037,20230404185821,12.0,1024.4,64,175,11.4,1.0,10227.6
59046,20230404185821,15.3,1011.4,16,83,8.5,1.5,10391.6
59058,20230404185821,33.5,1007.2,16,309,3.3,0.9,10155.7
59065,20230404185821,32.3,1023.8,12,102,7.9,0.9,10197.8
59209,20230404185821,18.4,1020.6,51,203,12.8,0.5,10233.1
59211,20230404185821,19.4,1010.5,34,275,8.4,0.4,10491.9
59218,20230404185821,31.1,1001.6,91,286,3.1,1.3,10189.8
59228,20230404185821,5.6,1008.4,85,343,11.4,0.3,10423.8
59242,20230404185821,24.1,1016.4,1,54,2.6,1.4,10154.7
59254,20230404185821,14.0,1006.7,9,298,2.7,0.1,10000.4
59265,20230404185821,12.2,1002.3,17,107,1.6,0.2,10453.5
59417,20230404185821,9.2,1015.8,94,283,10.7,0.2,10106.8
