站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230404185421,16.9,1016.9,64,319,2.0,1.3,10157.1
58102,20230404185421,7.1,1018.9,88,57,12.2,1.5,10147.1
58118,20230404185421,7.9,1021.8,25,145,11.4,0.7,10223.4
58122,20230404185421,23.8,1013.8,47,320,12.9,1.1,10472.9
58203,20230404185421,23.9,1024.1,85,127,14.0,0.3,10480.2
58215,20230404185421,8.9,1020.3,8,350,14.9,1.0,10383.6
58221,20230404185421,8.6,1017.7,81,355,9.7,0.4,10022.1
58225,20230404185421,12.5,1001.7,76,318,12.2,1.0,10069.9
58236,20230404185421,23.3,1011.4,82,184,7.0,1.3,10316.8
58311,20230404185421,2.6,1024.4,91,295,14.2,1.3,10059.5
58314,20230404185421,10.7,1025.8,37,157,11.7,1.2,10133.1
58319,20230404185421,30.2,1024.0,26,58,0.7,1.2,10468.0
58321,20230404185421,13.2,1025.6,20,12,10.5,1.3,10276.5
58326,20230404185421,7.5,1007.5,32,281,13.5,0.1,10271.6
58336,20230404185421,20.3,1021.0,99,13,11.4,1.0,10481.2
58338,20230404185421,9.9,1011.5,56,48,8.2,0.0,10496.8
58414,20230404185421,23.4,1005.3,89,150,0.9,1.1,10115.3
58419,20230404185421,23.0,1024.2,23,305,13.3,0.1,10130.7
58424,20230404185421,5.6,1012.2,59,169,4.7,0.0,10392.5
58429,20230404185421,16.4,1024.5,19,55,10.2,1.3,10327.7
58436,20230404185421,0.7,1000.1,75,295,14.1,1.4,10030.5
58437,20230404185421,25.9,1004.9,52,309,3.8,1.3,10390.9
58520,20230404185421,9.3,1000.3,57,3,10.5,1.1,10065.9
58531,20230404185421,5.1,1025.8,69,186,7.0,1.4,10447.7
54406,20230404185421,11.5,1026.3,58,266,1.9,0.3,10031.0
54416,20230404185421,29.9,1023.1,31,235,12.0,1.3,10356.3
54511,20230404185421,1.1,1006.3,56,292,8.7,1.5,10159.4
58725,20230404185421,27.0,1015.8,21,157,10.4,0.8,10206.9
58730,20230404185421,7.5,1011.8,78,189,4.2,1.0,10138.5
58731,20230404185421,23.3,1001.5,42,56,6.6,1.5,10118.6
58734,20230404185421,11.8,1001.7,80,298,11.5,0.2,10160.4
58737,20230404185421,29.3,1014.3,59,139,7.8,1.0,10284.3
58744,20230404185421,15.0,1017.3,13,71,5.3,0.2,10229.4
58754,20230404185421,25.5,1014.3,16,111,14.8,0.4,10315.3
58818,20230404185421,6.7,1024.5,83,302,13.9,1.3,10420.2
58820,20230404185421,17.6,1020.5,84,209,10.0,0.5,10278.5
58834,20230404185421,28.3,1006.1,57,353,9.9,1.3,10021.8
58837,20230404185421,16.5,1011.1,37,232,4.1,1.5,10049.3
58843,20230404185421,22.3,1004.0,55,344,4.2,0.0,10086.1
58846,20230404185421,7.3,1003.6,13,337,10.1,0.7,10024.4
58847,20230404185421,5.8,1001.8,59,342,2.1,1.1,10246.3
58911,20230404185421,24.1,1009.8,24,316,10.1,0.3,10117.5
58918,20230404185421,15.1,1004.9,44,32,7.4,0.9,10314.9
58921,20230404185421,18.0,1020.5,49,199,13.7,0.8,10264.4
58926,20230404185421,17.3,1008.6,88,124,5.4,0.2,10403.1
58927,20230404185421,25.9,1013.3,78,329,10.1,0.0,10064.0
58931,20230404185421,0.1,1021.8,55,134,7.7,1.4,10309.6
58933,20230404185421,32.7,1022.5,17,154,8.3,0.0,10026.2
58936,20230404185421,34.6,1024.5,16,292,14.1,1.4,10030.9
58944,20230404185421,23.3,1002.5,87,285,1.3,0.3,10096.6
59113,20230404185421,7.3,1019.7,2,270,3.2,0.7,10281.7
59126,20230404185421,4.2,1016.5,45,216,5.3,0.4,10479.5
59133,20230404185421,10.3,1000.5,17,78,11.0,1.5,10223.0
59134,20230404185421,12.0,1011.6,32,191,8.6,0.5,10048.9
59321,20230404185421,10.1,1006.0,5,318,10.4,0.9,10122.2
52323,20230404185421,21.2,1025.9,7,351,7.0,1.4,10373.8
52418,20230404185421,16.5,1004.6,10,41,14.6,1.4,10485.6
52424,20230404185421,10.4,1022.6,42,341,4.9,1.2,10376.1
52436,20230404185421,15.1,1007.7,43,70,7.9,1.4,10339.1
52446,20230404185421,15.3,1020.5,50,282,1.9,1.1,10309.9
52447,20230404185421,28.1,1000.2,93,264,2.5,1.0,10350.3
52533,20230404185421,24.3,1023.7,97,291,9.5,0.2,10439.8
52546,20230404185421,18.7,1003.2,59,3,0.6,0.8,10156.5
52652,20230404185421,7.9,1014.0,34,51,0.5,0.7,10318.9
52661,20230404185421,30.7,1001.0,20,218,5.0,0.7,10347.6
52674,20230404185421,4.2,1026.2,61,329,14.9,1.2,10413.9
52679,20230404185421,17.1,1007.8,26,104,11.1,1.1,10035.7
52681,20230404185421,28.9,1020.2,5,225,3.9,0.1,10118.8
52787,20230404185421,8.7,1008.4,22,323,1.7,0.0,10222.1
52797,20230404185421,16.0,1000.6,76,254,12.3,0.3,10244.4
52884,20230404185421,1.3,1005.1,29,202,4.4,0.9,10400.3
52895,20230404185421,19.2,1024.9,98,257,7.6,0.9,10239.1
52983,20230404185421,20.6,1005.5,63,264,1.5,0.7,10088.1
52984,20230404185421,9.2,1008.3,29,61,13.4,0.0,10087.1
52986,20230404185421,24.2,1023.6,44,12,3.7,1.5,10380.6
52996,20230404185421,9.5,1008.6,25,213,11.5,1.3,10167.6
53821,20230404185421,2.8,1011.4,57,232,6.7,0.6,10130.0
53915,20230404185421,26.8,1010.9,17,106,13.4,0.4,10013.2
53923,20230404185421,31.3,1009.0,67,15,4.4,0.5,10472.7
56074,20230404185421,33.9,1011.4,19,117,1.1,1.1,10488.5
56080,20230404185421,5.5,1001.1,34,144,9.3,1.0,10026.6
56093,20230404185421,34.6,1005.5,18,92,1.6,1.3,10194.5
56096,20230404185421,26.7,1010.9,30,58,13.0,0.7,10426.6
57014,20230404185421,34.2,1006.9,59,337,9.3,0.0,10500.0
57996,20230404185421,29.7,1010.6,39,297,4.0,0.3,10411.0
59072,20230404185421,10.9,1003.3,3,203,12.4,1.1,10282.8
59082,20230404185421,0.0,1010.2,98,313,13.1,1.0,10296.7
59087,20230404185421,6.4,1001.8,62,37,8.4,1.1,10456.1
59088,20230404185421,1.0,1002.5,23,206,2.1,0.0,10289.4
59096,20230404185421,5.0,1001.8,38,6,9.7,0.3,10380.4
59097,20230404185421,8.0,1018.0,29,195,11.2,0.5,10118.3
