站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230407130807,10.1,1006.2,84,181,4.7,0.0,10161.6
58102,20230407130807,13.4,1005.9,86,25,5.4,0.8,10147.6
58118,20230407130807,34.1,1025.3,35,207,9.5,1.2,10487.4
58122,20230407130807,22.8,1005.2,20,243,2.4,0.8,10188.3
58203,20230407130807,10.1,1000.0,46,274,12.7,1.3,10465.5
58215,20230407130807,6.2,1015.8,59,176,6.0,0.3,10052.0
58221,20230407130807,4.0,1021.0,1,298,7.5,0.6,10059.0
58225,20230407130807,15.3,1008.8,38,119,6.7,1.3,10110.7
58236,20230407130807,16.1,1006.9,43,298,3.6,0.3,10384.3
58311,20230407130807,8.9,1024.3,13,113,5.4,0.6,10098.8
58314,20230407130807,6.4,1010.1,64,354,6.6,0.7,10478.7
58319,20230407130807,25.6,1025.6,63,266,12.1,1.5,10017.2
58321,20230407130807,28.4,1020.0,20,220,11.2,0.1,10339.6
58326,20230407130807,14.8,1015.5,8,64,1.9,1.5,10223.2
58336,20230407130807,19.4,1009.1,68,321,10.9,0.6,10354.9
58338,20230407130807,30.7,1022.9,32,121,10.0,0.5,10454.8
58414,20230407130807,0.8,1005.5,33,191,0.5,0.7,10238.9
58419,20230407130807,28.8,1000.6,15,138,1.6,1.3,10078.7
58424,20230407130807,12.2,1024.7,41,100,8.6,1.5,10065.6
58429,20230407130807,27.9,1020.8,81,63,14.2,0.0,10036.1
58436,20230407130807,23.3,1024.5,32,5,0.2,0.7,10067.0
58437,20230407130807,16.7,1012.0,21,327,3.6,1.1,10478.5
58520,20230407130807,34.6,1021.5,29,260,5.5,0.0,10216.6
58531,20230407130807,12.3,1006.4,7,328,2.2,0.6,10272.5
54406,20230407130807,21.3,1001.3,8,338,10.6,1.0,10475.7
54416,20230407130807,27.0,1020.2,52,266,12.7,1.2,10127.6
54511,20230407130807,9.7,1000.6,44,208,2.1,0.7,10440.1
58725,20230407130807,17.9,1000.8,61,291,2.4,0.2,10437.9
58730,20230407130807,17.0,1008.3,24,104,10.3,1.1,10349.4
58731,20230407130807,6.2,1005.3,50,18,8.1,1.3,10074.7
58734,20230407130807,24.4,1013.7,35,124,9.0,1.0,10428.6
58737,20230407130807,22.6,1002.6,53,172,4.5,0.4,10415.6
58744,20230407130807,24.6,1015.9,76,138,8.4,0.7,10408.5
58754,20230407130807,25.0,1015.2,58,187,5.7,0.6,10337.1
58818,20230407130807,26.7,1023.1,54,69,4.0,0.8,10316.0
58820,20230407130807,11.5,1003.3,18,324,6.9,0.5,10013.6
58834,20230407130807,3.9,1018.1,52,356,11.2,0.3,10091.4
58837,20230407130807,5.8,1009.8,89,264,11.2,1.3,10287.9
58843,20230407130807,7.9,1002.6,1,338,1.7,0.9,10223.7
58846,20230407130807,22.9,1001.0,33,128,6.3,1.3,10363.3
58847,20230407130807,1.0,1026.0,73,299,5.1,1.2,10319.3
58911,20230407130807,17.3,1017.8,42,292,8.1,0.6,10401.6
58918,20230407130807,8.8,1013.7,32,264,13.3,1.5,10141.0
58921,20230407130807,14.0,1015.9,34,43,13.6,0.9,10297.4
58926,20230407130807,12.6,1002.1,89,197,8.6,1.2,10050.2
58927,20230407130807,7.9,1012.9,25,16,3.7,1.3,10400.4
58931,20230407130807,23.3,1006.7,18,85,2.7,0.0,10408.2
58933,20230407130807,16.6,1019.9,5,205,12.5,1.0,10196.7
58936,20230407130807,5.4,1019.5,33,25,2.2,0.4,10046.8
58944,20230407130807,0.1,1002.2,92,350,11.9,0.7,10496.5
59113,20230407130807,23.8,1013.2,28,49,8.2,1.2,10287.0
59126,20230407130807,31.3,1012.4,77,261,7.8,1.3,10171.5
59133,20230407130807,19.8,1024.3,68,217,7.8,1.5,10205.2
59134,20230407130807,18.8,1020.6,38,215,5.6,0.0,10313.0
59321,20230407130807,25.6,1001.0,25,53,2.9,0.7,10125.4
52323,20230407130807,15.3,1012.2,10,250,14.1,0.9,10216.0
52418,20230407130807,14.3,1011.5,32,17,14.3,0.6,10334.0
52424,20230407130807,4.3,1012.5,82,148,2.3,0.6,10340.5
52436,20230407130807,8.5,1015.5,62,314,4.5,0.5,10464.6
52446,20230407130807,15.6,1005.8,3,148,8.5,1.1,10070.5
52447,20230407130807,26.9,1014.6,55,122,7.1,0.9,10317.7
52533,20230407130807,18.3,1002.3,79,233,13.8,1.1,10300.0
52546,20230407130807,4.4,1002.3,18,173,3.3,0.2,10125.2
52652,20230407130807,10.3,1011.5,88,197,5.3,0.6,10108.4
52661,20230407130807,31.9,1025.0,8,48,0.6,0.6,10388.3
