站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230407131008,9.9,1026.3,76,239,4.8,0.1,10329.8
58102,20230407131008,26.9,1011.7,82,106,1.6,0.0,10450.3
58118,20230407131008,24.1,1019.0,95,316,5.0,1.0,10419.5
58122,20230407131008,30.1,1008.0,13,244,0.7,0.5,10305.8
58203,20230407131008,21.4,1024.9,69,122,13.0,1.5,10202.3
58215,20230407131008,6.7,1008.3,81,154,11.7,0.5,10259.3
58221,20230407131008,34.4,1002.9,87,241,10.4,0.4,10032.0
58225,20230407131008,24.8,1002.6,100,97,12.1,0.0,10063.0
58236,20230407131008,3.0,1010.5,36,280,0.0,0.4,10259.4
58311,20230407131008,17.2,1005.4,17,120,14.0,0.5,10432.9
58314,20230407131008,32.7,1007.0,81,105,7.6,1.4,10027.4
58319,20230407131008,18.4,1004.1,77,88,12.7,0.7,10487.5
58321,20230407131008,12.7,1003.7,23,211,7.3,0.9,10402.1
58326,20230407131008,7.7,1001.0,80,67,6.7,0.3,10494.6
58336,20230407131008,25.2,1000.1,87,28,10.9,1.4,10098.8
58338,20230407131008,0.8,1000.5,33,118,13.8,0.8,10160.8
58414,20230407131008,9.4,1003.0,68,266,2.5,0.5,10105.2
58419,20230407131008,34.5,1007.4,15,125,6.4,0.9,10475.6
58424,20230407131008,12.8,1016.2,4,90,3.9,1.0,10161.0
58429,20230407131008,31.6,1025.8,25,115,14.5,1.2,10104.1
58436,20230407131008,15.1,1020.6,13,39,5.4,0.0,10063.6
58437,20230407131008,14.5,1011.1,68,319,2.0,0.1,10401.7
58520,20230407131008,24.2,1017.8,41,350,12.1,1.5,10101.7
58531,20230407131008,26.8,1026.0,73,60,9.6,1.2,10211.9
54406,20230407131008,5.5,1006.0,50,277,12.3,1.0,10247.7
54416,20230407131008,20.1,1001.1,46,76,1.7,1.3,10259.4
54511,20230407131008,25.2,1019.3,92,69,7.7,0.3,10472.4
58725,20230407131008,10.6,1014.7,13,140,6.4,1.2,10446.1
58730,20230407131008,12.4,1007.3,68,342,3.8,0.9,10425.6
58731,20230407131008,13.2,1017.8,60,1,7.9,0.4,10183.6
58734,20230407131008,21.7,1004.1,38,80,7.2,0.8,10029.1
58737,20230407131008,15.9,1006.4,22,121,4.3,1.3,10338.5
58744,20230407131008,26.9,1001.3,86,178,0.1,0.4,10477.5
58754,20230407131008,27.1,1012.1,4,124,0.4,1.0,10344.4
58818,20230407131008,11.4,1016.8,100,186,4.2,1.2,10283.5
58820,20230407131008,4.6,1011.3,1,97,13.2,0.9,10000.5
58834,20230407131008,8.5,1020.1,84,155,7.6,1.2,10367.2
58837,20230407131008,22.5,1010.2,78,152,14.4,0.8,10196.9
58843,20230407131008,25.4,1001.9,27,268,1.4,0.5,10275.0
58846,20230407131008,3.5,1012.3,5,72,13.2,0.0,10297.2
58847,20230407131008,30.7,1002.9,12,222,8.8,0.2,10345.0
58911,20230407131008,2.6,1000.2,35,196,3.5,1.1,10291.9
58918,20230407131008,27.9,1018.6,98,11,13.5,1.2,10327.4
58921,20230407131008,6.2,1014.6,98,78,11.5,1.4,10298.3
58926,20230407131008,11.6,1000.5,77,135,14.2,1.1,10335.2
58927,20230407131008,6.8,1005.7,39,56,14.6,1.2,10356.7
58931,20230407131008,2.6,1017.3,62,96,12.6,0.2,10235.5
58933,20230407131008,25.3,1000.6,72,125,13.8,0.9,10016.8
58936,20230407131008,19.7,1015.3,58,124,8.5,0.1,10113.6
58944,20230407131008,5.9,1016.3,82,37,5.7,0.7,10315.8
59113,20230407131008,22.7,1020.9,99,99,7.9,0.3,10434.1
59126,20230407131008,31.7,1022.2,56,181,5.8,1.1,10309.3
59133,20230407131008,30.8,1012.8,62,343,7.3,0.7,10366.9
59134,20230407131008,23.3,1016.1,32,86,7.9,0.0,10303.1
59321,20230407131008,6.2,1001.3,2,272,2.9,1.2,10162.3
52323,20230407131008,1.4,1008.3,39,149,8.7,0.6,10341.7
52418,20230407131008,8.9,1013.8,78,206,2.1,0.2,10031.6
52424,20230407131008,1.9,1023.1,62,304,11.8,0.8,10170.7
52436,20230407131008,0.6,1017.6,39,168,14.2,0.3,10485.4
52446,20230407131008,30.0,1017.3,16,242,10.7,0.1,10123.4
52447,20230407131008,28.2,1019.4,95,182,7.4,1.5,10428.3
52533,20230407131008,9.6,1002.1,92,293,2.5,1.2,10300.4
52546,20230407131008,18.8,1003.2,41,212,5.3,1.4,10240.6
52652,20230407131008,25.9,1026.0,65,209,11.5,0.7,10328.1
52661,20230407131008,8.7,1023.0,8,109,3.6,1.3,10213.7
52674,20230407131008,28.8,1026.4,5,78,13.7,0.3,10062.4
52679,20230407131008,24.0,1021.7,3,237,9.9,1.4,10134.4
52681,20230407131008,13.8,1012.8,35,272,9.3,0.3,10174.5
52787,20230407131008,16.0,1022.8,29,273,6.5,1.5,10487.4
52797,20230407131008,32.4,1010.5,70,205,11.4,1.0,10478.1
52884,20230407131008,34.0,1008.0,80,38,12.7,0.9,10204.3
52895,20230407131008,32.6,1008.4,79,213,14.7,0.4,10339.6
52983,20230407131008,22.3,1004.6,63,12,9.2,0.2,10487.9
52984,20230407131008,12.4,1018.3,44,41,11.8,0.5,10123.3
52986,20230407131008,31.5,1024.6,3,221,1.6,0.1,10132.7
52996,20230407131008,27.9,1016.3,36,324,8.9,1.3,10409.6
53821,20230407131008,29.7,1022.8,47,340,4.1,0.4,10419.9
53915,20230407131008,6.4,1010.6,23,313,13.1,0.1,10371.4
53923,20230407131008,20.7,1026.0,82,286,12.3,1.1,10170.5
56074,20230407131008,14.6,1024.8,40,36,13.3,0.6,10161.7
56080,20230407131008,7.8,1002.7,71,330,2.2,0.0,10407.9
56093,20230407131008,6.6,1017.9,28,347,3.0,0.5,10165.0
56096,20230407131008,22.4,1001.6,47,132,14.9,0.7,10449.1
57014,20230407131008,3.8,1021.4,31,292,3.3,1.3,10378.5
57996,20230407131008,19.0,1014.3,14,321,4.2,0.3,10381.1
59072,20230407131008,21.7,1001.3,47,157,13.2,0.1,10471.1
59082,20230407131008,24.4,1010.6,69,225,14.4,1.1,10113.0
59087,20230407131008,25.7,1008.1,94,116,1.1,0.7,10269.5
59088,20230407131008,16.8,1003.5,34,322,14.5,1.0,10480.8
59096,20230407131008,9.1,1022.9,60,191,8.4,0.1,10394.6
59097,20230407131008,25.9,1001.2,10,341,10.8,0.9,10118.0
59107,20230407131008,29.7,1016.9,2,6,4.1,1.4,10108.0
59116,20230407131008,25.1,1019.9,47,320,6.4,1.1,10052.9
59117,20230407131008,28.5,1007.5,71,268,5.6,0.5,10160.0
59271,20230407131008,14.5,1020.3,85,260,7.0,0.5,10388.9
59278,20230407131008,26.5,1015.2,53,92,1.9,1.3,10312.6
59280,20230407131008,19.5,1009.7,97,246,11.7,0.7,10306.2
59287,20230407131008,28.7,1009.4,33,15,10.2,0.6,10012.5
59289,20230407131008,33.6,1018.0,48,13,12.3,0.7,10168.9
59293,20230407131008,5.8,1002.1,8,33,9.8,0.3,10427.6
59294,20230407131008,29.1,1002.0,89,79,11.4,1.3,10151.3
59298,20230407131008,23.1,1016.5,64,337,10.4,0.4,10405.7
59303,20230407131008,34.7,1016.5,60,169,3.8,0.2,10309.8
59304,20230407131008,29.0,1020.1,89,257,1.7,0.3,10266.1
59306,20230407131008,8.4,1003.6,41,157,7.1,0.9,10093.4
59310,20230407131008,22.5,1013.1,67,49,9.6,0.6,10066.2
59316,20230407131008,0.2,1020.3,51,159,13.0,1.4,10169.3
59317,20230407131008,11.7,1020.0,3,82,6.2,1.4,10234.0
59324,20230407131008,32.5,1011.0,22,119,9.4,0.6,10219.4
59456,20230407131008,33.1,1006.5,7,275,6.3,0.4,10066.2
59462,20230407131008,23.7,1019.4,16,111,8.4,0.2,10070.6
59478,20230407131008,9.5,1019.3,3,75,4.8,0.5,10205.9
59485,20230407131008,18.6,1006.0,9,242,3.3,0.6,10481.1
59488,20230407131008,6.7,1006.1,31,164,9.3,0.8,10332.7
59493,20230407131008,12.3,1005.8,30,135,1.9,0.4,10181.9
59501,20230407131008,27.2,1005.2,2,221,4.2,0.3,10373.2
59658,20230407131008,7.4,1011.8,27,305,0.4,0.6,10366.4
59663,20230407131008,33.8,1017.8,94,126,6.4,1.1,10464.7
59664,20230407131008,3.7,1010.4,67,275,7.7,1.5,10255.3
59673,20230407131008,10.6,1019.2,62,124,5.4,1.4,10330.1
59754,20230407131008,6.1,1024.2,87,0,2.8,0.0,10078.9
57947,20230407131008,30.3,1010.0,46,263,11.9,1.0,10353.7
57957,20230407131008,30.7,1014.3,4,55,7.7,1.0,10161.4
