站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230407130007,23.5,1020.0,87,248,2.4,1.1,10336.0
58102,20230407130007,10.1,1014.0,37,307,6.6,1.5,10429.9
58118,20230407130007,29.5,1020.7,96,28,7.4,0.6,10288.9
58122,20230407130007,3.9,1009.6,52,75,11.2,0.0,10291.4
58203,20230407130007,4.7,1006.4,22,66,5.1,0.0,10006.6
58215,20230407130007,8.9,1004.1,80,199,3.8,1.2,10041.2
58221,20230407130007,2.8,1019.1,75,33,2.5,0.1,10102.1
58225,20230407130007,3.3,1026.0,75,197,11.8,1.3,10285.8
58236,20230407130007,4.7,1022.8,56,191,12.9,0.1,10363.6
58311,20230407130007,9.1,1006.9,76,180,8.0,1.1,10042.2
58314,20230407130007,0.6,1001.0,92,140,11.8,1.3,10432.8
58319,20230407130007,27.8,1006.4,75,123,14.9,0.4,10306.8
58321,20230407130007,18.0,1001.0,5,9,6.5,0.3,10266.7
58326,20230407130007,2.3,1024.3,63,277,12.7,0.6,10416.0
58336,20230407130007,23.0,1023.0,50,153,2.2,1.2,10007.7
58338,20230407130007,5.0,1007.3,27,335,14.7,1.2,10307.4
58414,20230407130007,20.4,1000.7,91,157,2.9,1.0,10085.4
58419,20230407130007,2.7,1018.6,72,131,14.4,0.2,10039.4
58424,20230407130007,32.1,1000.7,11,74,6.9,1.5,10150.3
58429,20230407130007,21.7,1012.9,33,283,1.4,1.0,10310.2
58436,20230407130007,15.0,1015.4,98,111,1.8,0.7,10316.7
58437,20230407130007,25.8,1007.9,99,96,14.0,0.2,10430.3
58520,20230407130007,12.6,1001.9,13,330,7.8,0.6,10094.5
58531,20230407130007,17.1,1008.6,16,350,9.2,1.5,10033.9
54406,20230407130007,5.2,1023.9,44,319,7.5,0.0,10457.9
54416,20230407130007,2.4,1002.2,63,245,11.6,1.2,10197.3
54511,20230407130007,15.8,1005.0,34,284,3.6,0.6,10060.1
58725,20230407130007,9.3,1022.0,4,291,0.8,0.3,10495.3
58730,20230407130007,22.6,1014.8,79,116,8.0,0.6,10135.3
58731,20230407130007,22.4,1012.9,58,121,4.8,0.3,10102.0
58734,20230407130007,15.6,1023.0,40,314,6.2,1.3,10299.7
58737,20230407130007,2.7,1019.9,79,55,14.1,0.1,10296.3
58744,20230407130007,22.2,1012.2,33,70,12.3,0.7,10214.6
58754,20230407130007,5.0,1020.5,35,110,5.1,0.0,10452.4
58818,20230407130007,30.1,1009.0,10,106,14.5,0.1,10468.2
58820,20230407130007,26.3,1008.4,17,171,9.3,0.2,10195.1
58834,20230407130007,9.9,1003.4,6,346,8.4,0.2,10006.9
58837,20230407130007,20.1,1025.6,97,170,8.6,0.2,10281.9
58843,20230407130007,26.9,1006.1,37,19,14.2,1.3,10050.2
58846,20230407130007,7.2,1017.6,4,171,7.0,1.5,10167.7
58847,20230407130007,15.2,1017.5,42,270,9.6,0.6,10480.7
58911,20230407130007,29.4,1012.6,26,27,8.7,0.5,10495.9
58918,20230407130007,30.3,1019.6,75,265,8.2,1.4,10002.3
58921,20230407130007,34.8,1002.5,15,106,10.4,0.5,10368.8
58926,20230407130007,11.4,1021.1,33,60,10.3,0.5,10196.9
58927,20230407130007,16.8,1011.6,31,102,5.8,1.2,10362.3
58931,20230407130007,20.0,1014.9,24,333,13.7,1.3,10017.0
58933,20230407130007,16.6,1024.4,47,316,1.5,1.3,10267.6
58936,20230407130007,2.3,1019.8,85,135,1.7,0.8,10452.1
58944,20230407130007,5.5,1008.6,30,214,6.4,0.0,10296.1
59113,20230407130007,34.4,1009.3,84,50,4.9,1.4,10000.3
59126,20230407130007,0.4,1020.1,38,339,11.5,0.7,10013.7
59133,20230407130007,23.9,1008.9,23,143,12.5,0.2,10499.2
59134,20230407130007,19.3,1001.6,87,66,1.9,0.0,10414.3
59321,20230407130007,14.0,1009.5,3,348,14.8,1.3,10188.7
52323,20230407130007,12.0,1020.5,78,248,10.1,1.0,10019.7
