站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230407130907,30.4,1010.6,11,289,9.4,1.5,10169.0
58102,20230407130907,12.2,1011.6,92,230,1.2,1.1,10070.4
58118,20230407130907,28.4,1001.8,98,253,12.7,0.7,10490.4
58122,20230407130907,11.4,1021.7,66,93,8.4,0.6,10128.8
58203,20230407130907,23.4,1005.8,42,61,7.2,1.1,10223.5
58215,20230407130907,13.6,1014.1,30,22,7.4,0.4,10108.4
58221,20230407130907,0.6,1005.4,92,146,10.2,0.5,10488.0
58225,20230407130907,3.1,1014.7,1,296,2.9,0.1,10371.7
58236,20230407130907,26.7,1022.2,99,276,10.5,0.7,10326.7
58311,20230407130907,1.9,1006.3,33,207,1.4,0.6,10403.0
58314,20230407130907,33.8,1009.4,75,38,4.8,1.3,10303.2
58319,20230407130907,0.4,1006.3,9,33,3.0,0.5,10259.4
58321,20230407130907,4.7,1008.3,3,314,4.2,0.0,10361.3
58326,20230407130907,19.6,1009.5,54,69,3.3,0.1,10452.0
58336,20230407130907,3.9,1010.4,51,141,3.4,0.4,10247.8
58338,20230407130907,12.5,1003.9,68,247,5.2,0.4,10455.2
58414,20230407130907,17.3,1013.6,83,254,2.1,0.0,10355.8
58419,20230407130907,1.3,1000.5,45,144,2.5,0.1,10182.1
58424,20230407130907,16.7,1004.4,75,269,13.6,1.3,10132.2
58429,20230407130907,27.2,1018.6,22,64,9.5,0.8,10220.2
58436,20230407130907,9.5,1003.3,65,43,11.1,1.0,10402.7
58437,20230407130907,22.0,1008.5,51,107,11.7,0.2,10178.5
58520,20230407130907,10.6,1008.5,9,192,13.2,0.3,10138.3
58531,20230407130907,1.9,1009.3,16,100,11.1,0.4,10128.3
54406,20230407130907,32.8,1001.4,41,189,14.9,1.2,10500.0
54416,20230407130907,6.3,1016.2,26,4,8.4,0.4,10043.6
54511,20230407130907,1.0,1006.2,59,96,2.0,0.2,10223.3
58725,20230407130907,0.5,1003.9,15,240,10.9,0.6,10393.4
58730,20230407130907,30.0,1004.8,57,52,14.7,0.4,10491.9
58731,20230407130907,29.1,1023.2,90,280,0.6,1.0,10450.6
58734,20230407130907,14.8,1015.7,52,75,11.7,1.3,10219.3
58737,20230407130907,20.3,1021.0,93,199,2.5,1.1,10032.3
58744,20230407130907,26.1,1018.4,24,129,5.7,1.1,10131.0
58754,20230407130907,33.8,1001.3,39,44,3.0,0.7,10105.1
