站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230407130707,18.0,1012.6,84,157,6.5,1.5,10336.6
58102,20230407130707,33.5,1018.8,72,351,12.4,1.2,10184.2
58118,20230407130707,23.8,1019.1,7,73,13.3,0.9,10388.0
58122,20230407130707,26.2,1019.8,60,207,13.9,1.0,10249.6
58203,20230407130707,28.2,1021.0,8,4,8.8,1.4,10209.0
58215,20230407130707,12.4,1000.8,95,126,10.6,0.5,10268.3
58221,20230407130707,14.8,1023.7,45,177,10.5,1.4,10129.4
58225,20230407130707,18.0,1015.6,61,188,12.5,1.1,10307.2
58236,20230407130707,6.1,1020.4,40,38,12.4,1.4,10452.7
58311,20230407130707,18.6,1023.0,56,139,8.8,0.6,10366.3
58314,20230407130707,18.4,1022.2,8,170,6.7,0.7,10402.3
58319,20230407130707,29.9,1022.0,30,245,7.9,0.5,10080.9
58321,20230407130707,30.1,1024.7,3,272,4.1,0.5,10016.7
58326,20230407130707,26.8,1009.4,77,211,12.9,0.4,10456.9
58336,20230407130707,3.0,1025.9,73,277,0.3,0.8,10171.4
58338,20230407130707,10.0,1011.0,99,137,4.3,1.5,10392.8
58414,20230407130707,27.5,1001.0,89,288,3.2,1.4,10117.6
58419,20230407130707,2.6,1007.3,76,312,7.2,0.7,10389.3
58424,20230407130707,7.7,1021.2,78,96,7.3,1.0,10415.1
58429,20230407130707,24.8,1008.2,45,229,11.9,0.6,10009.6
58436,20230407130707,32.1,1025.3,62,216,9.5,0.5,10301.8
58437,20230407130707,16.1,1000.9,70,214,7.7,0.0,10219.2
58520,20230407130707,31.6,1015.4,74,148,13.7,0.2,10210.1
58531,20230407130707,2.5,1025.7,30,219,8.6,1.3,10026.7
54406,20230407130707,20.0,1023.4,40,278,14.4,0.4,10318.9
54416,20230407130707,31.5,1026.2,72,350,9.6,0.8,10278.2
54511,20230407130707,8.4,1018.1,75,67,13.8,1.1,10431.7
58725,20230407130707,29.4,1017.6,24,139,5.4,0.4,10183.0
58730,20230407130707,19.5,1016.4,73,8,5.0,1.5,10090.9
58731,20230407130707,2.6,1022.9,27,357,1.8,1.3,10131.6
58734,20230407130707,12.1,1013.0,36,113,12.8,0.1,10135.8
58737,20230407130707,15.6,1022.0,61,225,6.2,0.8,10270.6
58744,20230407130707,19.5,1002.3,69,300,2.0,1.2,10055.9
58754,20230407130707,34.6,1005.5,81,47,1.9,0.2,10070.1
