站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230407130507,33.1,1023.1,15,276,9.5,0.9,10030.3
58102,20230407130507,16.5,1015.0,14,238,1.9,0.5,10156.7
58118,20230407130507,27.7,1020.8,58,223,1.0,1.4,10200.9
58122,20230407130507,24.7,1022.3,9,101,12.0,0.8,10003.8
58203,20230407130507,32.2,1016.9,10,303,12.2,1.2,10277.2
58215,20230407130507,2.8,1016.9,12,326,4.6,0.9,10298.8
58221,20230407130507,31.2,1008.9,65,265,4.2,0.1,10459.8
58225,20230407130507,8.2,1000.2,56,255,12.0,0.7,10235.5
58236,20230407130507,7.9,1017.4,14,320,8.5,0.3,10259.7
58311,20230407130507,21.3,1018.4,75,34,2.0,1.0,10373.9
58314,20230407130507,13.3,1007.0,98,274,3.9,0.1,10093.9
58319,20230407130507,16.6,1005.1,41,327,7.3,1.5,10075.3
58321,20230407130507,0.6,1005.8,100,119,3.9,0.9,10078.8
58326,20230407130507,3.1,1000.3,68,91,13.9,0.9,10436.2
58336,20230407130507,13.5,1017.1,23,338,14.6,0.3,10294.5
58338,20230407130507,13.1,1026.4,18,250,12.0,0.5,10440.5
58414,20230407130507,22.4,1020.5,81,311,6.5,0.3,10412.7
58419,20230407130507,22.2,1019.4,75,341,3.4,1.3,10344.6
58424,20230407130507,7.8,1019.9,75,347,11.6,1.2,10355.3
58429,20230407130507,26.0,1019.2,83,320,10.1,1.1,10205.2
58436,20230407130507,34.4,1010.1,81,137,6.6,1.2,10025.1
58437,20230407130507,10.2,1011.6,44,250,8.8,1.3,10367.6
58520,20230407130507,9.0,1024.2,38,160,14.6,1.5,10053.4
58531,20230407130507,33.8,1017.8,5,59,2.5,0.3,10308.3
54406,20230407130507,32.0,1020.8,54,160,4.9,0.9,10213.7
54416,20230407130507,0.2,1000.5,83,103,13.9,0.9,10491.6
54511,20230407130507,7.5,1011.1,18,325,10.8,0.2,10329.3
58725,20230407130507,15.0,1012.8,45,163,12.8,0.1,10388.3
58730,20230407130507,18.7,1019.3,38,264,2.6,0.6,10030.0
58731,20230407130507,22.1,1002.3,7,295,12.5,1.2,10098.9
58734,20230407130507,10.5,1018.7,45,115,6.5,0.9,10236.1
58737,20230407130507,24.6,1009.1,59,172,13.6,0.7,10486.6
58744,20230407130507,21.3,1022.6,14,101,4.4,0.6,10258.9
58754,20230407130507,12.8,1024.7,44,32,12.0,0.9,10158.8
58818,20230407130507,8.7,1023.9,99,172,1.1,1.4,10078.4
58820,20230407130507,13.7,1016.1,62,354,7.4,0.7,10184.0
58834,20230407130507,7.2,1015.6,46,166,8.2,0.2,10324.6
58837,20230407130507,7.3,1010.0,6,353,5.3,0.0,10191.2
58843,20230407130507,9.0,1000.2,6,283,4.6,0.0,10362.2
58846,20230407130507,4.9,1018.5,49,58,0.6,0.1,10062.3
58847,20230407130507,28.7,1019.9,32,260,11.1,0.9,10297.4
58911,20230407130507,7.1,1017.2,67,296,4.8,1.5,10319.3
58918,20230407130507,26.1,1018.4,87,250,12.6,1.2,10200.4
58921,20230407130507,1.7,1016.5,43,93,10.0,0.6,10489.0
58926,20230407130507,6.8,1012.8,18,67,8.7,0.0,10327.5
58927,20230407130507,11.5,1011.9,51,68,6.7,0.0,10402.4
58931,20230407130507,11.3,1008.7,6,282,1.6,0.7,10391.3
58933,20230407130507,31.0,1022.7,7,28,13.7,0.8,10217.4
58936,20230407130507,19.0,1011.4,78,67,9.7,1.4,10429.9
58944,20230407130507,23.7,1003.7,19,179,7.6,0.1,10158.8
59113,20230407130507,22.2,1023.7,64,54,12.9,0.8,10339.3
59126,20230407130507,31.7,1022.4,90,211,5.1,1.5,10420.5
59133,20230407130507,13.8,1019.5,14,29,4.4,1.0,10290.2
59134,20230407130507,14.6,1026.1,15,273,14.0,1.3,10138.5
59321,20230407130507,3.3,1020.9,61,254,4.1,1.5,10446.1
52323,20230407130507,9.4,1026.4,18,330,10.8,0.2,10415.1
